# FILE DATA
ID : MMRW2100000218
category :  온라인 대화 > 다자 대화(3인)

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210603
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 30대
occupation : 사무 종사자
sex : 여성
birthplace : 경남
principal_residence : 경남
current_residence : 경남
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 부산
principal_residence : 경남
current_residence : 경남
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 3
age : 20대
occupation : 가정 주부
sex : 여성
birthplace : 경남
principal_residence : 경남
current_residence : 경남
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  지역>현 거주지 지인
intimacy  :  5
contact_frequency  :  주 3회 이상

P0 	: 칼퇴했긔
P0 	: ㅋㅋㅋㅋㅋ늦게오시더니
P1 	: 나 담주 회식
P0 	: 먼회식을 그리해
P1 	: 저번엔 다른 팀 회식에 내가 강제 참석
P0 	: 상남동?
P1 	: 이번엔 우리팀 회식ㅠㅠㅠ
P0 	: 헝....극혐일세 회식
P0 	: 아니다 맛난거 먹으면 좋긴한데
P1 	: 참치 먹을까 하던데
P0 	: 불편한 사람들과 먹어야한다는게
P0 	: 혐
P1 	: 내일 싫다고 강력어필해야겟움
P0 	: 참치 혐
P1 	: 존싫
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋ
P0 	: 내생애
P1 	: 취향안맞
P0 	: 첫참치는
P0 	: 그때 그참치였는데
P1 	: 뭔참치
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 예전일입니다 하하핫
P1 	: 난 무한리필참치
P0 	: 참치하니 생각이 났어
P1 	: 난 1도 모르겟쟈나
P0 	: 나도
P0 	: 무한리필이 다였어
P0 	: 연어가 좋다 ㅎ 
P1 	: 존나 무한리필 좋다고 염병뷰리는거
P1 	: 이해안감
P1 	: 연어줘라 진짜 차라리
P0 	: 연어 느끼한거 모르쟈냐
P1 	: 아 연어함 조져야하는데요
P1 	: 담에 연어 사서 집에서 존나 멋읍세
P0 	: ㅋㅋㅋㅋㅋ좋아요
P1 	: 존나 벌써 목고싶쟈나
P0 	: &name3&가 연어를 별로 안좋아한다고 한듯
P1 	: &name3&눈 딴거 줘야겟군
P0 	: 하
P1 	: 왜
P0 	: 신전 로제가 전래 땡기더니
P0 	: 귀신같은것
P0 	: 배란기임
P1 	: ㅋㅋㅋ케
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 시켜드세뇨
P0 	: 지금요?
P0 	: 애매함
P1 	: 지금이 어때서요
P0 	: 배달오면 10시쟈냐
P1 	: 나한텐 야ㅛ식 안먹냐며
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 태리로제 존맛이라던데
P1 	: 개궁금함
P0 	: 그건뭐야
P0 	: 태리가 가게 이름이가
P1 	: 태리로제가 이름이었던고같음
P1 	: {share:photo}
P0 	: 나도 보고있었음
P0 	: 로제랑 투움바 있네
P0 	: 둘의 차이가 뭐지
P0 	: 둘다 빨간데
P1 	: 투우바가 더 꾸덕스
P1 	: 크림 더 많음
P0 	: 아주매운맛으로 먹고싶네요
P0 	: 불닭보다 안맵다고 하니
P1 	: 니가 떡볶이 먹고싶다해서
P0 	: 엉
P1 	: 나도 찾다가 존나 먹고싶어짐
P0 	: 큽
P1 	: 리뷰 맛있어 보임
P0 	: 떡복이도 먹고싶고요
P1 	: 헝
P0 	: 남포통닭
P0 	: 님이 말해서 먹고싶쟈냐
P1 	: 맥주뙇
P0 	: 삼계도 생김 본점에서 시켜먹었는데
P1 	: ㅇㅇ
P0 	: 낼 뭐먹지
P1 	: 낼 뭔날인데
P0 	: 그냥 금요일이요
P1 	: 떡볶이 추천드립니다
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 신전로제
P1 	: 잡솨
P0 	: 항.......
P1 	: 남티니랑
P1 	: 가취 머거욥
P0 	: 집콕인데요
P1 	: 왜
P0 	: 공부해야죠
P1 	: 어우
P0 	: 어제 잠깐봤음 그뭐냐 손연재의자
P1 	: 커블?
P0 	: 응
P1 	: 존나 사기같으므그거
P0 	: 허리아프다니깐 집에2개나있다고 안쓴다고 
P0 	: 주더라
P1 	: 나도 하나 줘라
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 사기같지만 써보겠움
P0 	: 효과가 있는가 모르겠는데
P0 	: 그냥 앉아있음ㅋㅋㅋ
P1 	: 그거아니가
P1 	: 플라시보ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 그럴지도..ㅋㅋㅋㅋㅋ
P1 	: 이 분 어디가심
P0 	: 누구
P0 	: &name3&?
P1 	: 옹
P0 	: 육퇴준비중이신가봄
P1 	: 바뿐듯
P0 	: 저녁을 짜게 먹었나
P1 	: 왜
P0 	: 물이 땡기네
P0 	: 시원하거
P1 	: 나 어제 바닐라 시럽 샀고둔
P0 	: 모닌?
P0 	: 커피빈?
P1 	: 씨제이꺼 샀음
P0 	: 웅
P1 	: 오늘 왔는데
P0 	: 어허
P1 	: 퇴근하고 먹어야쥥 했는데
P1 	: 오늘 아침에 우유 없어서 코코볼 못먹고 굶고 갔서든
P0 	: 옹
P0 	: 우유 사는거 까묵었나
P1 	: 아바라를 먹을려면 우유가 았어야하는데
P1 	: 졸라 우유도 안사고 먹자고 난리침
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 가만생각해보니 없쟈나;;
P0 	: 그 속이편한 저지방우유
P1 	: 엉
P0 	: 맛있더라
P1 	: 달달함 걍 먹어도
P0 	: 원쁠원
P0 	: 개익득
P1 	: 최고수
P0 	: &name1&가준
P1 	: ㅇㅇ
P0 	: 오셜록은 
P0 	: 먹었니
P1 	: 아직 못먹음
P1 	: 우유가 없잖니
P0 	: 큽
P0 	: 나 이제
P1 	: 환장
P0 	: 녹차라떼에
P0 	: 눈을뜬거같아
P1 	: 존맛이세요
P0 	: 오셜록 대존맛 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 대존맛탱이쟈나
P1 	: 오설록 찬물녹차도 괜춘
P0 	: 물을한잔땡기고올게요
P1 	: 챈물에 시원하게 녹아서 텀블러에 물한바가지 넣고 하나 넣고 존나 먹음
P0 	: 왔쬬
P1 	: 옹
P1 	: 저아이 왜 안와
P1 	: 아 육퇴 햇냐규
P2 	: 육퇴는 무슨요
P2 	: 육퇴 준비 하고 온거져
P2 	: 애들 씻기구 나 씻구
P1 	: ㅋㅋㅋㅋㅋ
P2 	: 밥먹이구 정리하구 이제 침대 드와쪼
P1 	: 고생해따리 이제 재우거라
P2 	: 이제 자는건 애들이 알아서 자게찌
P0 	: 꿈나라로 보내버렷!
P1 	: ㅋㅋㅋㅋㅋㅋ
P2 	: 난 옆에서 폰이나 ㅘㄹ쁀
P1 	: 굿
P2 	: 알아서 자거라
P2 	: 겁나 치댐 이&name5&
P1 	: 글췌
P2 	: 좀비같음
P2 	: 몸 넘어다니고
P1 	: 난 &name7&가
P2 	: 넘어다님 ?
P1 	: 밟고 댕기는데요
P0 	: 난 &name8&가 소리지르고 난리임
P1 	: {share:photo}
P2 	: ㅋㅋㅋ밟곸ㅋㅋㅋㅋ
P1 	: 오빠가 &name8&도 이거 하냐는데
P2 	: &name8&는 머선일
P1 	: 가슴팍 위에서 식빵 굽는거
P2 	: 님들 고앵이 번역기 좀 써봐야
P2 	: 궁금햐
P1 	: 시원찮더라
P1 	: 해보니까
P2 	: 어ㅐㅇ
P2 	: 왱
P1 	: 졸라 편안하기 잠들기 직전이었는데
P1 	: 공격할거에요
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌ
P1 	: 눈 감고 난리났는데
P2 	: 알고보니 건들지마라 이거 아니가
P0 	: &name8&는 안한다
P1 	: 오빠가 &name8&도 저거하냐고ㅋㅋㅋ
P0 	: 마리는 패악질부림
P1 	: 숨쉬냐고
P0 	: ㅋㅋㅋㅋㅋㅋ
P0 	: &name8&는 주로 다리위로옴
P2 	: 패악질ㅋㅋㅋㅋ
P1 	: 오빠가 &name8& 양심은 있대
P1 	: 가슴팍으로 오면 주인 숨 못쉴까봐ㅜ배려심 넘치는거 보라며
P0 	: 앵옹앵옹 난리임
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 울마리 털벗겨서
P1 	: &name7&는 더렁더롱더렁
P0 	: 홀쭉하다
P0 	: 이제
P0 	: {share:photo}
P0 	: 홀쭉하구요
P2 	: 어디가요
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 애가 왜
P0 	: 저기가요
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 걸레짝이야
P0 	: 갓목욕하고
P0 	: 1차 이발임
P1 	: 애 털 누가 저렇게 만들었어요
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 본인이 원한 스타일입니까
P2 	: 누구겟어
P2 	: 집사지
P1 	: 스타일 무슨일입니까
P2 	: 2차로 하고나면
P2 	: 좀 낫겟쥬
P1 	: 과연 그럴까요
P2 	: ㅋㅋㅋ &name7&는 털이 많이 안기르나 ?
P2 	: 매리가 장발이라 미용을 자주 하나 ?
P1 	: 지금이 다 긴거
P2 	: 장모묘 ????
P1 	: &name8&는 장모일듯
P2 	: 뀌욥
P1 	: &name7&는 단모
P2 	: 아항
P1 	: 곧 얘도 밀릴듯
P2 	: 그라게 잔털도 복실복실해 보임
P1 	: 빽빽해 아주
P1 	: 요즘 흼털난다 군데군데
P0 	: &name7&냔
P0 	: {share:photo}
P0 	: 앙칼진것
P1 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 선생님 궁댕이 세게 뚜드리고 꼬리 잡고 하니까 그러는거 아니요
P0 	: 쪕
P2 	: 접때 긁힌겨 ??
P0 	: 고영희변태인것을
P2 	: ㅋㅋㅋㅋㅋㅋㅋ꿍둥이 씨게 때리긴함
P2 	: ㅋㅋㅋㅋㅋㅋ
P2 	: 퍽퍽펃퍽
P1 	: 안물어뜯긴게
P1 	: 다행이세요
P0 	: {share:photo}
P0 	: 우리좋았쟈냐
P0 	: 행복했댜냐
P1 	: 저러고 좀이따 물린듯
P2 	: 완전 무릎냥이등데
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 큽
P1 	: 쩝
P2 	: 난 무릎만 내주고
P0 	: 양치해야긋다
P2 	: 얌전히 잇엇가구
P1 	: {share:photo}
P2 	: 졸귀
P1 	: 머리 말리는데 쳐다봄
P2 	: 실시간이에애오?
P1 	: 아녕
P2 	: 동공이 ...
P1 	: {share:photo}
P2 	: 귀 안접으면
P1 	: 실시간
P2 	: 화난거 아니니
P2 	: 줠라 표정보ㅓㅋㅋㅋㅋㅋ
P0 	: 상도둑아니오
P1 	: 제 표정요?
P0 	: &name7&요
P2 	: 님 표정은 안보여요
P1 	: 쩝
P0 	: 씨꺼먼쓰
P2 	: 근데 알것같은 표정
P1 	: 호두나 봐줘라
P0 	: ㅋㅋㅋㅋ투턱이 말해줘
P2 	: 희융하는 표정이로군
P1 	: ㅋㅋㅋㅋ
P2 	: 입꼬리 턱끝까지 내려가잇을듯
P1 	: 아 로제떡볶이 먹고싶
P2 	: 떡볶이 귀신쓰
P0 	: ㅋㅋㅋㅋ그러게
P2 	: 난 얼마전에 역전 짜파구리 먹어짜너
P0 	: 존맛아니가
P0 	: 자극적인맛
P0 	: 크으으으
P1 	: 그집 이것저것 잘함
P2 	: &name4&도 잘먹더라
P0 	: 라볶이도맛있음
P2 	: 엉 순살치킨 생각외로
P2 	: 존맛
P0 	: 그건안먹어봄
P2 	: 퍽퍽할주알앗는데
P1 	: 우리 언제 술 또 마심
P2 	: 리뷰 많길래 간단히 머글라고 시켜먹어봣는데
P1 	: 나 좀 궁금
P2 	: 맛잇도라
P1 	: 궁금해
P0 	: 술먹자아아요
P2 	: 걍 진짜 생맥 안주로 가벼운 치킨 먹고싶을때
P2 	: 제격
P1 	: 구래서
P1 	: 언제 만나 우리 셋
P0 	: 담주는 수원가고요
P0 	: 19일은 친구애기보러가고요?ㅠ
P0 	: 금 일은 됩니다요
P1 	: &name3&네집에도 친구애기있서만
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 태어나고 안보러가서
P0 	: 쩌리 시험도 이번주끝나고
P1 	: 금욜 먹어야 할거 아녀 그면
P0 	: 글쳐잉
P1 	: 데리러와라 나
P1 	: 차 가지고 술마시러 갈순 없쟈나
P0 	: 엉
P0 	: 내 퇴근길에
P0 	: 픽업 ㄱ
P1 	: 내가 우리집으로 퇴근을 하면 돠겟쥬
P0 	: 눼
P1 	: 아 집 주인이 허락안함 아직ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 집주인 의사 무엇ㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋ존웃
P2 	: ㅋㅋㅋㅋ
P2 	: 아니 언제요
P2 	: ㅋㅋㅋㅋ
P1 	: 왓다
P2 	: 이&name4&랑 한판하고옴
P2 	: 후
P1 	: 18일
P1 	: 왜
P2 	: 줠라 까뿌네 내새끼
P1 	: 왜여
P2 	: 초딩들 깐족거림을 장착함
P2 	: 말 디럽게 안듣는것
P2 	: 18일은 괜찮
P1 	: 퇴근하고 갈게유
P2 	: 고래
P2 	: 오시옵소서
P1 	: 담날 회사 쉬어야쥥
P1 	: 캬캬ㅑㅋ캬
P2 	: 근데 퇴근하고 괜차나여 ??
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 넘 늦는거 아니니
P0 	: 그래봣자
P0 	: 7시안에 도착
P2 	: 잠만
P2 	: 토욜은 안되니
P0 	: 19일은 제가 안됩니다요?
P2 	: 에레이
P0 	: {share:photo}
P2 	: 아항
P2 	: 이번주는 &name2&가 안되고
P0 	: 글쵸잉
P0 	: asap면 내일도 가능
P0 	: 하지만 낼만나면 대화를 못할듯
P1 	: 안됨
P2 	: 좀 일찍 시작하고 싶어서여
P0 	: ㅋㅋㅋㅋㅋㅋ
P1 	: &name3&내 집을 일욜낮에가렴
P1 	: ㅋㅋㅋㅋㅋㅋ
P2 	: 7시반도 늦어
P0 	: ㅋㅋㅋㅋㅋ
P0 	: 존웃
P1 	: ㅋㅋㅋㅋㅋ
P2 	: 이&name5& 찡얼거림 심할듯
P0 	: 낼 조정해보겠윰
P1 	: 좋다
P1 	: 괜찮으면 토욜로 추진해봅세
P2 	: 고맙소
P0 	: &name3&가 뭐라말했던거같은데 기억이안나너ㅋㅋㅋㅋㅋ
P0 	: 일욜낮에갔다가 저녁전에 빠른귀가를 노려야겠다
P2 	: ㅋㅋㅋㅋㅋㅋ 이미 정신ㄴ없음
P2 	: 난 16일엔 &name5& 돌진치 해야함
P2 	: 우리집에서 가족끼리
P1 	: &name5& 돌이니
P1 	: 뭐가 이렇게 빠룸
P2 	: 헿
P2 	: 시간 잘가지요
P2 	: 조정중이니
P1 	: 낼 조정한다햇지않음?
P2 	: 급 조영하시길래요
P2 	: 조용
P1 	: 그르게
P1 	: 남친이랑 통화하나
P2 	: 그럴 가능성이 크겟둔
P2 	: 이제 펜하 하겟네
P0 	: 문제풀었느넫요
P2 	: 신난당
P0 	: 쪕
P2 	: 3 재밋을려나
P0 	: 금요일에 한다더만ㅋㅋㅋㅋ
P2 	: 마노이 맞춰ㅛ뉘
P0 	: 마노이?
P2 	: 많이 맞췃뉘
P0 	: ㅋㅋㅋㅋ
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 이제 매긴다
P1 	: 내일 안하나
P0 	: 긍께
P2 	: 내일이가
P0 	: 내일 금요일
P0 	: ㅇㅇ
P1 	: 금욜이랫던거 같은데
P0 	: 맞음
P1 	: 그래서 오빠 낼 약속있던거 취소함
P2 	: 일주일 ㅘㄴ번 넘 영악한것
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 본방사수 의지
P1 	: ㅋㅋㅋㅋㅋ존웃
P2 	: 난 맨날 재방봐야함 ㅠㅠ
P2 	: 스포당하고 볼듯 ㅠㅠ
P1 	: ㅋㅋㅋㅋ그럴거같노
P1 	: 이방 스포로 넘칠듯
P2 	: 아님 폰으로
P2 	: 유플럿. 실시간 방송ㅋㅋㅋㅋ
P1 	: 나도 멸망 놓치면
P1 	: 유플러스로 봄
P0 	: 펜하 안봐서 모루쟈냐
P2 	: 님 안봐ㅛ어여 ??
P2 	: 그때 본다햇덩거같은디
P2 	: 멸망도 봐야하는데 ㅠㅠ
P1 	: 펜하 보면서 주단탱 욕하는 맛
P1 	: 멸망 개전잼
P2 	: 지금 깜빵 보느라
P2 	: 못보는중
P1 	: 박보영 귀염ㅁ보작 미쳐버려
P2 	: 깜빵 다보면 멸망 봐야지 ㅠㅠ
P2 	: 오월의청춘도 봐야되거
P2 	: 슬의도 하기전에 정주행 함 때리고싶은디
P1 	: 오눨의 천충
P1 	: 오열각
P2 	: 엉 이미 짤만보고 넘 슬프게따 ㅠㅠ
P2 	: 하고잇음
P2 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 엉 슬플거같아서
P0 	: 도전못함
P1 	: 나빌레라랑 비슷한 재질임
P1 	: 시도 못함
P2 	: 나빌레라는 볼 생각도 안함 진짜로
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 
	  ㅅ보면서 스트레스 받시 싫고요
P1 	: 야 웹툰 보라고
P1 	: 첫날밤 {censored}
P0 	: ㅋㅋㅋㅋㅋㅋ
P0 	: 그으래
P0 	: 한편도전
P1 	: 최소 다섯편은 보셔요
P1 	: 무슨일이야 한편이라니
P2 	: 과연 반응은 ...??ㅋㅋ
P0 	: 캐릭터 넘나...
P0 	: 개연성 넘나..
P0 	: 일단 계속봄
P1 	: 로판에 개연성이 어딧어요
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 저런 네임류는 개얀성이.잘없지
P2 	: 아까 내가 보는 흣막어쩌구도 ㅋㅋㅋ
P1 	: 흑막여주에 무슨 개연성이에여
P1 	: ㅋㅋㅋㅋㅋㅋ역싘ㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 지친구들하고 소설은 썻는데
P0 	: 그림체가 너무
P2 	: 어느날 그 소설안에 지가 들어가잇대
P2 	: 머선일
P0 	: 00년 순정만호ㅏ 재질
P2 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 보다보면 이뿌쟈나 리플리
P2 	: 남주의.첫날밤임 ??
P1 	: 옹
P1 	: 첫사랑인가
P2 	: {share:photo}
P2 	: 이거 ??
P2 	: 1화만 봣는데 넘나 재질
P2 	: {share:photo}
P2 	: 이거랑 비슷 ㅋㅋㅋㅋㅋ
P0 	: 어우..ㅋㅋㅋㅋ
P1 	: 아니 근데 진짜 리플리 그림체 임분데
P2 	: 리플리 이쁘게 생김
P0 	: 엉
P2 	: 뭔가 전체적으로 연한 느낌이랄까
P0 	: 맞음
P0 	: 샤프로 그린거같음
P2 	: 옛그림체이긴함
P2 	: 째완 느낌이 없음
P0 	: 전지적독자시점은
P2 	: 째완
P0 	: 아무도안봅니까
P2 	: 그건또뭐야
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그거 뭔데
P1 	: 그거 소설 제목은 들어봄
P0 	: {share:photo}
P0 	: 첨에 보기힘든데
P0 	: 5화넘기면 재밌음ㅋㅋㅋ
P2 	: {share:photo}
P0 	: 응
P2 	: 어우
P0 	: 게임같은 내용임
P2 	: 님 이런 그림체
P2 	: 감당해요 ??
P0 	: 스토리로 봄ㅋㅋㅋ
P2 	: 나도 예전에 무슨 게임스토리 하나 봣다가
P2 	: 손절햇엇는데 ㅠㅠ
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P2 	: 머리아파서 손절 ㅋㅋㅋ
P0 	: 뭐햿다고 벌써 11시
P2 	: {share:url}#.YLCqnSmMpQ9.kakaotalk
P2 	: 님덜 이거해봐여
P1 	: 짱구 성격 유형 테스트 {share:url}#.YLjdEbqNKQG.kakaotalk 
	  나랑 제일 비슷한 짱구 캐릭터는?
P1 	: 채성아쌤 나옴
P1 	: {share:photo}
P0 	: {share:photo}
P0 	: 엥
P0 	: 넘나아닌데요
P2 	: 모야
P2 	: {share:photo}
P0 	: &name2&는 비슷하너
P0 	: 오 맞는듯?
P0 	: 난왜아님
P2 	: &name2&도 맞는듯
P2 	: 나도 맞는데
P2 	: 님도 맞는거 아님미까
P1 	: &name1&다시해봐
P0 	: 핵인싸라니
P0 	: 응
P1 	: 핵인싸만 빼면 될거같은데
P2 	: 알고보니 우리중에 제일 인싸인거 아니냐
P0 	: 안넘어간다
P1 	: 머선일
P0 	: 떡잎마을에서 안넘어감ㅋㅋ
P2 	: 렉걸림 ?
P2 	: 핵인싸인걸로
P0 	: 그런듯
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 님들 다시 되나
P1 	: 나는 되는거 같은데
P2 	: 녱
P0 	: {share:photo}
P0 	: 다른거 몇개 했는데 똑같쟈냐
P1 	: 인싸였돈걸로ㅋㅋㅋㅋ
P1 	: 인싸 빼면 니인거 같음
P2 	: 엉
P1 	: 마쨐ㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ구래..ㅎ
P1 	: ㅋㅋㅋㅋㅋ
P1 	: 안자니
P0 	: 잘려고
P0 	: 잠오네요
P1 	: 나듕
P0 	: 잘자여
P1 	: 잘자욜
P0 	: 낼봐
P2 	: 잘자들
P1 	: 안뇽
P0 	: ㅎㅇ
P1 	: 운전중
P0 	: 준비중
P1 	: 도착스
P1 	: {share:video}
P1 	: 대환장 어제 옴바친구 빡쳐서 국민신문고에 신고함
P0 	: 미친거아니얔ㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋ미쳤단 소리가 절로 나옴
P2 	: 쳐보고 돌아야지 그냥 돌리뿌노
P2 	: 어휴 래없이 푹 자보고싶네
P1 	: ㅋㅋㅋㅋㅋ저는 고양이없이 늦잠을 자본지가 언제인지요{emoji:…}
P0 	: 난새벽에 안깬지가 언제인지
P1 	: 난 왜 벌써 회사인지
P2 	: 어휴 증맬
P2 	: 인생
P1 	: 인생아{emoji:…}
P2 	: 날씨 좋네 오늘
P2 	: 회사에는 휴가기간 언제로 잡혀잇니
P1 	: 아직 그런거 안알랴줌
P1 	: ㅋㅋㅋㅋㅋ
P0 	: 도착함
P0 	: 전 8월첫째주
P1 	: 업무 시작함 시부럴
P0 	: 근데 3일쉴지 5일쉴지 모르쟈냐
P0 	: 난 주차하고
P0 	: 누워있음 의자에
P1 	: 좋노
P0 	: 개덥네
P0 	: 차안에
P0 	: 창문열수옶쟈냐
P2 	: 밖에서 보여서요 ??
P2 	: 에어컨 키지 ㅠㅠ
P2 	: 보통 8월달이니 그럼 여름방학도 그쯤 하겟구먼
P0 	: 여름방학은 중순에하지않나
P0 	: 모르겠너ㅋㅋㅋ
P2 	: 난 6월에 잇는줄
P1 	: 여름방학 7월에 안하나
P2 	: 식단표 보면 아는데 모르고 버려가지고 언제쯤인가 해스
P2 	: 보통 휴가기간이랑 비슷하길랭
P1 	: 아 유치원이제
P2 	: 엉엉
P1 	: 학교생각함ㅋㅋㅋㅋ
P1 	: 보통 휴가 7말8초에 감
P2 	: 한달하면 큰일나요
P2 	: 다행이네 이번달 안에 잇는줄알고 순간 긴장함
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 내년엔 한달 방학하게찌{emoji:🤪}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 집으로 꺼지고 싶다요
P2 	: 난 집인데도 집으로 꺼지고싶네여
P2 	: 나으 집은 어디인가
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 날씨 느므 좋네
P0 	: 웃프네옄ㅋㅋㅋㅋ
P0 	: 엉 개좋
P0 	: 편의점 감
P2 	: 오
P2 	: 뭐삼
P0 	: 먹을거요ㅋㅋㅋㅋ
P0 	: 먹고 약먹게요
P0 	: 아침에 일찍나와서 맥모닝을 먹을
P2 	: 무슨 약 먹너요
P0 	: 랬는데
P0 	: 가당치않은 생각이였음
P2 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 난 오빠가 새우볶음밥해서
P1 	: 몇 술 뜨거 나옴
P2 	: 나도 배고프네요
P2 	: ㅠㅠ
P1 	: 뭐 챙겨먹거라
P2 	: 시리얼이나 무글까나
P2 	: &name4&도 크니까 아침에 준비할때 힘들어보이는군ㅋㅋㅋㅋ
P0 	: 흡입하고 가는중
P0 	: 까다로우시나ㅋㅋㅋ
P2 	: 막 아아~~~~하면서 터덜터덜 ㅋㅋㅋ 화장실에서 씻으면서 아아아아~~~~
P1 	: 구래도 크면 알아서 준비하거 가겟지ㅋㅋㅋㅋㅋ
P1 	: 고데기하고
P2 	: 씻으라하니 귀치나함
P2 	: ㅋㅋㅋㅋㅋㅋㅋ
P2 	: 구래 알아서 깔롱부리고 다닐듯
P1 	: ㅋㅋㅋ이모는 이제 자연인으로 회사를 다녀
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 마스크가 신의 한수
P2 	: 마스크 없었어도 그냥 다녓겟디만
P1 	: 눼{emoji:…} 머리도 그지처럼 묶고 댕김
P0 	: ㅋㅋㅋㅋㅋㅋ단디묶고댕겨여
P2 	: 집게핀 편하쟈나
P1 	: {share:photo}
P1 	: 참고로 묶은거임
P2 	: 예 ?
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 아 아침체조해서 그래더ㅣㄴ거 아니냨ㅋㅋㅋㅋ
P2 	: 눈썹 깰끔 반듯 이쁘네요
P1 	: 아침체조하고 단디 묶고 저래된것
P1 	: 하하
P2 	: 뭐져
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 머선일이 잇엇던거져
P1 	: 그지꼴이란거져
P2 	: 다시 묶을 기력도 없어보여
P2 	: 될대로 되라익
P1 	: 저녁까지만 먹고 꺼져야지{emoji:…}
P2 	: 오늘은 칼퇴 함니까
P1 	: 어차피 펜하볼거같으니까 6시반까지하고
P2 	: 펜하 몇시에 하너 ?
P1 	: 밥 안먹고 꺼져야 야식을 먹으면서 볼듯
P1 	: 10시인가
P2 	: 10시네욤
P1 	: {share:info}
P1 	: 귯
P1 	: 모건리는 진짜 죽었나봄
P2 	: 난 애들 재우고 폰으로 봐야할듭
P2 	: 엉 ㅠㅠ
P2 	: 대본리딩때도 없대쟈나
P1 	: 언넝 재워{emoji:…} 그리고 달리쟈
P2 	: 1만큼 재밋어졋음 조케따
P2 	: 왠지 ... 기대는 안됨
P0 	: 왤케 맥아리없이 다녀여
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 저요?
P2 	: 그래도 웃고 찍엇쟈나
P1 	: 그래 웃고있잖아
P2 	: 빵실한 광대 보ㅓ여
P1 	: {emoji}
P1 	: 그런거까자 보지말라규
P2 	: ㅋㅋㅋㅋㅋ 보이는걸요
P2 	: ㅋㅋㅋㅋㅋㅋㅋ
