# FILE DATA
ID : MDRW2100001611
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20201025
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 남성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  기타>연인
intimacy  :  5
contact_frequency  :  (거의) 매일 연락한다.

P0 	: 제출하는즁
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 하여튼~
P1 	: 우리 애기만큼 뷰지런한 사람도
P1 	: 없다니깐~
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ그러게 말이야~
P0 	: {emoji}
P0 	: 한명 더 와야하는데
P0 	: 안온당
P0 	: 스케쥴 바꼈나
P1 	: 오옹
P1 	: 지금도 안왔으면
P1 	: 그런건감
P1 	: 벌써 27분이당!!
P1 	: 이제 일하러 갔겠구만
P1 	: 조심히 다녀와용{emoji:❤}
P0 	: ㅋㅋㅋㅋㅋㅋ
P0 	: 다시 와써
P0 	: 옷 안 갈아입어도 된다고
P0 	: 편한거 입으라해서
P0 	: 주방 옷 그거 흰색 갈아입구
P0 	: 구두신으면 발아프다구 운동화로 갈아신고 오라해서
P0 	: 그것도 갈아입었옹ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 오빠 개꿀이야!!!!!!
P0 	: 그냥 기물 닦고
P1 	: 우왕
P0 	: 정리하고
P0 	: 그런거하는즁
P1 	: 오예오예~~~~~
P1 	: ㅎ.ㅎ
P1 	: 아 진짜 너무 잘됐당
P1 	: ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ편하게
P0 	: 꿀빨다 올게영ㅎㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 알게쒀~
P1 	: 신발부터도 편한거 신어서
P1 	: 다행이당 정말
P1 	: 룰루
P0 	: ㅋㅋㅋㅋㅋㅋㅋ마자마장
P0 	: 넘 쥬아
P0 	: 다시 들어가서 기물 닦아야징ㅎㅎ
P1 	: {emoji}
P1 	: 그래두 오늘은 마음좀 놓이넹 ㅎ.ㅎ
P1 	: 별로 안힘들다해성
P1 	: 난 과일까지도 다먹구
P1 	: 이제 1시 수업 들으려궁!
P0 	: ㅋㅋㅋㅋㅋㅋㅋ조앙!!!
P0 	: 아 나 오늘 물티슈 못 훔쳐왕.....
P0 	: 가방 안 들구 와도 돼 쟈기..
P0 	: 옷 갈아입었더니 주머니에 몰래 넣을 공간이없다ㅎㅎㅎㅎ
P1 	: 앗
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그럼 오늘은 가방안들고 가야게따 ㅎ.ㅎ
P0 	: {share:photo}
P0 	: 나 앉아서 이거 포장중야
P0 	: &affiliation& 오늘... 진짜...
P0 	: 꿀이다....
P1 	: 오옹
P0 	: 행복해 죽어ㅠㅠㅠ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 히히
P1 	: {emoji}
P1 	: 진짜 처음으로
P1 	: &affiliation& 알바하고
P1 	: 밝은 표정으로 나오는 &name1&
P1 	: 보는건가..!!!
P1 	: 이젠 수저를 아예 저렇게 포장해서
P1 	: 주는거얌?!
P0 	: 우웅..
P0 	: 할 일 더 늘어났오
P0 	: 그 바쁜와중에 언제 다 넣어서 주냐
P0 	: 지금은 하겠지만은..
P0 	: 손님오면.. 흐음..~
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 나
P0 	: &affiliation&에서 밥 먹으라구
P0 	: 카드 줘서
P0 	: 같이 일하는 사람끼리
P0 	: 짜장면 먹으러왔옹
P1 	: 오옹
P1 	: 그 홍짜장으로 먹으러간거얌?!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그렇게 밥 챙겨주는구만~
P1 	: 몇시까지 쉬는거얌 그럼?!
P0 	: {share:photo}
P0 	: 냠!
P0 	: 맞아 홍짜장!!!
P0 	: 나 먹구 바로 들어가야디
P1 	: 아항
P1 	: {emoji}
P1 	: 알게쒀 애깅~
P1 	: 맛있게 먹구와용~
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 다 먹어쒀{emoji:❤}️
P0 	: 이제 들오간당
P0 	: 배부르게 잘 먹구왔옹
P1 	: 조아조앙!!
P1 	: 다시 힘내서
P1 	: 잘다녀와용{emoji:❤}
P1 	: {emoji}
P1 	: 난 이제 나갈준비한당~~
P1 	: 샤워다하구 와쒀
P1 	: 나나나나나나
P1 	: 빨리 &name1& 보고싶오!!!!!!!
P1 	: 우리 애기한테 출발이당~
P1 	: 버스내려서 걸어가는즁~
P1 	: 앞에 앉아있을겡!!
P0 	: {emoji}
P0 	: {emoji}
P0 	: {emoji}
P0 	: {emoji}
P0 	: {emoji}
P0 	: {emoji}
P1 	: {emoji}
P1 	: 버스 기다려줘서 고맙구
P1 	: 맛있는 국밥 같이 먹어줘서 고마웡{emoji:❤}
P1 	: 카톡보내던 도중에 버스와서
P1 	: 지금 탔당!
P0 	: 나두{emoji:💕} 내 밥 챙겨줘서 고맙구
P0 	: 데려다줘서 고맙구
P0 	: 알바 끝나는거 앞에서 기다려줘서 고맙구
P0 	: 앙버터도 너무 고마웡!!!!!{emoji:❤}️
P0 	: 사랑해
P0 	: 조심히 들어강
P0 	: 앙버터 역시 너무 맛있어ㅜㅜ
P0 	: 지금 먹는즁
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아이 예뻐랑 ㅠㅠㅠㅠㅠㅠㅠ
P1 	: 힝
P1 	: {emoji}
P1 	: {emoji}
P1 	: 조아조앙 ㅎ.ㅎ
P1 	: 좋아하니깐 나두 좋당
P1 	: 담에 또 사줄게 쟈깅{emoji:😘}
P0 	: 나중엔 깉이 가서 먹쟈 여보야{emoji:😘}
P0 	: {share:photo}
P0 	: 우린 오리지널 사면 되겠당!!
P1 	: 히히 조앙 여보~{emoji:😍}
P1 	: 종류 진짜 많당
P1 	: {emoji}
P1 	: 아트박스에 다 있겠징 ㅎ.ㅎ
P1 	: 꺅
P1 	: 내일도 완전 재밌겠당!!!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ웅!
P0 	: 그때 저거 있는거 봤옹
P0 	: 아싸 진쨔 잼겠당
P0 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 행복해~~~
P1 	: 이제 버스 내려서
P1 	: 걸어갑니다용~
P1 	: {emoji}
P0 	: {emoji}
P0 	: 넹
P0 	: 집 도착하자마자 씻구
P0 	: 고스톱 치는거야??
P1 	: 으훔~
P1 	: 아마 그럴거같긴행!!
P1 	: 적어도 2만원정도는
P1 	: 따와야징 ㅎ.ㅎ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 조아조앙
P0 	: 잘 따구왕!!!
P0 	: 응원하고있을겡
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 든든하구만~
P1 	: 이제 집도착이얌!
P1 	: 우리 애기는 누워서 쉬고있낭
P0 	: 넹
P0 	: 뒹굴뒹굴 하는즁~
P0 	: 30분에 씻으러가야게써
P0 	: 아직 귀찮아서 렌즈도 안뺌ㄹㅎㅎㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: {emoji}
P1 	: 이제 우리 애기도 씻으러 가겠군!
P1 	: 개운하게 씻구 푹쉬엉 쟈기 ㅎ.ㅎ
P1 	: 난 다씻구와서 고스톱 칠준비
P1 	: 해야겠따!
P0 	: 넹!
P0 	: 나도 씻구 침대랑 다시 합체 해야게따
P1 	: 조아조앙~~
P1 	: {emoji}
P1 	: 우리 애기 인스타 올렸넹!!
P1 	: ㅎ.ㅎ
P1 	: 너무 잘어울려용~~{emoji:❤}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 오빠 태그해서 수정해서 올려찌
P0 	: {emoji}
P1 	: 잘했오~~~~~
P1 	: 아이 예뻥 ㅎ.ㅎ
P1 	: {emoji}
P1 	: {share:photo}
P1 	: 난 이만큼 땄엉!!!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 오옹~~~~~
P0 	: 잘 따고 있구만~
P0 	: {share:photo}
P0 	: &name2& 잠옷 빼-꼼
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 앗!
P1 	: 딱 들켰당
P1 	: {emoji}
P1 	: 지금은 더 땄당~
P1 	: 우리 애기는 침대랑 합체했오?!
P0 	: 웅!!!
P0 	: 누워서
P0 	: 핸드폰 실컷하는즁
P0 	: ㅎㅎㅎㅎㅎㅎㅎ
P1 	: 앗
P1 	: 우리 애기 프로필 다 바꼈당!!!
P1 	: 히히
P1 	: 완전 예쁜뎅~~
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 오~~~
P0 	: 몇초전에 바꿨는데
P0 	: 바로 보는거봐
P0 	: ㅎㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 다알지 다알징~~
P1 	: 나두 이따가 바꿔야징 ㅎ.ㅎ
P1 	: {share:photo}
P1 	: 만원짜리 나왔당
P1 	: 룰루
P0 	: 와 무ㅜ야?????
P0 	: 대박이다
P0 	: 열심히 잘 따고 있구먼~
P0 	: {emoji}
P0 	: 슬슬 난 쿠키런을 열어볼까ㅎㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 이제 우리 애기 바쁜시간이구만~
P1 	: 경기하는건가 혹쉬~
P0 	: 마쟝!!!
P0 	: 그리고 지금은
P0 	: 밀린 일기 메모장 보면서 옮기는즁야..
P1 	: 오옹
P1 	: 쓸거 많앙 우리 애깅?!
P1 	: {emoji}
P0 	: 끝!!!!!!
P0 	: 고스톱 다 쳤어 애깅??
P1 	: {emoji}
P1 	: 나 아직 돈버는즁!!
P1 	: {share:photo}
P1 	: 3만원 달성하그올겡!!
P1 	: {emoji}
P1 	: 12시까지하기로했당
P1 	: 거의 막판될거같아용
P0 	: 아 대박
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 잘하고 있구만!!!
P0 	: 조아조앙~
P0 	: {emoji}
P0 	: 쿠키런 더 하구 있을겡ㅎㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 이제 끝났오!!
P1 	: 조금만 더하구 있어용~
P1 	: 양치하구 전화할겡!!
P1 	: {share:info}
P1 	: 잘자구 일어나서 봐용~{emoji:❤}
P1 	: 만나서 카톡 프로필 바꾸는거
P1 	: 도와죠!! ㅎ.ㅎ
P1 	: 사랑해 여보~~
P0 	: ㅋㅋㅋㅋㅋㅋㅋ알겠어 여보얌
P0 	: 잘쟈
P0 	: {emoji}
P0 	: 싸롱~{emoji:💗}
P1 	: 푹자구 지금 일어났오!!
P1 	: 저절로 눈이 떠졌당 ㅎ.ㅎ
P1 	: {emoji}
P0 	: 오옹
P0 	: 대박
P0 	: 난 눈이 안 떠져 쟈기.....
P0 	: 10분만 더 붙일랭...
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 알겠오 애깅~~
P1 	: 나두10분에 씻으러 가야겠당!
P0 	: ㅋㅌㅋㅋㅋㅋㅋ넹{emoji:😘}
P1 	: 히히
P1 	: 이제 나갈준비 할게용{emoji:😍}
P0 	: 와
P0 	: 나 넘 오래씻었다
P0 	: 벌써 10시얌..
P1 	: 우웅?!
P1 	: 나두 지금 다씻구 나와쒀
P1 	: 언제 시간이 이렇게
P1 	: 오래 흘렀징
P0 	: ㅋㅋㅋㅋㅋㅋ구니깐
P0 	: 나 지금 출발!
P1 	: 나두 이제 나가용~!!
P1 	: {share:info}
P1 	: 11시 1분꺼 타겠당
P1 	: 천천히왕 쟈기
P0 	: ㅋㅋㅋㅋㅋㅋ알게쏘
P0 	: 나 왜 계속
P0 	: 뭐 빼먹고 온 느낌이 들지..?
P0 	: 뭘까....
P0 	: 뭐지
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 쟈기두..???
P1 	: 볼펜..??
P0 	: 볼펜 챙겨뚜
P0 	: 캐시미션 할 핸드폰도 챙겼는데
P0 	: 흠..~
P0 	: 나 13-1타구 가는즁
P1 	: 완전 후다닥 나와서
P1 	: 그런 느낌 드나봥 쟈기
P1 	: 나두 다 확인해봤는데
P1 	: 빼먹은건 없당
P1 	: ㅎ.ㅎ
P1 	: 조아조앙~
P1 	: &address&역 가는 버스타고
P1 	: 간닷
P1 	: 바로 버스왔넹
P0 	: 호다닥
P0 	: 호다닥
P0 	: 호다다다닥
P0 	: {emoji}
P0 	: 내가 먼저 도착하겠군ㅎㄹ
P1 	: 힉
P1 	: 우리 애기 거의 다왔오?!!
P1 	: {emoji}
P1 	: {emoji}
P0 	: 이제 내린당
P0 	: !!!!
P1 	: 어떻게 이리 빨리와쒀!!
P1 	: 조금 늦을줄 알았는뎅
P0 	: 나 원래 별로 안걸령><
P0 	: 그리고 버스 바로바로 와서
P0 	: 그냥 내리자마자 타고 그래쒀
P1 	: 타이밍 대박인뎅~~
P1 	: 나두 이제 곧
P1 	: 지하철 탑니당{emoji:❤}
P0 	: 넹~
P0 	: 기다리구 있을게용
P1 	: 이제 내려서
P1 	: 올라갑니당!!!!!
P0 	: {share:photo}
P1 	: {share:photo}
P1 	: {share:photo}
P0 	: 바보
P0 	: {emoji}
P0 	: {emoji}
P0 	: {emoji}
P0 	: {system:call}
P0 	: {system:call}
P1 	: {emoji}
P1 	: 나랑 결혼해줘
P1 	: {emoji}
P1 	: {emoji}
P1 	: 5분뒤에 버스온댕~
P1 	: 나두 집가서 바로 샤워해야징
P1 	: 진짜진짜진짜 완전 많~~~이 사랑해 &name1&{emoji:❤}
P1 	: {emoji}
P1 	: 버스 탔습니당!
P0 	: 넹!!!!
P0 	: {emoji}
P0 	: 나도 씻고 올겡
P0 	: 조심히 가구
P0 	: 나도 지이이잉ㅇㄴ짜 많이 사랑해{emoji:❤}️
P0 	: 앗
P0 	: 씻으려했는데
P0 	: 언니 들오감
P0 	: 이따 씻어야대..
P0 	: {share:photo}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 많이 했죠~
P1 	: {emoji:🤭}
P1 	: {emoji:🙈}{emoji:🙈}
P1 	: {emoji}
P1 	: 우리 애기 빨리 씻구 쉬어야하눈뎅
P1 	: 힝
P0 	: 많이 했죠 뭐얔ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 많이 하긴했징ㅎㅎㅎ
P0 	: 이제 씻으러갑니다용
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 오늘도 황홀해쒀 여보 ㅎ.ㅎ
P1 	: 잘씻구와용~{emoji:😘}
P1 	: 버스내려서 걸어갑니다앙
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ넹!
P0 	: 난 다 씻구
P0 	: 누워땅
P1 	: 조아조앙~~
P1 	: 난 이제 집도착해서
P1 	: 샤워하고 오랴궁!!
P1 	: 후딱 다녀와야징
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ웅!!!
P0 	: 난 진짜 씻으면서 잠 깼나
P0 	: 버스에 있을때보다
P0 	: 정신이 말짱 해
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 별로 안졸령~?!
P1 	: 난 이제 샤워 다하구왔당!
P0 	: 웅!
P0 	: 아까처럼 막 졸리진않앙
P0 	: 오빠랑 전화하고 잘랭
P1 	: 아이 예뻐랑 ㅎ.ㅎ
P1 	: 얼른 머리말리구 전화할겡!
P1 	: {share:file}
P1 	: 사랑해 쟈기얌!!!
P1 	: 일어나서 봐용~
P1 	: {emoji}
P0 	: 힝
P0 	: 보고싶은거 참으면서
P0 	: 또 &affiliation& 알바 열심히 하고와야게따
P0 	: 일어나서 봐{emoji:❤}️
P1 	: 일어났습니당~{emoji:❤}
P1 	: 나두 &name1& 보고싶은거
P1 	: 잘참아볼겡 ㅠㅠㅠㅠㅠㅠㅠ
P0 	: 나두 일어났당...
P0 	: ㅠㅠㅠㅠㅠㅠㅠㅠㅠ
P0 	: 아 피곤해 미칠것같아
P0 	: 넘 졸령..
P1 	: {emoji}
P1 	: 우리 애기 피곤해서 어떻게행..
P1 	: 나두 피곤하긴하당
P1 	: 머리말리구 좀만 더자야징..
P1 	: 난 이제 출발이얌 쟈깅
P0 	: ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
P0 	: {emoji}
P0 	: 속상해,,,
P0 	: 아프지마...
P0 	: 오늘 병원가고 밥이랑 약 잘 챙겨먹구
P0 	: 집에서 푹쉬어ㅜㅜㅜㅜㅜㅜ
P1 	: 알겠오 애깅!!
P1 	: 괜차낭~
P1 	: 힝
P1 	: &name1& 보고싶었는뎅
P1 	: ㅠㅠㅠㅠㅠㅠㅠㅠ
P0 	: ㅠㅠㅠㅠㅠㅠ
P0 	: 오빠 몸이 우선이야..
P0 	: {emoji}
P0 	: 편의점 제발 사람 아무도 들어오지마라ㅜㅜ
P1 	: 우리 애기가 있어서
P1 	: 정말 든든하당{emoji:❤}
P1 	: {emoji}
P1 	: 사랑해 &name1&
P0 	: {emoji}
P0 	: 찜닭이 잘 못 됐나
P0 	: 왜 갑자기 장염 걸리지ㅜㅜㅜㅜ
P0 	: 나랑 같이 먹었는데..
P0 	: 오빠 장이랑 위가 극도로 예민해져 있나
P0 	: 힝.....
P0 	: 아 걱정돼ㅜㅜㅜㅜ 지금 일하규 있겠당..
P1 	: {emoji}
P1 	: 마쟈마쟝!!
P1 	: 편의점 도착해서
P1 	: 계산해주고 있었쒀
P1 	: 걱정 안해도됑 쟈기
P0 	: 그래도 걱정돼ㅜㅜ 잠 못자고 계속 토하고 설사하고,,
P0 	: 3시간 반만 참구..
P0 	: 빨리 병원가자
P0 	: ㅠㅠㅠㅠㅠ
P1 	: 알겠습니닷!!
P1 	: {emoji}
P1 	: 카톡 다 남겨놓을게용
P1 	: 우리 애기는 잘가구이쒀?!
P0 	: 웅..
P0 	: 좀 늦긴했는데
P0 	: 또 후다닥 준비해서 오픈해야징..
P1 	: 조심히 준비해용
P1 	: 우리 애기도 많이 피곤할텐뎅
P1 	: 흐극
P1 	: {emoji}
P1 	: 되게 많이 보고싶다 진짜
P0 	: ㅋㅋㅋㅋㅋㅋㅋ큐ㅠㅠㅠ
P0 	: 나 보고싶은 마음으로
P0 	: 빨리 나아라{emoji:❤}️
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 웅 여보~!!{emoji:❤}
P1 	: 약먹으면 금세 나아질거얌 ㅎ.ㅎ
P0 	: 웅ㅠㅠㅠㅠㅠㅠ
P0 	: 난 도착해서
P0 	: 엘베타고 올라가는둥
P0 	: 빨리와랑ㅜㅜ
P0 	: 옷 갈아입고 올겡!!!
P1 	: 웅웅!!
P1 	: 다녀와용 여보~
P1 	: 잘도착했구만 우리 애깅!
P0 	: ㅎㅎㅎ웅!!
P0 	: 옷도 다 갈아입었엉
P0 	: 근데 휴게실 불 고장났나봐
P0 	: 인커졍..
P1 	: 오잉?!!
P1 	: 그럼 엄청 어두웡..?!
P1 	: 갑자기 왜 고장났댕
P1 	: ㅠㅠㅠㅠㅠㅠㅠㅠㅠ
P1 	: 빨리 고쳐주세욧!
P0 	: ㅋㅋㅋㅋㅋㅋㅋ웅 어두운 곳에서 열심히 옷 갈아입었당ㅎㅎ
P0 	: 일하규올겡
P1 	: 알겠습니다앙
P1 	: 오늘도 화이팅이얌 쟈깅~!!!
P1 	: {emoji}
P1 	: 우리 애기 안힘들었으면 좋겠당
P1 	: ㅠㅠㅠㅠㅠㅠㅠㅠㅠ
P1 	: 뒷타임분
P1 	: 12시반쯤에 도착한댕!
P1 	: 안되겠어
P1 	: 나 &name1& 보고싶어서 죽을거같앙
P1 	: 이따가 컨디션봐서 괜찮으면
P1 	: 데리러갈랭
P1 	: 이제 퇴근해쒀!
P1 	: 바로 병원 가볼게용
P1 	: 근데 다시 멀쩡해진거 같긴행!!
P0 	: 뭐???
P0 	: 아냐
P0 	: 오지마
P0 	: 약먹고 집에 쉬어ㅠㅠㅠㅠㅠㅠ
P1 	: 이제 쉬는시간이얌??
P0 	: 웅!!
P0 	: 쉬는시간이얌
P1 	: 전화할랭
P1 	: 가능해?!
P0 	: 알게쏘
P0 	: 진찰 잘 받구
P0 	: 약 먹구
P1 	: 병원에 사람 별로 없당!
P1 	: 오옹
P1 	: 웅웅
P0 	: 집에서 누워있어!!!!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 알게쒀 여봉
P1 	: &name1& 말잘듣기로 했으니깐
P1 	: 들을겡{emoji:❤}
P1 	: 아 진쨔 보고싶당
P0 	: 나도 보구시퍼ㅜㅜㅜㅜ
P0 	: 내일 데리러 와{emoji:❤}️
P1 	: 히히
P1 	: 조아조앙!!
P1 	: {emoji}
P1 	: 나 진찰받구 나왔오
P0 	: 뭐야
P0 	: 왜케 빨랑
P0 	: 뭐라셔 장염이래?
P1 	: 웅웅
P1 	: 그래서 처방전 받구
P1 	: 이제 나왔당
P1 	: 조금 약하게 온거같앙
P0 	: 그나마 다행이당..
P0 	: {emoji}
P0 	: {emoji}
P0 	: 왜 장염이 걸린거야 갑쟈기..
P1 	: 히히..
P1 	: 그러게 말이얌
P1 	: 무슨일이쥥
P1 	: 그래두 약먹으면
P1 	: 금방 나을테니깐!
P1 	: {emoji}
P1 	: 약도 받았오
P1 	: 뭐이리 일사천리징
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 착착 잘 되구있구만~
P1 	: 나
P1 	: 다시
P1 	: 전화해도됑?!
P0 	: ㅋㅋㅋㅋㅋㅋㅋ6분 이따가 끊어야대
P0 	: 해도 대!
P1 	: 우리 애기도 4시간만 더 버티쟝!!!
P1 	: 응원하구 있을겡{emoji:❤}
P1 	: 약먹구왔엉~!
P1 	: 30분뒤에 좀 자야겠당..
P1 	: 이정도면 약 먹은거 다 내려갔겠징
P1 	: 4시 25분 알람 맞춰놓고
P1 	: 자야겠따
P1 	: 꿈에서라도 우리 &name1& 볼수있었으묜..
P1 	: 우리 애기 끝날때 다됐당!!
P1 	: 읭..?!
P1 	: 아직 안끝났낭
P0 	: 끝났어...
P0 	: 히..
P0 	: 옷 다 갈아입구 왔당..
P1 	: 헐
P1 	: 고생했넹 우리 애기
P0 	: 발바닥 터질굴같아
P1 	: ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
P1 	: 조금뒤에
P1 	: 전화할겡 쟈갸
P1 	: 완전 고생해쒀
P1 	: 조심히 가고있어용!!
P0 	: ㅌㅋㅋㅋㅋㅋ넹
P0 	: 이제 내랴가는즁
P1 	: {emoji}
P1 	: 우리 여보도 얼른 집가서 쉬엉!!
P1 	: &name1& 목소리 들으니깐
P1 	: 또 눈물 나올거같앙..
P1 	: 보고싶어..
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 나두 보고싶어ㅠㅠㅠㅠ
P0 	: 힝
P0 	: 오빠없이 집 가는건 첨이라
P0 	: 더 보고싶당..
P1 	: {emoji}
P1 	: 내가 데려다줘야하눈뎅
P1 	: {emoji}
P1 	: 속상해..
P0 	: ㅋㅋㅋㅋㅋㅋㅋ오늘 푹 쉬라고 못 오게 한거니깐
P0 	: 다 낫고
P0 	: 내일 밝게 나 맞이해줘야해!
P0 	: 그니깐 너무 속상해하지말고
P0 	: 아프지마!!!
P0 	: {emoji}
P1 	: 힝
P1 	: ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
P1 	: ㅠㅠㅠㅠㅠㅠㅠㅠㅠ
P1 	: 흐아아아아앙
P1 	: {emoji}
P1 	: {emoji}
P1 	: 고마웡
P1 	: 사랑해
P1 	: {emoji}
P1 	: {share:photo}
P1 	: 오늘은 푹쉬면서 어둠의 자식할겡..
P1 	: 계속 누워있는즁
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아주 잘 하구있넹{emoji:❤}️
P0 	: 난 이제 내려서 65번 기다리는즁
P0 	: 바로와서
P0 	: 뛰어서 탔당
P1 	: 힉
P1 	: 그래도 용케 바로왔넹!!
P1 	: 우리 애기도 집이 가까워지는구만~
P0 	: ㅋㅋㅋㅋㅋㅋㅋ넹ㅠㅠㅠ
P0 	: 휴..
P0 	: 그래도 오늘 하루 무사히 잘 마치고 왔군,,,
P0 	: 집가자마자 씻구 전화할게용
P0 	: 밥 먹기전까지 해야게따
P1 	: 조아조앙~~
P1 	: {emoji}
P1 	: 우리 애기도 개운하게 씻구왕
P1 	: 고생많았당 정말
P0 	: {emoji}
P0 	: 아 배구팡
P0 	: 오빠는 아무것도 안 먹고
P0 	: 약먹어도 괜찮은거야??
P1 	: 웅웅!!
P1 	: 식전에 먹는 약이라
P1 	: 괜춘하다해쒕
P1 	: 그래도 이따가 좀 괜찮아지면
P1 	: 계란찜에 밥 조금이라도 먹어보려궁
P0 	: 조아조앙
P0 	: 조금씩 천천히 꼭꼭 씹어먹어!
P0 	: 난 집 도착해서
P0 	: 엄마가 주스 먹으라고 해 놨길래 이거랑 귤 몇개 까먹구
P0 	: 씻으러 갈려공
P1 	: 오옹
P1 	: {emoji}
P1 	: 좋은생각입니당~
P1 	: 귤 맛있겠당!!!!
P0 	: 씻구 올게용
P1 	: 다녀오세용~
P1 	: {emoji}
P1 	: 기다리구 있을겡~
P0 	: 씻고 나왔는데 바로 밥 해놔서
P0 	: 먹구 올게용
P0 	: {emoji:❤}️
P0 	: 좀만 기다료{emoji:💗}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
