# FILE DATA
ID : MDRW2100047114
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210104
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 남성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  기타>연인
intimacy  :  5
contact_frequency  :  (거의) 매일 연락한다.

P0 	: ㅎㅎㅎ
P1 	: 우리 애기가 좋아하는거 나도
P1 	: 해보자는 생각으로 했던건뎅
P1 	: 이렇게까지 하게될줄은 몰랐넹..
P0 	: ㅋㅋㅋㅋㅋㅋㅋ마쟝
P0 	: 뿌듯하기두 한데
P0 	: 한편으론 오빠랑 같이 큐키런 하는 좋은 추억들만 떠올라서
P0 	: 혼자하면 서글퍼..힝
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아잉
P1 	: {emoji}
P1 	: 앞으로 뭐든 나랑 같이 할일만 남았는뎅 쟈기~
P1 	: {emoji}
P0 	: {emoji}
P0 	: 와 진쨔 펜트하우스 파국이얌
P0 	: 자살쇼까지 해..
P0 	: 대박,,,
P1 	: 오잉?!!
P1 	: 자살쇼라닝?!!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 드라마 시나리오 무슨일이얌 쟈깅!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ대박이얌 진짜..
P0 	: 왕 오빠
P0 	: 트름나와!
P0 	: 소화되나보당
P1 	: {emoji}
P1 	: 다행이당!!!!!!!!!!
P1 	: 속 좀 편해졌엉?!!!
P1 	: 난 애기가 사준 달고나 먹구
P1 	: 이제 양치하고오겡!
P0 	: 웅 알겠엉!!!
P0 	: 나도 펜트하우스 끝나면
P0 	: 양치하구 바로 전화할겡
P1 	: 조아용~~
P1 	: 난 양치 다하구
P1 	: 다시 누워서 애기 기다리는쥬웅 ㅎ.ㅎ
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 네엥!!!!
P0 	: 좀만 기다료 쟈깅~
P1 	: 알겠습니다앙
P1 	: 쿠키런 하구있을겡 쟈갸 ㅎ.ㅎ
P1 	: 쟈기가 사준 달고나
P1 	: 완전 맛있오
P0 	: ㅎㅎㅎ 맛있게 먹엉 쟈기
P0 	: 나 이제 끝나거
P0 	: 서
P0 	: 소화제 한번 더 먹구
P0 	: 양치하고 올겡~
P1 	: 우웅 알겠엉!!
P1 	: 이제 구럼 쿠키런 그만하구
P1 	: 웹툰 보면서 애기 기다릴래잉
P1 	: {emoji}
P0 	: 알람 다 맞춰서
P0 	: 이제 진짜 잘겡!!!!
P1 	: 알겠오 여봉~{emoji:❤}
P1 	: 잘자구 일어낭!!!!
P1 	: {emoji}
P1 	: {share:file}
P0 	: 너무너무너무 사랑해 쟈기ㅠㅠㅠㅠ 매번 사랑하는 마음이 점점 더 커져{emoji:❤}️
P0 	: 쪽{emoji:😘}
P0 	: {emoji}
P1 	: 뭉클하당 ㅠㅠㅠㅠㅠㅠ
P1 	: 고마웡 정말 나두 사랑해!
P1 	: 쮸압{emoji:😘}
	  
	  
P1 	: {emoji}
P0 	: 일어났어용~
P0 	: 준비 끝이당
P0 	: 이제 시간 맞춰서
P0 	: 옷 갈아입구 나가면 됑
P0 	: 이제 회사 가는즁~
P0 	: 뭔가 어제 아침보다 덜 추운거 같당
P0 	: !!
P0 	: 헐
P0 	: 회사간다는게
P0 	: 지금 보내졌어
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 나 도착이얌
P0 	: 엘베 타구 올라가는즁~
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 애기~~~
P1 	: 잘준비해서 갔구낭!!
P1 	: 난 일어났오
P1 	: {emoji}
P0 	: 오옹~
P0 	: 푹 자구 일어났엉??
P0 	: 히히
P0 	: 팀장님 오시자마자 말 해야게따
P0 	: 언제오셔..
P1 	: 조아조앙!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 난 잘자구 일어났징
P1 	: 애기 자리 도착이얌?!
P0 	: 웅!!
P0 	: 피씨로 하는즁
P0 	: 나두 어제보다는 잘 자고 일어났당
P1 	: 다행이당!!!!
P1 	: 진쨔 다행이얌
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋ히히
P0 	: 출근 이틀차인데
P0 	: 벌써 집가고 싶어
P0 	: 망해따
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 쟈깅
P1 	: 구냥 생각해봤는데 일도 안맞는거 같고
P1 	: 서울 가기도 그렇고
P1 	: 못하겠다해버령!!!!!
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 일단은 말 해볼겡!!
P1 	: {share:photo}
P1 	: 애기랑 꼭 같이 와야지잉{emoji:❤}
P1 	: {share:photo}
P1 	: 대박이얌!!
P1 	: 애기 꼭 데리구온당
P1 	: {share:photo}
P1 	: 왕..연어도 진쨔당..
P1 	: {share:photo}
P1 	: 새우튀김도 있엉 쟈기!!
P0 	: 할
P0 	: 미쳐써
P0 	: 대왕연어야????
P0 	: 힝
P0 	: 자기 배 터지게 먹구왕!!!!!
P0 	: {emoji}
P1 	: 살이 오동통한 연어얌! ㅎ.ㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 배터지게 먹는쥬웅
P1 	: {share:photo}
P1 	: 치킨도 이쒀
P1 	: 되게 많당 여깅
P0 	: 헐
P0 	: 가라아케!!
P0 	: 근데 지금 밥 먹고
P0 	: 물 많이 마셔서
P0 	: 배터질것같앙..
P0 	: 맛있게 먹고 있는 중이여서 나도 좋군ㅎㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 애기 또 소화 안되는건 아니징..?!
P1 	: 나듀 배터지게 잘먹었당!
P1 	: 다먹었오
P1 	: {share:photo}
P1 	: 히히
P0 	: 헉
P0 	: 몇접시를 먹은거야 쟈기
P0 	: 완전 든든하게 먹었어!!
P0 	: 잘했넹~
P0 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 잘했징!!
P1 	: 만나면 뽀뽀해주고
P1 	: 쓰담쓰담해죠~
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 알겠엉 알겠엉
P0 	: 당연히 그래야징
P0 	: ㅎㅎㅎ
P1 	: 아주 조아용~~~
P1 	: {emoji}
P1 	: 빨리 보고싶오..
P1 	: 끄아앙
P1 	: {emoji}
P1 	: {share:photo}
P1 	: 광교호수공원 걷다가
P1 	: 오리 발견해쒀!!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 오..
P0 	: 이 오리가 그
P0 	: 오빠가 안보여서 물줄기 보고 알아차린
P0 	: 그 오리인가
P0 	: ㅋㅋㅋㅋ
P0 	: 오리고기 먹쟝
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 귀여웡
P1 	: 저 오리는 누가 키우는 오리더라구
P1 	: 어떤 아이만 졸졸 따라다니더랑
P0 	: 잉??진짜?
P0 	: 오리 산책시킨거야 사람이..??
P0 	: 신기하군,,,
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 우웅 마쟝
P1 	: 완전 신기햤오
P1 	: 사람 손탄 오리라닝..
P0 	: 헐
P0 	: 오리를 애완으로 키우는 사람도 있구나,,
P0 	: 신기행
P0 	: 우리도 오리키워서 잡아 먹을까??
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 미안행 쟈기..
P1 	: 이제 오리보고
P1 	: 오리고기 생각안할겡..
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 오버워치쥬웅~
P1 	: {share:photo}
P0 	: 오
P0 	: 오버워치
P0 	: 롤보다 오버워치가 더 잼써??
P1 	: 둘다 재밌오!!
P1 	: 근뎅 오버워치는 중간에 나가기
P1 	: 쉽거등 ㅎ.ㅎ
P0 	: 그렇구만ㅎㅎㅎ
P0 	: 이제 나갈 준비 하겠당 쟈깅!
P1 	: 맞습니당!
P1 	: 이제 출발이에용~
P1 	: {share:photo}
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 나도 슬슬 퇴근 준비 해야징
P0 	: 와아 내 이름 들려 막
P0 	: &name1& 안온다고?
P0 	: 이러시넹
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 네.
P0 	: 안가요
P0 	: 히
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 예에~
P1 	: 안갑니당
P1 	: 이&name2&랑 데이트할 예정이에요!!!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ오늘 오빠 밝은 모습으로 날 안아주겠군ㅎㅎㅎ
P1 	: {emoji}
P1 	: 당연하쥥~
P1 	: 오늘 마지막날이라
P1 	: 제대로 꼬시랴구
P1 	: 신경좀 쓰고나왔징
P0 	: 뭐약
P0 	: 난 일에 찌들어서
P0 	: 엉망진창인뎅,,
P0 	: 그렇게 꾸미고
P1 	: 괜찮앙 쟈기 내 머리도
P1 	: 다망가졌오
P0 	: 초밥 먹으러 갔다구우????
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 번호 따인거 아냐?
P1 	: 집나오자마자 헝클어져서
P0 	: 아 오빠 넘 잘생겨서 안돼
P1 	: 괜차낭 ㅎ.ㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 귀여웡 ㅎ.ㅎ
P0 	: 안된다 내꺼다 &name2&
P0 	: 쓰읍
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 행복해 ㅠㅠㅠㅠㅠㅠㅠ
P1 	: 더 사랑해죠
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 알게썽!!!!!
P0 	: 인누와
P1 	: 달려가구있어용~~
P1 	: {emoji}
P0 	: 예에~~~
P0 	: 58분 부터
P0 	: 나갈준비해야징
P1 	: 3분 남아따!!!!!
P1 	: 예에~~~
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 이제 2분이얌!
P0 	: 예에~~~
P1 	: 쟈기쟈기
P1 	: 빨리 달려와앙
P1 	: {emoji}
P1 	: {share:photo}
P1 	: 가구있오
P0 	: ㅋㅋㅋㅋㅋㅋ알겠습니당
P0 	: 예~~
P0 	: 나갈준비 해야징
P1 	: 어제 서있던곳에서
P1 	: 또 기다리구 있을겡!!
P0 	: 웅!!
P0 	: 간당!!!!
P0 	: 엘베 기다리는즁
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아 웃경
P0 	: 이따 오빠 만나서
P1 	: 웅??
P0 	: 얘기해야징
P1 	: 구랭~
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 나 도찯이얌
P1 	: 히히
P1 	: 오늘은 우리 애기
P1 	: 꼭 찾아낸당
P1 	: 아 근뎅 너무 어두웡
P0 	: ㅋㅋㅋㅋㅋㅋㅋ조아!
P0 	: 이번엔 평범하게
P0 	: 걸어간당
P1 	: 안대!!!
P1 	: {emoji}
P1 	: 달려와서 안겨!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 와 그냥 일반 엘베 탔더니만
P0 	: 한층마다 서..
P0 	: 환장한당...
P1 	: 힝..
P0 	: 아직도 19층얌
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: {emoji}
P1 	: {emoji}
P1 	: {emoji}
P1 	: 빨리 보고싶오..
P0 	: 13층..!!!
P1 	: 저 엘리베이터인감
P1 	: 내려온당
P1 	: 4분뒤에 버스온댕~
P1 	: 우리 애기 푹 쉬엉!
P1 	: 뽀뽀 막해줄때 완전 귀여웠당 ㅎ.ㅎ
P0 	: 웅!!!! 빨리 와서 다행얌
P0 	: 오늘도 와줘서 너무 고마웡
P0 	: 사랑해 쟈깅!!{emoji:❤}️
P0 	: {emoji}
P1 	: 히히
P1 	: 나두 사랑해~~
P1 	: 잠깐이지만 봐서 너무 좋았오
P1 	: {emoji}
P1 	: 이제 버스탔당!
P0 	: 잘했단!
P0 	: 난 다 먹구
P0 	: 응아즁
P0 	: ㅎㅎㅎㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 완전 빨리 먹었눈뎅?!!!
P1 	: 조아조앙
P1 	: 난 아직 영통이얌
P1 	: 왕 사람 완전 많앙
P0 	: 헐 진쨔??
P0 	: 퇴근시간이여서
P0 	: 더 그런가부다..
P0 	: ㅠㅠㅠ
P0 	: 난 이제 씻고 올겡 쟈기!
P1 	: 마쟝..
P1 	: 힝
P1 	: 잘씻구오세요옹~
P1 	: {emoji}
P1 	: 개운하게 씻구와랏!
P1 	: 이제 버스 내립니당!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: {emoji}
P0 	: 엄마가 생강차 마시라해서
P0 	: 마실려구용
P0 	: 오늘 오빠 고스톱 치낭?!
P1 	: 따뜻하게 잘마셨넹~
P1 	: 이제 집도착이당
P1 	: 으움 아마 안칠거같운뎅
P1 	: 왜용?!
P0 	: 그냥 궁금해서 물어봐썽!
P0 	: 이제 씻고오겠당!
P0 	: 난 팩할랭
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 정답입니당~
P1 	: 이제 샤워하구올게용!
P1 	: 팩 잘하구이쒀 애깅~
P1 	: {emoji}
P0 	: 알겠옹 쟈기!!
P0 	: 아 맘 편행
P0 	: 편{emoji:—}안
P0 	: ㅎㅎㅎㅎㅎㅎㅎ
P0 	: 이십대 중반되니깐
P0 	: 진짜 피부가
P0 	: 늙는게 느껴져...
P0 	: 진짜 관리 빡세게 해야겠오ㅠ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아주 조앙~~
P1 	: 우리 애기 피부가 왜!!
P1 	: 아주 그냥
P1 	: 우리 애기 볼에 뽀뽀하고 싶어가지구 난리였는뎅
P1 	: {emoji}
P1 	: 다씻구와따~
P0 	: 피부가 푸석푸석하구
P0 	: 막 팔자주름도 생겨,,,
P0 	: 구래서 내일도 할꺼야!!!!
P0 	: 요즘 귀찮아서
P0 	: 스킨팩도 안 하고 그랬더니
P0 	: 엉망이군
P0 	: 다시 들어간당
P1 	: 힛
P1 	: 힉
P1 	: 안대애애ㅐ
P1 	: 가뜩이나 지금도 &name1& 너무 예뻐서
P1 	: 눈부신뎅
P1 	: 더 예뻐진다구?!!
P1 	: 이런..
P1 	: 선글라스를 사야하는건감..
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ선글라스 사면
P0 	: 내가 오빠 얼굴 못봐서
P0 	: 안돼ㅠㅠㅠㅠㅠㅠ
P0 	: {emoji}
P0 	: 살도 뺀당
P0 	: 딱기다려 쟈기.
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: (이모티콘)
P1 	: 쟈기쟈기 순서가 잘못됐자낭
P1 	: 살이 쪄야 뺄게 있지!!!
P1 	: 나랑 맛있는거 많이 먹으러 다녀야한다구우
P1 	: 힝
P1 	: 애기랑 또 슬슬 정통집 갈때도 됐는뎅..
P0 	: 헐
P0 	: 마자
P0 	: 정통집가자.
P0 	: 정통집!!!!!!!!!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 귀여웡 ㅠㅠㅠㅠㅠ
P1 	: 왕 진짜
P1 	: 미쳤어
P1 	: 너무 보고싶은뎅..
P1 	: 언제갈까 우리 애깅~??
P1 	: {emoji}
P1 	: 또 볶음밥까지 먹고싶당!
P0 	: 그니깐!!!!!!!!
P0 	: 언제가지잉
P0 	: 하 근데 이제 진쨔 공부해야대 댜기
P0 	: 맨날 놀순없당..
P1 	: 그건 마쟝..
P1 	: 흑...
P1 	: {emoji}
P1 	: 왜 맨날 놀순 없는걸깡..
P1 	: 공부데이트라도 하면서 우리 애기
P1 	: 매일 보고싶은뎅..
P1 	: {emoji}
P0 	: 카페 문 닫아서... 공부데이트도 못행
P0 	: 힝
P0 	: 와 근데 오빠랑 공부 데이트하면
P0 	: 재밌겠당ㅎㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 마쟝!!
P1 	: 공부할때 의욕도 더 생길거같앙
P1 	: 혼자하면 아..하기싫다..
P1 	: 이럴거같은뎅 ㅎ.ㅎ
P1 	: 늦었지만 지금이라두
P1 	: 저녁 먹어야겠징..?!
P0 	: 헐
P0 	: 자기 저녁 안먹었지
P0 	: 잊고있었어
P0 	: 그래두 저녁은 먹어야하니깐
P0 	: 간단하게라도 먹구와용
P0 	: !!!!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 알겠습니다앙
P1 	: 우리 애기 걱정할거 같아서
P1 	: 저녁먹고 오겠다구 했던건뎅
P1 	: 까먹고있었구만!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 나 거실 나왔는뎅
P1 	: 볶음밥 해놓구 아무도 없당
P1 	: 오옹..
P1 	: 애기 얼른왕
P1 	: 짜파게티에 군만두 해줄겡
P0 	: 헐
P0 	: 뭐야
P0 	: 왜 지금말해 쟈기!!!!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 다 어디가셨뎅?
P1 	: 나 씻구나오니깐
P1 	: 없옹
P0 	: &name3&는 어딨오
P0 	: 헐랭
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: &name3&는 학원가있었낭
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 으움
P1 	: 볶음밥만 먹기는 아쉬웡
P1 	: 물만두 해먹을래잉
P0 	: 오~~~~
P0 	: 먹을줄 아는구만
P0 	: 난 블로그쓸랭
P0 	: ㅎㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 앗
P1 	: 기대즁이당
P1 	: 두근두근
P1 	: 난 다해서 이제 먹구올겡{emoji:❤}
P0 	: 웅!!
P0 	: 맛있게 먹구와용
P0 	: 펜트하우스 하기 전에
P0 	: 블로그 다 써야게따
P1 	: {emoji}
P1 	: 오늘도 &name1&가 올리면
P1 	: 아껴서 볼래잉
P1 	: 나 다먹구와쒀~
P1 	: 미숫가루도 마시구 와야게따
P1 	: ㅎ.ㅎ
P0 	: 할 미숫가루도 이써?
P0 	: 건강하게 잘 챙겨먹넹~
P0 	: 올리면 바로 말해줄겡 쟈기!
P1 	: 당연히 건강하게 먹어야징~
P1 	: 누구랑 결혼할 몸인뎅 ㅎ.ㅎ
P1 	: 조아조앙~
P1 	: 난 애기 드라마 끝날때까지
P1 	: 롤하면서 기다릴랭!!
P0 	: ㅋㅋㅋㅋㅋㅋ오~
P0 	: 이제 오버워치가 아니라
P0 	: 롤인강
P0 	: 알게쒕
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 넹~~
P1 	: {emoji}
P1 	: 우리 애기는 글쓰는즁이얌~?!
P0 	: ㅋㅋㅋㅋㅋ아니 집중해서 쓰구있는데
P0 	: 언니가 옆에서
P0 	: 계속 말걸고
P0 	: 나 만지작거려서 지체되는즁
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 안대!!!
P1 	: &name1& 나만 만지작 거릴수이쒀..!!
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 마장!!
P0 	: 내일 만지작 거릴 수 있게 해줄겡
P0 	: 블로그 거의 다 썼당
P0 	: 펜트하우스 보면서 마무리해야징ㅎㅎ
P0 	: 헐 펜트하우스 한다!!!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 머야머야
P1 	: 곧 시작하는거 모르고 있었오?!
P1 	: 바로 보러 갔겠구만~
P1 	: 주물주물
P1 	: 쮸얍
P1 	: {emoji}
P0 	: 보고있는즁ㅎㅎ
P0 	: 이제 블로그 다 썼으니깐
P0 	: 펜트하우스 집중해서 볼랭
P1 	: 오옹
P1 	: 대박!!!
P1 	: 고생했당 우리 애깅~
P1 	: 잘보구와용 ㅎ.ㅎ
P0 	: 오ㅓ 진쨔
P0 	: 이거 어떻게 끝마치려구
P0 	: 이렇게 잔뜩 벌려놓은거징..
P0 	: 대박
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 시즌 3까지 가기위한
P1 	: 큰그림인가봥 쟈기!
P1 	: 쟈기쟈기
P1 	: 블로그 다읽었오
P1 	: 너무 재밌구 행복해서
P1 	: 3번읽었당
P1 	: {share:photo}
P1 	: 평생 옆에서 해줄겡 쟈기{emoji:❤}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 재미썽??ㅎㅎㅎㅎ
P0 	: 블로그 쓰는거 나두 재밌옹
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 우웅 완전 재밌당
P1 	: 히히
P1 	: {emoji}
P1 	: 난 이판 끝나면 이제 컴터 끌랭
P0 	: 구래구랭!!
P0 	: 난 아직 펜트하우스 보는즁~
P0 	: 끝나구 양치하고 전화할겡
P1 	: 알겠습니다앙
P1 	: 나두 양치해야대!!
P1 	: 치카치카
P1 	: 에잉
P1 	: 화장실에 누구있당
P1 	: 이따가 해야게쒀
P0 	: ㅋㅋㅋㅋㅋㅋ 난 끝나서 양치즁
P0 	: 내가 먼저 눕겠군
P0 	: ㅎㅎ
P1 	: 꾸엥
P1 	: &name1&보다 늦게하겠따..
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ난 침대당
P0 	: 기다리구 있을게욘
P1 	: 알겠습니당~~
P1 	: 난 이제 양치하구올겡!!
P0 	: 웅!!
P0 	: 알겠오~
	  
	  
P0 	: 쟈기 진짜 너무 사랑하고 항상 고마워 잘자{emoji:❤}️ 아침에 봅시다앙
P0 	: {emoji}
P1 	: 물마시구왔당!!
P1 	: 우리 쟈기도 너무 사랑하고 날 예뻐해줘서 정말 고마웡 ㅎ.ㅎ
P1 	: {share:file}
P1 	: 사랑해~좋은꿈꿔{emoji:❤}
P1 	: {emoji}
P1 	: 우앙
P1 	: 저절로 지금 눈떠졌오!!
P1 	: {emoji}
P0 	: 웅!!!!
P0 	: 나도 일어났옹
P0 	: ㅎㅎㅎㅎ
P0 	: {emoji}
P0 	: 그래두 11시는 안 지났당
P0 	: 나 꿈에서 오빠랑 싸우는 꿈 꿨엉
P1 	: 오옹 우리 애기도 일어났군!!
P1 	: (이모티콘)
P1 	: 무슨내용이여쒀?!
P1 	: 우리가 싸우다닝!
P1 	: 난 일어나서 지금까지
P1 	: 쿠키런했오..
P1 	: 후딱밥먹구 준비해야징
P1 	: 오옹
P1 	: 맛살 계란 묻혀서 해먹기로 해가지구
P1 	: 밥 이따가 먹을래잉
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ맛있게먹을 준비하는균
P0 	: 아니 막..
P0 	: 이따 만나서 얘기해줄랭,,
P0 	: 푹 자니깐 쌍꺼풀 다시 돌아와따
P1 	: 융?!
P0 	: ㅎㅎ
P1 	: 왜 이따가얌!!!
P1 	: 지금 궁금하단말얌!!!!
P1 	: {emoji}
P0 	: 응아나 열심히 해 댜기!!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 휴우
P1 	: 애기 응원에 힘입어서
P1 	: 열심히 하구와쒀~
P1 	: 이제 씻고올겡!
P0 	: 웅!!!
P0 	: 나도 밥 먹을랭
P0 	: 언니 좀 있음 와서
P0 	: 언니오몀 밥 먹을랭
P0 	: 라면에 김밥 목는데용
P1 	: 오옹
P1 	: 알겠습니다앙~
P1 	: 든든하게 먹구왕!
P1 	: 난 다씻구와따
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ응아하구 잘 씻구왔넹~
P0 	: {share:photo}
P0 	: 이거봨ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅌㅌ
P0 	: 겁나웃겨ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 이정도면 셜록홈즈 아니얌..?!
P1 	: 저걸 어떻게 관찰한거징..?!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 근거가 더 웃기넹
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ진짜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아
P0 	: 미쳤나방ㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 저걸 찾아낸게 진짜 웃기당
P0 	: 쌍꺼풀 또 사라져따..
P0 	: 미치겠넹,,,,
