# FILE DATA
ID : MDRW2100001597
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20191110
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 30대
occupation : 전문가 및 관련 종사자
sex : 남성
birthplace : 경남
principal_residence : 해외/기타
current_residence : 경기
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

id : 2
age : 30대
occupation : 가정 주부
sex : 여성
birthplace : 충북
principal_residence : 충북
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  가족>부부
intimacy  :  5
contact_frequency  :  (거의) 매일 연락한다.

P0 	: 번개치고 으스스
P1 	: 저녁땜에?
P0 	: 응
P1 	: 같이 먹자고 하셔?
P1 	: 아님 그냥 우리?
P0 	: 나 1층에서 먹을까
P0 	: 해서
P1 	: 응 먹어요
P0 	: 여보 더 있을 거면 맛있는 거 사먹고 오고
P1 	: &name3&는?
P0 	: &name3& 방금 깨서 같이 내려왔어
P1 	: 응 아버님도 오셨어?
P0 	: 응응
P1 	: 밑에서 같이 먹어
P1 	: 난 좀 더 이따 갈게
P0 	: 그래용
P0 	: 즐기다 왕
P1 	: 응 곰워
P0 	: 여보 계속 같은 카페야?
P1 	: 아니
P0 	: 아앙
P0 	: 밥은 먹엇ㄱ어?
P1 	: 응
P1 	: 곧 갈거야
P0 	: 응응
P0 	: 올 땐 안전운전~
P1 	: 응
P1 	: &name3&는?
P0 	: 응 잘 놀고 있엉
P1 	: 응
P0 	: 올 때 멠나
P0 	: 메로나
P0 	: 말고
P0 	: 갈색 물병
P1 	: ㅇㅋ
P0 	: 여보 싸바?
P1 	: 응 이케아 가고 있어 거의 다 왔어
P1 	: &name3& 미술용품 좀 사려고
P0 	: ㅋㅋㅋㅋㅋㅋㅋ그랭
P0 	: 멀리갔넹
P0 	: 거기서 밥도 먹는 건가?
P1 	: 엉 지금 밥 계산하려고
P0 	: 응응 ㅋ 맛나게 묵장
P1 	: 집에 가
P0 	: 응응 안전운전!
P0 	: 난 퇴근해요
P0 	: 퀴즈 풀어야되는데 나를 깨워주세오...
	  
	  못 깨우더라도 &name3& 빨래 돌렸으니 꼭 널어주세요...
	  
	  얼른 조심히 집에 오시구려 임자
P0 	: 가운을 빠는 게 목적이었는데 멍청하게 가운만 빼고 돌렸다 ㅜㅜ
P1 	: {system:call}
P1 	: {system:call}
P0 	: 퇴근했어요
P0 	: &name3& 분유 다 먹은 거야?
P1 	: 응
P1 	: 킨더밀쉬 쥬
P1 	: 근데 아까 먹었다며
P0 	: 응 막 더 달래서
P0 	: 폰 진동 오니까 얘가 내 호주머니에서 꺼낸다
P1 	: ㅋㅋㅋ
P0 	: 기어코ㅜ혼자 방문 손잡이 위로 올려서 혼자 나감
P1 	: ㅠㅠ
P1 	: 엄마찾나
P0 	: 여보 싸바해요?
P1 	: 응
P0 	: 밥은 먹었어?
P0 	: 외출은 해봤나용
P1 	: 응 아까 점심 머꼬 바로 나짬 자고
P1 	: 좀아까 일어났어
P0 	: 아앙
P1 	: 한시간동안 미친듯이 만들었네
P1 	: {share:photo}
P1 	: 미트볼
P0 	: 우와
P1 	: 6개월치를 만든거 같애
P0 	: 헐
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 고기 갈고 야채 갈고 반죽하고 익히고
P1 	: 막 뛰어다니면서 했는데 &name3&가 배고파해서 일단 김이랑 밥이랑 줬는데
P1 	: 나중에 고기랑 밥 더 먹었어
P1 	: 맛있나봐 고기 잘먹음
P1 	: 고기랑 야채랑 섞은거라 저것만 먹어도 될거 같고...
P1 	: 냉동해놓고 두고두고 먹어야지
P1 	: 여보도 먹일거 없을 때 꺼내서 돌려먹어
P1 	: 에프에 돌리니까 맛있네
P1 	: 우리도 먹고 &name3&도 먹고
P0 	: 응응
P0 	: {emoji}
P0 	: 퇴근해요
P0 	: 여보 싸바해요? 어머님 오셨나
P1 	: 아직
P0 	: 아앙
P0 	: 잠은 잘 잤어? 
P1 	: 잘자긴 했는데
P1 	: 엄마 오면 좀 더 자려고 기대하고 있었는데
P1 	: 생각보다 엄마가 늦게 와서 잠이 다 깼으나
P1 	: 그래두 일단 잠깐 눈 좀 부치게
P1 	: 잠이 잘 안깬다
P0 	: &name3&랑?
P1 	: 아니 나 혼자
P1 	: &name3&는 엄마랑 놀아
P0 	: 아 오셨구나
P0 	: 그래용 쉬어요 여봉
P1 	: 응 잠깐만 쉬고 정리해야지
P0 	: 응 ^^ 
P0 	: 여보 나 야근 조금 해야할 수도 있어요
P1 	: ㅠㅜ 응
P1 	: {system:call}
P1 	: {system:call}
P0 	: Xu퇴근해요
P0 	: 조오금 느저따
P1 	: 초음파 대기하고 있어
P0 	: 어디야?
P0 	: &name3&깸
P1 	: 초음파 끝났어
P1 	: 어디에 있어?
P1 	: 점점 눈이 흐려진다
P1 	: 여보 어디야?
P0 	: 에구 여보야 사랑해
P1 	: ㅋㅋㅋㅋ
P1 	: 가방에 이어폰 좀 갖다줘
P1 	: 멀리있지 않다면..
P0 	: 여보
P1 	: 엉
P0 	: 클로바로 뽀로로 노래 같은 거 좀 틀어봐
P0 	: 밑에서 들리나 보게
P1 	: 뭘 밑에까지
P1 	: 크게?
P0 	: 음 조금 크게?
P1 	: 평소처럼?
P0 	: 응
P1 	: 지금이 평소인데
P0 	: 옹 하나도 안 들린0
P1 	: 최대
P0 	: 계단 통해서만 들리네
P0 	: ㅇㅋㅇㅋ 땡큐
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: {emoji}
P0 	: {emoji}
P0 	: {share:photo}
P0 	: {share:video}
P0 	: 텐트
P0 	: 열어줘용
P0 	: 여보 김치 좀 갖고와요
P0 	: 여기 너무 심함
P1 	: 뭐가 심해
P0 	: 오래됏ㅎ어
P1 	:   안오는겨?
P1 	: 여보
P0 	: 응 여보양
P0 	: 싸바해요?
P0 	: 아침에 &name3& 깬 거 들었는데 ㅜ
P1 	: 응 여보 밖에 있는거 같아서 안나가고
P1 	: 뽀로로 보여줌
P1 	: 졸려하는데 안자고 놀다가 아까 잠들었어
P0 	: 응 고마워 ㅜ
P0 	: 아앙
P1 	: 늦게 자서 아마 졸렸을거야
P0 	: 그니까
P1 	: 나 오늘 카드값
P1 	: 13만원 정도 나왔는데 내가 냈어
P1 	: 그리그 나 카뱅 계좌 하나 더 만들어서 체크카드 신청했어
P1 	: 그걸로 생활비 쓰려고
P1 	: 거기에 여보가 이체해줘
P1 	: 카드 오면
P0 	: 아앙
P0 	: 이마트 포인트는 포기?
P1 	: 아니
P1 	: 아예 다 그걸로 쓸 수는 없고
P0 	: 응응
P1 	: 조금씩 옮겨가려고
P1 	: 체크카드로
P1 	: 할부를 하지 말구
P1 	: 11월에 할부로 65만원을 냈어
P1 	: 이것만 없어도 소비가 글케 크지 않네
P0 	: 응응
P0 	: 체크랑 신용 적절히 잘 쓰자
P1 	: 응
P1 	: 내가 적금 359000원 했음
P1 	: 여보는 224000원
P1 	: 그래두 둘이 합쳐 거의 60만원!
P1 	: 나 잘했징ㅋ
P0 	: {emoji}
P0 	: 멋지당
P0 	: 집사겠네
P0 	: ㅋㅋㅋㅋ
P1 	: ㅋㅋㅋ
P1 	: 집사야지
P0 	: 응응 ㅋㅋ
P1 	: {system:call}
P1 	: {system:call}
P0 	: 이제 퇴근해요 ㅠ
P1 	: ㅠ
P1 	: 마트에서 집에 가는 중
P1 	: 집에 왔어 &name3&는 자
P1 	: 차에서 2층까지 안고 오는데
P1 	: 허리 터지는줄 ㅠ
P1 	: 차 앞좌석에 장본거 있어 가져와요
P0 	: 응 ㅠ
P0 	: 옆방에서 개소리 엄청 나
P1 	: 그니까
P1 	: &name5&이 불쌍
P1 	: 쟤 저래서 여기로 이사온거 분명해
P0 	: ㅇㅇㅇ
P1 	: 옆집사람들도 귀가 너무 아프니까 내놓는듯
P0 	: &name8&이가 귀여울정도다
P1 	: 저건 치료받아야 하는데..
P1 	: 애가 너무 불쌍
P1 	: 어떻게 키웠길래 저런 정신병이 생겼어 ㅠ
P0 	: 에휴
P1 	: 우리&name4& 넘나 착해
P0 	: 응 천사다
P1 	: 눈 많이 온다
P0 	: 오옹
P0 	: 카톡창에도 눈오네
P0 	: 잘 잤어요?
P0 	: &name3&가 깊이 못 자나
P1 	: 응
P1 	: 그래드 늦게 일어났어
P1 	: 10시 넘어서
P0 	: 아앙
P0 	: 새벽에도 울어서 
P0 	: 또 금방 깨려나 싶었는데
P1 	: 뭐가 글케 힘들었을까
P1 	: ㅠ
P0 	: 그니까 ㅠㅠ
P0 	: 응가도 잘 했고 
P0 	: 이가 아픈가
P0 	: 어금니 위아래 다 나니까 더 아픈가
P0 	: 손도 계속 빨고
P1 	: 책 좀 읽어봐야지
P0 	: 여보 밥은 먹었엉? 
P1 	: 샌드위치
P0 	: 아앙 ㅋ
P0 	: &name3&는 별일 없어? 
P0 	: 눈 보여줬나 ㅋㅋ
P1 	: 응
P0 	: 눈 좀 맞아줘야 되는데
P0 	: 요즘엔 눈도 먹으면 안되고 
P1 	: 뽀로로펜 건전지 바꿔야하는데
P1 	: 엄청 작은 드라이버가 어딨지?
P0 	: 일반 십자 드라이버의 끝부분으로 해봐용
P0 	: 엄청 작은 거면 그 빨간색?
P0 	: 서랍 저번에 옮겼던 거 같은데 바로 윗칸이었나
P1 	: 바꿨어
P1 	: 가스비 22만원 나왔네
P1 	: 상품권 없었으면...
P0 	: {emoji}
P1 	: 이번달 장은 상품권으로 본다
P0 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 여보 회사에 고마워지는구먼
P0 	: 더 열심히 따왔어야 했는데 
P1 	: 겨울내내 몇달동안 이렇게 나올거 생각하면
P1 	: 다른데서 줄여야해
P0 	: 그치 ㅠ
P1 	: {share:photo}
P1 	: 그냥 모니터에서 보여줌...
P1 	: 높아서 만지지는 못하네
P1 	: 자꾸 책상으로 가지만
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 보여달라고 ? 떼썼어 
P1 	: 응 폰 자꾸 달라고
P1 	: 뽀뽀 한번만 이러면서
P0 	: 에구 ㅋ 
P0 	: 함봄맘~
P1 	: 칼토ㅣ 할건가
P0 	: 거의 ? 
P1 	: 응 조심히 와 눈와서 미끄러우니까
P0 	: 응응
P0 	: 소방차 앰뷸런스 울리고 난리다
P0 	: 사고 많이 날 듯
P1 	: ㅠ 조심해
P1 	: 천천하
P0 	: 응응
P0 	: 퇴근
P0 	: ㅇ
P0 	: 카톡도 안되네
P1 	: 응?
P0 	: 아냥
P1 	: 어디쯤이야?
P0 	: 아까 인터넷이 안돼서 산책 어플 때문인가 싶어서
P0 	: 어플을 봐봥
P1 	: &name3& 목욕하고 자야할득
P0 	: 아앙 얼른 갈게
P1 	: 실시간으로 되는진 모르겠어
P0 	: 비도 오기 시작한다
P1 	: 어디야? 내가 시작할까
P1 	: 아님 좀 기다려?
P0 	: 10분
P1 	: 응
P1 	: 여보
P1 	: 혹시 단호박 버렸어?
P0 	: 응
P0 	: 설마
P0 	: 안되는거였어?
P1 	: 썩은거 같아서 버린거야
P1 	: 지?
P0 	: 응
P1 	: 계속 해야지 해야지 생각하고 오늘 해야지 했는데
P0 	: 아하 ㅋㅋㅋ
P1 	: 이미 사라진 후구나 ㅋㅋ
P1 	: ㅠㅜ
P1 	: 반성해야지
P0 	: ㅋㅋㅋㅋㅋ
P0 	: 아긍
P0 	: 다른 거 먹자
P0 	: 너무 썩었었어
P1 	: 아하
P1 	: &name3& 뽀로로 보는데
P1 	: 의자에 앉아서 정자세로 보네 집중해서
P1 	: 30분 동안...
P1 	: 진짜 나도 편하긴 하다 ㅠㅜ
P0 	: 응 ㅋㅋㅋ
P1 	: 어떻게 끊어야할지..
P1 	: 아침엔 혼자 여보 의자에 올라가서 앉아있더라
P1 	: 나를 부르길래 가보니까..
P1 	: 이젠 거기도 잘 올라가
P1 	: 근데 혼자 내려오다 꽈당
P0 	: 헐 ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 어느새
P1 	: 치워야할득
P1 	: 너무 높기도 하고
P1 	: 돌아가서
P0 	: {emoji}
P1 	: ㅋㅋㅋ
P0 	: 안돼 버리지마 ㅠ
P0 	: 이제 좀 정리하면서 자리 좀 누리려고 했더니
P1 	: 버리는게 아니라
P1 	: 잠깐동안 치우자는거
P1 	: 그럼 &name3& 있을 낮엔 구석으로 치울게
P0 	: 아앙 응ㅇ응
P0 	: 헤헷
P0 	: 퇴근해요
P1 	: 나 오산 이마트에서 지금 집에 가
P0 	: 응응 안전운전!
P0 	: {share:photo}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 귀욤
P1 	: 내다리 길지?
P1 	: 영차
P0 	: 영차
P1 	: 프사뭐얔ㅋ
P1 	: 바로 바꿨어
P0 	: 응 프사각이었어
P1 	: ㅋㅋㅋㅋㅋㅋ
P0 	: &name3&가 빗으로 내 머리 세게 ㅊ쳐서 아야으아아아아 하고 있는데 입에다 빗을 쑤셔넣음
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 안방 문이 열려있어 올라올 때 조용히
P1 	: ㅇㅋ
P1 	: &name3& 자?
P0 	: {share:photo}
P0 	: {share:video}
P1 	: &name3&가 아직도 자고 있어
P1 	: 난 방금 일어났고
P0 	: 어제 많이 늦게 잤어?
P0 	: 우유도 또 먹은 거 같네 ㅠ
P1 	: 12시반 정도
P0 	: ㅠㅠㅠ
P1 	: 먹고 바로 잤어
P1 	: 배고팠나봐
P0 	: 아앙 ㅠ
P1 	: 아침에 일어났는데 어느새 다시 옆에서 자고있네?
P1 	: 엄마 배려해준건가
P0 	: 아 깼었구나
P0 	: 귀여워
P1 	: 사모님이 12시반에 오신다고 카톡을 보내놓으셨네
P0 	: 아앙
P1 	: 꿈에서 토요일에 &name10& 결혼식인지 돌잔치인지 모를 중요한 스케쥴을 못갔어
P1 	: 여보가 안깨워서
P0 	: ;;ㅋㅋㅋㅋ
P0 	: 나 원망했어?ㅋㅋㅋ
P1 	: &name3& 있는데 엄청 소리지르고
P1 	: 욕하고 난리침
P0 	: 헐
P0 	: 왜 안 깨웠냐고 그정도까지?
P1 	: 응
P0 	: ㅠㅠ
P0 	: 평소에 혹시 잘 안 깨워서 화난 일 있었어?
P1 	: ㅋㅋㅋ 아니
P0 	: 그럼 다행이야 
P1 	: 중요한 약속을 깼다는 생각에 폭발한듯
P0 	: ㅠㅠㅠ
P1 	: 꿈에서조차
P1 	: ㅠㅜ 내가 일어나야하는데
P0 	: ㅠㅠㅠㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ그렇네!!
P1 	: 여보한테 불똥
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 근데 여보는 일어나있었는데 날 안깨움!!!
P1 	: 그게 문제
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ뭐얔ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: &name3& 일어났다
P0 	: 응 ㅋㅋㅋㅋ 
P1 	: 카드 온대서 긴장타고 기다리고 있어
P0 	: 응 ㅋㅋ 
P0 	: 화이팅 
P1 	: {share:photo}
P1 	: 체크카드가 생겼다
P0 	: 오오
P0 	: 12월 남은 기간 체크카드를 열심히 써서 세제혜택을 조금이라도 더 누려보자 
P1 	: 체크카드가 더 혜택이 많은거지...?
P0 	: 응 
P1 	: 오키
P0 	: 신용이랑 체크랑 적절한 비율로 잘 쓰는 게 최곤데 
P0 	: 너무 복잡하고 
P0 	: 암튼 우리 입장에선 체크 조금 더 쓰는 게 좋긴 해 당장은 
P0 	: 저거 은행은 어디야 
P0 	: 아 카뱅
P0 	: 카뱅 계좌번호 뭐야? 
P1 	: 응 혜택이 좋대
P1 	: &card-num& 카카오뱅크
P0 	: 이걸로 5일은 버티겠지 ? 
P1 	: 요즘 하루에 5만원 쓰는데
P1 	: 상품권으로 막는중
P1 	: 장보러 안가면 될텐데
P1 	: 버텨봐야지뭐
P0 	: 응응 
P1 	: 사모님이랑 돈까스클럽 가서 밥먹고 커피 사서 집에 왔어
P0 	: 옹
P0 	: 사모님이랑 같이 집에 왔다고 ? 
P1 	: 응
P1 	: 카페에 &name3&데리고 갈 자신이 없...
P1 	: 식당에서도 뽀로로 보여줌 막판에
P0 	: 응 잘했어 
P0 	: 식당에서 난리피웠나? 
P1 	: 아니 밥 다먹고 나서
P1 	: 이제 더이상 할게 없으니까 일어나려고 해서
P0 	: 아앙
P1 	: 가셨어 아까
P1 	: 4시 전에 나가셔야지 애들 데릴러
P1 	: &name3&랑 엄청 잘 놀아주심
P1 	: 나랑 다른 텐션으로
P0 	: 옹 ㅋㅋ 
P0 	: 어땠는지 궁금하네 ㅋ
P0 	: 어머님 아버님 오시나?
P1 	: 엄마는 바빠서 못오구 아빠만 오신대
P1 	: &name3&는 졸린데 계속 버티다가
P1 	: 가시니까 잠ㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 다행이다 그래도 자서
P1 	: 응ㅋ
P1 	: 아빠 김치만 주시고 바로 가심..
P0 	: 허얼..
P0 	: 화장실도 안 가시고?
P1 	: 화장실 한번 가시구 자는 &name3& 한번 보시구
P0 	: 아 &name3&가 자는구나 맞다
P0 	: 퇴근했어요
P0 	: 우는 아이 달래는 묘약?..스마트폰 중독으로 만든걸까[5분 다큐] - {share:url}
P0 	: 진짜 고민된다 매번
P1 	: 여보 설거지 안하고 가도 되니까 신경쓰지마~ 내가 낮에 할게
P0 	: 여보 미안해 고마웡
P0 	: 잘잤어?
P1 	: 응
P1 	: 오늘도 늦게 일어난 모자
P0 	: ㅋㅋㅋ언제일어낫ㅎ는데
P1 	: 12시
P0 	: 응 ㅋㅋ 잘했네
P1 	: 하 영상 안보여주려니까
P1 	: 내가 쉼없이 놀아줘야해
P1 	: 뽀로로 코 자러 갔다고 하고
P1 	: 다 치웠어 안보이개
P0 	: 응응 밖에 좀 나가면 좋을 텐데 
P0 	: 오늘 으으음청 춥고 
P0 	: 꽁꽁 싸입고 마당에라도 나가면 안되려나 
P0 	: 암튼 여보가 젤 힘들지 
P1 	: 나두 나가려고 했는데
P1 	: 지인짜 너무 추워서 안돼
P1 	: 후....
P1 	: 진짜... 너무 힘들다
P1 	: 폰 컴터 다 안보여주고 놀았어
P0 	: 와
P0 	: 리스펙
P1 	: 낮잠 드럽게 안자려고 하다가 좀전에 잠들었어
P1 	: 지금 안자면 7시에 잘거 같아서
P0 	: 에구 
P1 	: 진짜.. 소리지를뻔
P0 	: 늦게 일어나서 낮잠 자기도 더 힘들었겠네
P1 	: 속으로 소리 질렀네
P0 	: ㅠㅠ 졸린데 돌아다녀서?
P1 	: 그래도 거의 6시간이 되어가는데
P1 	: 졸린데 안자려고 버텨서
P1 	: 앞으로 여보도 &name3& 앞에서 폰 꺼내지마
P1 	: 사진도 카메라로 찍었어
P1 	: 어머님 아버님도 예외없어
P1 	: 주양육자인 내가 하자는대로 해아해
P1 	: &name3& 별로 찾지도 않고 까먹고 장난감이랑 책으로 잘놀았어
P0 	: 응응 잘 했어 
P1 	: 애기들은 금방 잊는데 어른들이 쥐어주는거지
P0 	: 맞는 말이야 
P1 	: 여튼 내가 졸라 노력하고 있으니까
P1 	: 저녁에 누구라도 방해하면 화낼거야
P0 	: 어구구 그랭
P1 	: 여보
P1 	: 조심히 얼른 와여
P0 	: 응응 퇴근해요
P1 	: (근엄진지)
P1 	: 여보 집에 오면 &name4& 이불 좀 만져봐봐
P1 	: 얼마나 뜨뜻한가
P0 	: 응 장판 깔았너?
P1 	: 응
P0 	: 산책 간 거지?
P1 	: 응
P0 	: 2019년 12월 7일 토요일
	  새벽 6-7시
	  어제에 이어 연속으로 &name3&가 이 시간에 깼다
	  공교롭게도 아빠가 새벽에 컴퓨터로 일을 해야 되는 날도 어제랑 오늘이었다
	  한번 깨버린 &name3&를 바로 재울 순 없어서 결국 아빠 무릎에 앉아서 일하는 걸 구경했다
	  잠이 덜 깬 새벽이라 그런지 아니면 아빠가 진지하다는 걸 느낀 건지 
	  중얼중얼하며 일하는 아빠 앞에서 &name3&는 전반적으로 얌전히 앉아 컴퓨터 화면을 구경했다
	  몇번 컴퓨터를 만지려고 시도했지만 그 때마다 아빠가 진지하게 아빠 일하는 중이야~라고 했더니 떼쓰는 평소랑 달리 금방 안 만지더라
	  중간에 사진~사진~ 이러길래 인화해놓은 사진 몇장을 주고 혼자 놀게 해줬다
	  외할머니할아버지랑 &address&에서 노는 사진을 보고 헤헷 거리더니 
	  &address&집 티비 받침대 끝자락 조금만 나와있는 부분을 가리키며 뽀~뽀~ (자기가 뽀로로 보던 티비 위치) ㅋㅋㅋ
	  그러더니 갑자기 서러워함 : 으앙ㅠㅠㅠㅜ 
	  아빠 : 왜 그래 &name3&야!
	  &name3& : 뽀오...ㅠㅠㅠ뽀오 ㅠㅠ
	  
	  어제부터 
P0 	: ㅇ
P0 	: 여보 폰 충전해달랬는데 어딧ㄱ을까
P1 	: 여보
P1 	: 나 휴지 좀 갖다줘
P0 	: 무슨 휴지
P1 	: 곽티슈
P1 	: 빨리용
P0 	: 새거는 어딨나
P1 	: 거실에 없어?
P1 	: 그냥 두루마리라도
P0 	: 나도 디저트 머꼬시퍼
P1 	: ㅠㅜ 여기서 혼자 앉아서 먹을 수 있겠어..?
P1 	: 아님 갖고와 같이 먹어
P0 	: 퍼온거 다 먹었어?
P1 	: 좀 남았어
P0 	: {share:photo}
P0 	: {share:photo}
P0 	: {share:photo}
P0 	: {share:video}
P0 	: {share:video}
P0 	: {share:video}
P0 	: {share:video}
P0 	: {share:video}
P0 	: {share:photo}
P0 	: {share:video}
P0 	: {share:video}
P0 	: {share:video}
P0 	: {share:video}
P0 	: {share:video}
P0 	: {share:video}
P0 	: {share:video}
P0 	: {share:video}
P0 	: {share:video}
P1 	: 여보 &name3&는 다행히 다시 잔다
P1 	: 언제 일어날지 모르겠지만..
P1 	: 일단 &name3& 옆에서 잘게 이따 여보 잘 때 내 폰 좀 충전해줘
P0 	: {emoji}
P1 	: 텐트 문도 닫고 싶은데 소리에 깰거 같아서 못닫겠어
P0 	: ㅠ
P1 	: 전기요에서 자고 싶은데.. 옆에 있어야 안깰거 같고
P0 	: ㅠㅠ
P1 	: &name8&이 저번처럼 줄 걸린거 아냐?
P1 	: 계속 저렇게 울부짖는 애가 아닌데
P1 	: 발정났거나..?
P1 	: 계속 신경쓰여
P0 	: 지근은 안  짖는거지?
P0 	: 아니네
P1 	: 좀 줄어들긴 했네
P1 	: 아닌가
P0 	: 마당에
P0 	: &name11&이만 풀려있고
P0 	: &name8&이는 묶여있음
P1 	: 그래서 나두 풀어달라 우능건가
P1 	: ㅠㅜ &name8&이 불쌍
P0 	: 긍가봐
P1 	: 구랭
P0 	: 난 또 첨에 저 집 마당에 다른 개가 들어잇는 줄 알앗ㄱ어
P1 	: 확인해줘서 고마워 여보
P0 	: 웅
P1 	: 궁금증~~해결!
P0 	: {emoji}
P0 	: 우유 안 먹을 거 같다 ㅡ x
	  잠 안 들 거 같다 ㅡ x
	  
	  내가 다 틀렸네 ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 여보 차 열쇠는 현관 앞에 있어
P0 	: 여보ㅡ??
P0 	: 아직도 자?
P1 	: 일어났어
P0 	: 오우 
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: &name3&가 거의 열시되서 일어남
P0 	: 세상엨ㅋㅋㅋㅋㅋ
P1 	: 엄청 오래 잤네
P1 	: 덕분에 엄마도 풀잠자고
P0 	: 잘했네
P1 	: &name3& 새벽이나 아침에 일어났어?
P0 	: 아니 전혀
P0 	: 엥 한번?
P1 	: 엄청 잘 잤네
P0 	: 그러게 
P0 	: 걱정도 좀 되기 시작했었어 뭔일 있나
P0 	: ㅋㅋㅋㅋㅋ
P1 	: 잠에 취했나보지뭐
P0 	: 응응 
P0 	: 어제 많이 피곤하기도 했나보다
P0 	: 둘 다 푹 자서 내 맘이 놓이네
P0 	: 난 아침에 택시 지하철 타고ㅜ왛ㅅ엉
P0 	: 엄니가 사무실에서 밤새고 안 들어오셧대
P1 	: 아.진짜?
P1 	: 아침에 차 없어서 당황했어?
P0 	: 좀 당황했지 ㅋㅋ 계획에 없었으니까
P0 	: 투싼 타고 가려다가
P1 	: 그냥 타고 가지
P0 	: 나 없는 긴 하루동안 여보 외출 못할 거 생각하니 그건 아니라서
P0 	: 택시도 마침 금방 잡헜고
P1 	: 응
P1 	: 요리로 불태웠어
P1 	: {share:photo}
P0 	: ㅋㅋㅋㅋ 멋져 
P1 	: 여보 몇시쯤 끝날거 같애?
P0 	: 데리러오게?
P1 	: 응
P0 	: 7시엔 나갈 거 같아
P1 	: 뭐야 왜케 빨리 끝나
P1 	: 9시에 끝나는줄 알았구만
P0 	: 늦게갈까? ㅋㅋㅋㅋ
P1 	: {system:call}
P1 	: {system:call}
P0 	: 퇴근해쏭
P0 	: 쟈철 바로 와서 영통이나 망포 한 30분 뒤에 도착해
P0 	: 차분하게 와용
P1 	: 2층 우리방 창문만 보고 있어 &name4&.. ㅠ
P1 	: 아침부터 짠하네
P0 	: 잉
P0 	: 에구 ㅋ
P0 	: 비는 그쳤나?
P1 	: 응 비는 안오는데?
P1 	: 현관 바라보면서 앉아있네
P1 	: 개는 진짜 주인밖에 모르는득
P0 	: 그렇네 
P0 	: 에긍
P0 	: 여보는 잘 잤어?
P1 	: 응
P1 	: 늦게 일어났네
P0 	: &name3&도 더 잤어?
P1 	: 응
P0 	: 응 잘했네
P0 	: 밑에 얼마나 있다가 올라왔댜 
P1 	: 9시 좀 안되게..?
P1 	: 몰라 자세히 기억이 안나
P0 	: 응 ㅋㅋㅋ 여보 비몽사몽이었구나
P1 	: 응
P1 	: &name4& 사료가 똑 떨어져서 &name3&랑 병원으로 사러 가려고
P1 	: 근데 미먼 장난아니네..
P0 	: 똑 떨어졌구나
P0 	: ㅋㅋㅋ
P0 	: 그래그랭 실내외출(?) 해 ㅋㅋ
P1 	: 응
P0 	: &name4& 그 때 그 사료 8주인가는 끝난 거 아냐 근데 ? 
P1 	: 응.. 계속 먹는걸 권장했어
P1 	: 다른 거 뭘 먹일지 결정을 못한채로 계속 먹였네
P1 	: 이번엔 꼭 바꿔야지
P0 	: 그래용
P1 	: 서서히 바꿔야해서 작은걸로 사게
P0 	: 응응
P1 	: 아벤떼 타고 갔어?
P0 	: 응
P0 	: 맘편히 외출해요~
P0 	: 여보 어디야?
P0 	: 난 퇴근해써여
P1 	: 출발할 때 아버님어머님 만나서
P1 	: 카드받아왔어 이것저것 사달라고 하셔서
P1 	: 어머님이 우리것도 같이 결제하라고 하셨는데
P1 	: 내가 아니라고 했는데 그냥 결제해야겠다 ㅋㅋ
P0 	: 응 해
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: &name3& 이제 목욕할거야
P1 	: 응
P0 	: 설거지 하나도 못했어요 미안해요(흑흑)
P1 	: 주차하는데 20분 넘게 걸림
P0 	: ㅠㅠ
P0 	: 많이 늦었어?
P1 	: 응 조금
P1 	: 진료꿑낫ㄱ어
P0 	: 응응 뭐랭
P1 	: 응 큰문제없대
P0 	: 저번에 초음파 결과지? 
P1 	: 응 무시하기엔 크고 수술할 정도는 아니래
