# FILE DATA
ID : MDRW2100001603
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20200926
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

# SETTING
relation  :  지역>현 거주지 지인
intimacy  :  5
contact_frequency  :  (거의) 매일 연락한다.

P1 	: ㅅㅂ ㅜ뭐하는데임?
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 안그래도 쟤있던 곳
P0 	: 다 뒤져봤는데
P0 	: 안보이더노
P0 	: ㅠ
P0 	: 대체 어디간거란말임
P0 	: {emoji}
P1 	: 아 요즘 머리아프면
P1 	: 며칠을 아프냐
P1 	: 저거 이모티콘 보고나서 더 아파
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 야너이모티콘 뭐냐 개웃기게 생겼넼ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㄹㅇ 맥아리 없어보여
P0 	: 마스크깨뭉린가본데ㅠ 너
P0 	: 맨날 나가야괴니깐
P0 	: 마스크 계속 써얄것아녀,,
P0 	: 헐야
P0 	: 파파존스 생긴데
P0 	: 은계긴한데
P1 	: {emoji}
P1 	: 이거 어제 임티 뿌린건데 못받았냐노
P1 	: 파파존스 한번도 안먹어봄,, ㅎ;;ㅋㅋㅋㅋㅋ
P0 	: 나도 안먹어보ㅓㅅ어;;
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 훠궈 댕기노 시앙,{emoji:♥}
P0 	: 와
P0 	: 개변태같애
P0 	: 씌앙,,,
P1 	: ㅋㅋㅋㅋㅅㅂ ㅋㅋㅋㅋㅋㅋㅋ 저거 하트
P1 	: 놱케속 나오노..
P1 	: 나도 훠궈먿고깊다ㅠㅜㅜㅜㅜㅜㅜㅜ꿔바로우랑
P1 	: 흑흑
P0 	: 싀벌
P0 	: 궈바로우
P0 	: 하루하루 중국새끼들때문에
P0 	: 열이받아요~!~!~
P0 	: 걔네 우리나라는 코로나 없습니다~!~이지랄하던데
P0 	: 도랏멘?!?!
P1 	: 걔네 한달인가
P1 	: 전에 종식 
P1 	: 했다고 ㅋㅋㅋㅋㅋ뉴스 내보냈던데
P1 	: 븅신들,,
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 레알 개 도라이들임 시벌롬들
P0 	: {share:photo}
P0 	: 존귀로 평안얻기
P0 	: 미친
P0 	: 야
P0 	: 아대박
P0 	: 아싀벌 공유 어케{censored}
P0 	: 우리 엔드라이브에
P0 	: 아니 우리가 아니고
P0 	: 내 엔드라이브에 공유폴더 있길래
P0 	: 뭦 ㅣ했는데
P0 	: {share:photo}
P0 	: {share:photo}
P0 	: 미친
P0 	: ㅅㅂ 행바 찾고만다
P0 	: {share:photo}
P0 	: 아 원조행바 없노,,ㅅ,ㅣ앙,,.
P0 	: {share:photo}
P0 	: 아 물만두냐고ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ'
P0 	: {share:photo}
P0 	: {share:photo}
P0 	: 별걸 다 체험해봣노,,
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 개웃기네
P1 	: 결국 아무것도 도움안됐고요~~
P1 	: ㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 존나
P0 	: 지금생각하면
P0 	: 개웃기네
P0 	: 저런걸로 고3꼬드기는거냐??????!?
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 누가 저기서 저거 만들어보소
P0 	: 바리스타의 굼을 갖노
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ저거
P1 	: 우리가 만들,,?
P1 	: 나 왜 기억이 안나냐 ㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅌ ㅋㅋㅋㅋ
P0 	: 이쑤시개로
P0 	: 만들었다노ㅠ
P0 	: {share:photo}
P0 	: &name2& 성의 디쟈벌임
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅅㅂ ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 맛만 있음괬지!~~!!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 미쳤나 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 1분도 안걸렴ㅅ읗드ㅛ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 줜나웃겨진짜
P0 	: 콕콕콕콕
P0 	: 끝
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아싀벌 빙수먹고싶노
P1 	: 나는 샹궈...
P1 	: ㅅㅂ
P1 	: ㅠ
P1 	: 오늘 무적권 집가면서 시킬거다.
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 안산으로가니,,,?
P0 	: 세흥엔 맛집 없어,,
P1 	: ㅠ 이번주 야근이라 안산집가야됨
P1 	: ㅅㅂ
P1 	:  감사 일년내내 받는 기분이노;;;
P1 	: 아까 에트 보는데
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 50대
P1 	: 50대 여시 
P0 	: 봣노
P1 	: 그거보고
P1 	: 우리엄마도 할 것 같단 생각을
P1 	: 하게됨
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 지금 가입 막혀있지않냐???
P0 	: 나 그거 여태 연령제한
P0 	: 40댄줄알았는데
P0 	: 깜짝놀람 첨에 제목만 보고
P0 	: 컨셉충인줄
P1 	: 홀 그럼 하다가
P1 	: 몇십년지나면 강퇴당함?ㅜㅠ
P1 	: 울엄마랑 2살차인데 말투 ㄹㅇ 감쪽같음
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ안그래도 전에 누가 그럼 50대 되면 어케되는거냐 그랬는데
P0 	: 진심
P0 	: 말투
P0 	: 걍
P0 	: ㄹㅇ걍2대
P0 	: 아니
P0 	: 20대
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 진짜 만약에 50대라고 안했어도 
P1 	: 걍 지나갔을듯
P0 	: ㅋㅋㅋㅋㅌㅋㅋㅋㅋㅋ
P0 	: 그니간
P0 	: 줜나
P0 	: 개힙해
P0 	: 에트에서
P0 	: 댓글많은 게시물
P0 	: 전래 오랜만임
P1 	: 아들도 있던 것 같은데,, 넘 신기함,,,
P1 	: ㄹㅇ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 우리나이면 진짜로 시어머니중에 여시하는사람도 생기지않을까 ㅠ..';;
P1 	: ㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 저분도
P0 	: 아들 30살인가
P0 	: 30대래
P0 	: 찐가능성있음
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅅㅂ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 개쩐다,,
P1 	: 뭔가 신기하다 ㅅㅂ ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 와 너무신기해,, 울엄마는 밴드밖에 못하는데..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: {censored}
P0 	: 폰하느라 길 오지게 안비키네
P0 	: ㅋㅋㅌㅌㅌㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 야밴드가
P0 	: 더 복쟙허지 아노내?{emoji:★}?
P0 	: 우리엄마는 밴드도 안한다야,,
P1 	: 몰라,, ,울엄마 밴드로 초등학교 동창도 만나고
P1 	: 김포 입주 할 아파트 정보도 보고 그러더라,,
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 난 한번도 켜본적도 본적도 없어서 몰게따,,
P0 	: {share:photo}
P0 	: 천국가는길같노,,,
P0 	: 와
P0 	: 초등학겨동창을
P0 	: 아직ㅁ도 망나시냐??!  대박이다
P1 	: 노노 한 일이년 ? 전에 밴드로 앗수도니ㅛ는친구???
P1 	: 해서ㅠ 몇십년만에 만남 ㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 와 대박이다
P0 	: 알수도있는친구를
P0 	: 뭔
P0 	: 아니 어떻게 알고 추천하냐고
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 신기하다
P1 	: ㅋㅋㅋㅋ그니까 ㅋㅋㅋㅋㅋㅋ 진자 신기해 
P1 	: 심지어 옛날에는 나이가 만든 적든 같이놀면 친구ㅇ였었자나
P1 	: 나이 다른데도 알수도 있는친구에 뜨고 그러더라
P0 	: 이걸
P0 	: 신기해야해
P0 	: 무서워해야해
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 어켁
P0 	: 러지
P0 	: 어케그러지
P1 	: 페북처럼 내친구중에 겹치는 친구 있으면 자동으로 뜨는 그런게 있나,,,
P1 	: 헐 야 벌써 너생일이냐~~!!!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아존나 ㄴ나 방금 막ㅇ 일어났는데
P0 	: 너 카톡보고 오늘 내 생일이라는줄알로
P0 	: 깜짝놀람
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아 미친놈아~!~!!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 머 필요한거 없냐 ㅎ;;
P1 	: ㅋㅋㅋㅋㅋㅋ ㅠ..
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 다들 뭐가 갖고싶냐물어봤고
P0 	: 나는 일자리라 대답하고있어
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅅㅂ ㅎ;;ㅋㅋㅋㅋㅋ그건 내가 어떻게 해주지 못하는데요 ㅠ;;
P1 	: ㅋㅋㅋㅋㅋ
P1 	: 아 필요한거 있어도 못살거아니에요~!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 야근데진짜
P0 	: 나갈일이없어서 필요한게없어,,,
P0 	: 나도 신기하다,,,?
P0 	: 존나 작년에 옷 사지말고 돈이나 모아둘걸 그랬어,, 작년에 산 옷들
P0 	: 얼해 한번도 안입었더라,,?
P0 	: {share:photo}
P0 	: 뭐야 나 사장이노 이런거 왜보내노 시앙 ㅠ
P1 	: ㅋㅋㅋㅋㅅㅂ 저번에 그거생각난다
P1 	: 알바공고
P1 	: 일자리 없다고 ㅋㅋㅋㅋ알림온거 ㅋㅋㅋㅋㅋㅋㅅㅂ ㅠ
P1 	: ㅋㅋㅋㅋㅋㅋ개웃김 놀리는것도 아니고
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 그니깐ㅋㅋㅋㅋㅋㅋ줜나ㅠ 알바천국은
P0 	: 내가 가입래서 그렇다쳐도
P0 	: 저건 왜오냐구요
P0 	: {emoji}
P1 	: ㄹㅇ 진짜 사람 안뽑아서 어떡하냐
P1 	: 울회사도 사람 구할 생각을 안함;;
P0 	: ㅋㅋㅋㅋㅋㅌㅌ
P0 	: 싀발,,,
P0 	: {censored}
P0 	: {censored}
P0 	: {censored}
P0 	: {censored}
P0 	: {censored}
P0 	: {censored}
P0 	: 다흐흑,,,,코로나제발
P0 	: 사라져즘,,,,
P1 	: &name3&가 다음에 놀러갈땐 마스크 안끼고 놀 수 있냐고 물어보는데
P1 	: 맴찢 ㅠ 흑흑..
P1 	: 백신 빨리좀 만들어봐라~~!~!
P1 	: ㄹㅇ 그래도 못해도 여름지나면 백신나올 줄 알았는데 임상시험때매 늦어지는걸까,,,흑흑 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
P0 	: 어디더라
P0 	: 미국이었냐
P0 	: 거기서 바로 전국민
P0 	: 백신투여한대서
P0 	: 우리는 결과보고 맞추면된다던데
P0 	: ㅋㅋㅋㅋㅋ
P0 	: 싀발~!~!~!~!닫르 2~3년 얘기하던데
P1 	: 뭐라고요?..
P1 	: 2-3년?
P1 	: 기사 내년 상반기로 봤는데 그것도 아닌가보네 ㅅㅂ ㅠ...
P1 	: 나 핸드포크 타투 수강 신청하고싶은데
P1 	: ㅅㅂ 안나오노,,,
P0 	: 햇단줄알고
P0 	: 존나놀랫노
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ찾으면 바로 할거야,,,
P1 	: 헠헠
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 첫번째로
P1 	: 발까락에
P1 	: 살거임.
P0 	: 산다구요?
P0 	: ㅠ
P1 	: 엄지발가락
P0 	: 저를 쓰세요ㅜ
P1 	: 할거야,,
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: {system:gift}
P1 	: 누군가가 선수치기전에,,,
P1 	: 꼭 내일 도착하길 바라며,,
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 일요일이라,,, 일요일 저녁에 만날 수 있음 만나~!~!! 마라탕이나 훠궈 먹으러가자,,
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아니미친ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 너무 빨리주시는거 아니냐구요
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아왜요
P1 	: 오전에 주문해야
P0 	: 갑자기
P1 	: 오늘 출고되고
P0 	: 웬 베개임
P1 	: 내일 받죠~!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 저거
P0 	: 아 그런건가요
P1 	: 너가 위시리스트에
P0 	: 주소
P0 	: 입력하고올게
P1 	: 해놓은건데요,,/.?
P1 	: ㅠ..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅅㅂ 아니냐? 
P1 	: 너가 찜해놓은거 다뜨는데,,
P1 	: 뭐노
P0 	: 아
P1 	: 뭐노
P1 	: 어떻게된거노
P0 	: 뭐야
P1 	: 답을알려달라노
P0 	: 나저거
P0 	: 비밀호
P0 	: 비밀로
P0 	: 해둔건데????
P0 	: 맞음
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 갖고싶었던거
P0 	: 잘쓸게 ㅎ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 내가 비밀을 엿봤다노..
P0 	: 아니 갖고싶은거
P0 	: 맞긴한데
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 지금 확인하고왔는데
P0 	: 비밀체크
P0 	: 돼있는네?????
P0 	: 뭐지
P1 	: 색 그냥 라이트 그레이 했는데 색도 너가 바꿀 수 있지않냐?
P0 	: {share:photo}
P0 	: 암튼
P1 	: ㅅㅂ
P1 	: ㅠ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 막 자다깨서
P0 	: 이눈으로
P0 	: 주소 입력하고왓다
P0 	: 전전 집으로
P0 	: 써있더라고,,
P1 	: ㅋㅋㅋㅋㅅㅂ 전전집이야 전집도아니고
P0 	: 눈이 아케 저렇게 붓지
P1 	: ㅋㅋㅋㅋㅋㅋ
P0 	: 마카롱인가,,?
P1 	: 킬킬 갖고싶은거 없다고 왜 구라치노~!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㄴㅌㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아싀바 비싸잖아요ㅠ
P0 	: 저거뭐야 왜 가걱도 안보이냐ㅠ
P0 	: {share:photo}
P0 	: 색 줘낸 고민하다가
P0 	: 갈색햇서요
P1 	: 야 근데 저거 편해보인다
P1 	: 나도 하나살까
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅅㅂ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 개웃기네
P0 	: ㅋㅋㅌㅋㅋㅋㅋㅋ
P0 	: 사면 시흥집에 둘거니
P0 	: 안산집에 둘거니,,,?
P0 	: 둘 다 좌식아니니,,?
P0 	: {share:photo}
P0 	: 이제 저 의자 빠이노,,, 현관애있던거 집어왔는데
P0 	: 시끄러워서 책상 발양말 빼서 저기에
P0 	: ㅁ싀웠뒀는데,,,
P1 	: 왜 버리니,,?
P1 	: 의자삼???
P0 	: 저거
P0 	: 25년됐어
P0 	: 25년전에 샀다
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋ우리랑 동갑이네,,
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: {emoji}
P1 	: {emoji}
P1 	: 줜나 배고프고
P1 	: 나 내일
P0 	: 방구티콘
P0 	: 오랜만이노
P1 	: 엄마아빠랑 강릉간다...
P0 	: 아 헐미친
P0 	: 나 어디 가야해서 알람맞춰서
P0 	: 알람소리듣고 깨서 너 카톡보고
P0 	: 아무생각없이 ㄴ 워있었어 ㅛㅂ {censored}됏노
P0 	: 시간뭐야
P1 	: 미친
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 잠ㅁ
P0 	: 마
P0 	: 나
P1 	: 서둘러라,,
P0 	: 좀따
P0 	: 카옥마
P0 	: 아 씻고옴
P0 	: 아니 밖에ㅜ얼마나 춥나 싶어서
P0 	: 날씨어플 틀었는데
P0 	: 내일 비 오오은데,???!
P1 	: 오늘
P1 	: 추워,,,,
P0 	: 왜 하필 비오노
P0 	: 강릉 존나
P0 	: 나 강릉 처음으로 놀러갔을때
P0 	: &name5&이랑
P0 	: 비 존나 왔었는데
P1 	: 기모후드티 입어도 추워오늘,,
P1 	: ㅅㅂ ㅋㅋㅋㅋ
P0 	: 전 그럼
P1 	: 안산 시흥 비온다고되어있는데
P0 	: 뭘입어야하죠?ㅜ
P0 	: 아 강릉낭씨가 어니지 참
P0 	: 뭐 먹으러가냐 부럽다ㅠ
P0 	: 그 부모님
P1 	: 아빠가 올해 이렇게 보내기 아쉽대서,,, ㅅㅂ ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아마
P0 	: 뭐 구경하는거 좋아하시면
P1 	: 작년이라 ㅇ똑같이갈듯,,,
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 오죽헌이 이름이
P0 	: 기억이 안나서 보고왔노
P0 	: 여기 좋았는데
P0 	: 나 강릉 한 번밖에
P0 	: 안가봐서
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 여행자 맛집 갔는데 실패했다노 싀앙
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 우리 강릉까진
P1 	: 강릉에서는 많이 안먹고 속초로 올라갈듯
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 먹을생각에 벌써 신난다
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ미친
P0 	: 와 속초는
P0 	: 안간지 십년은됐다
P0 	: 바다 사진 찍어보내라노ㅠ
P0 	: 밤늦게 오냐 그럼??? 서&name7&
P0 	: 내일 놀러온대서
P0 	: 스콘 공장 돌리기로해서
P1 	: 일요일날,,
P1 	: 옴 ,
P0 	: 집주변 친구
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 킬킬
P0 	: 다 주려했는데
P1 	: 우리 &name6&좀 한번 들여봐줘
P0 	: 집주변 친구래봤자
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ큐ㅠㅠㅠㅠ
P0 	: &name7& 포함 셋이노 시벌
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: &name6& 못가노ㅠ
P0 	: 따흐흑
P0 	: &name3&도가냐???!!
P1 	: 노우 우리 셋만 감 ㅎ ..
P1 	: 세식구..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 다흐흑 잘다녀와라,,, ㄹㅇ 사진좀
P0 	: 많이 찍어보냐줘,,, 나 그리고
P0 	: 존나 한시간이나 일찍 나섦번했ㄴ노 시간 착각하고
P0 	: 존나 급하게 준비했는데 갑자기 한시간 남네,,?
P1 	: ㅋㅋㅋㅋㅋㅋㅋ뭐노,, 뭣하러
P1 	: 급하게 준비{censored}
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 핸드포크 원데이 어디서 알아보냐 ㅅㅂ 한군데알고있어서 가격문의했더니 20만원이여
P1 	: 하루 4시간에,,,ㅅㅂ
P0 	: ㅇㅇㅇㅇ시바 다 그가격이더라
P0 	: 차라리 그돈주고 원데이 할바렌
P0 	: 문하생으로 들어가지ㅠ
P1 	: 십만원짜리 있길래
P0 	: 오
P1 	: 봤더니 지역
P1 	: 구미였나
P1 	: 아니
P0 	: 오;
P1 	: 완저니
P1 	: 지방이였어,,
P1 	: 대구다
P1 	: 대구
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅅㅂ ㅋㅋㅋㅋㅋ
P0 	: 오;;
P0 	: 대구
P0 	: ㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 하
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 해보고
P0 	: ㅋㅅㅂ
P0 	: ㅠ
P1 	: 수강 받고싶은데
P1 	: 한번받기엔 줜나 비싸
P1 	: 카드도안되고 현금으로 20만원
P0 	: 너는
P1 	: 줜나 부담스럽노
P0 	: 원데이로
P0 	: 들어보고 정하고싶은건
P0 	: 거냐
P0 	: 개비싸긴하가
P0 	: 너도 차리게되면
P0 	: 그돈 받르라노,,,
P1 	: ㅋㅋㅋㅋㅋㅋㅅㅂ
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 해보고 아니다싶으면 안할거란 말이야,,
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 인스타 검색해도
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 다른 원데이만 줜나게 나오고
P0 	: 네이버에도
P0 	: 검색해봄????
P1 	: 핸드포크타투치면 ㄹㅇ 타투만나오고
P1 	: ㅇㅇㅇ 더안나와
P1 	: ㅋㅋㅋㅋㅋ
P0 	: 핸드포크타투 원데이 클래스 존나
P0 	: 이런식으로
P0 	: 쳐도 안나오냐
P0 	: 존나아파
P0 	: 이런거 껴서
P1 	: 개구린 거의 2000년대 초반 스타일인 걸로 홍보만하고
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 시벌 ㅠ
P1 	: 흑흑
P1 	: 해시태크
P1 	: 한번에 여러개 검색하는거 됨?
P0 	: {share:url}
P0 	: {share:info}
P0 	: 인스타??
P0 	: 안됨
P0 	: 근데 구글링하면
P0 	: 될수도???
P0 	: INSTAGRAM
P0 	: 이거랑 같이
P1 	: 오호,, 구글
P1 	: 생각도 안하고있었다
P0 	: {share:url}
P1 	: 해보고싶어~!~!!!
P0 	: 대신 나머지는
P0 	: 한글로 검색하셈
P0 	: 내가 방금 본 후기줄에
P0 	: 젤ㄹ 많아 글
P1 	: 내가,,해보고,,, 꼭 후기를알려줄게,,,,
P1 	: 재료비나이런
P1 	: 초기비용은 생각보다 안들것 같은데
P1 	: 배우는게 일이노
P0 	: {share:url}
P0 	: 오
P1 	: 오
P1 	: 핸드포크 1개월이다
P0 	: {share:photo}
P0 	: 모기물린거아닌가
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 긁었네 긁었어,,
P1 	: ㅋㅋㅋㅋㅋ
P1 	: 저정도면
P1 	: 내 손톱으로도 쌉가넝,,
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 색땨문에
P0 	: 수포같다
P0 	: 작ㄱ봐서 그런가
P1 	: 와저기
P1 	: 1개월에 30만원이래
P0 	: 아
P0 	: 존나
P0 	: 버스
P0 	: 진심
P0 	: 굴러내려와서 겨우 탔다진짜
P0 	: 아
P0 	: 폐텨ㅕ져
P0 	: 와 몇번
P0 	: 듣냐 주 1회 2회 이러나
P0 	: 아 진짜 폐 너무 아프다 버정 너무 뺑 돌아가야돼 로복상가 런제지어 싀앙
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ오복상가 다 지어진거아니였음?!?!
P1 	: 왜 여유롭게 준비해서 굴러내려가시냐구요 ㅠ
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 오봇 이제 막 부수고있는데
P0 	: 무슨서리야~!!~!~!~
P0 	: 여기 사니깐
P0 	: 버스 종점들이 다 너무 가까워서
P0 	: 예측을 할 수가 없노ㅠ
P0 	: 아 나 오년전에 산 신발
P1 	: &address& 너네 밑에 거기를 &address&라고 한거아니였냐,,,?
P0 	: ㅛㅣㄴ었는데
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 말도 안되게 발볼이 아픈데
P0 	: ㄴㄴㄴㄴㄴ
P0 	: 그
P0 	: 우리 집 맞은편에
P1 	: &address& 옆,,?
P1 	: 아
P1 	: &address&역 그 길??
P0 	: {share:photo}
