# FILE DATA
ID : MDRW2100047035
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210805
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 30대
occupation : 사무 종사자
sex : 여성
birthplace : 부산
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  기타>온라인 커뮤니티
intimacy  :  4
contact_frequency  :  주 3회 이상

P0 	: 일어나쓰?
P1 	: 서촌 갈라했지
P0 	: 오오, 
P0 	: 착하네
P0 	: 서촌? 도 먹을거 많은데 아닌가
P1 	: 마자마자
P0 	: 아.. 먹는 생각 자제하자
P0 	: 습습후후
P1 	: 카페도 많고
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 내일도 업로드 되겠네
P0 	: 또 눈팅눈팅
P1 	: 맘에 드는 사진 있으면 올려볼게
P1 	: 난 근데 피드보다
P1 	: 스토리를 더 많이 써
P1 	: 호호
P0 	: 서촌이라면 있을거 같아 맘에 드는 사진
P0 	: 피드..? 랑 스토리는
P1 	: 맞지?
P0 	: 무슨 차이져...? 
P1 	: 게시글 쓴게 피드!
P1 	: 스토리는
P0 	: 둘 중에 하나가 위에 똥그라미에 뜨는거니...? 
P1 	: 맨 위에 뜨는 동그란거
P0 	: 나 진짜 왜 할머니 같냨ㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋ아왜
P1 	: 모를수도 있지
P1 	: 나도 헷갈렸었어
P0 	: 스토리가 동그라민거지? 그 잠깐 떴다 폭파(?) 되는거
P0 	: 24시간인가
P1 	: 마자마자
P1 	: 24시간 마자!!!
P0 	: 그건 팔로해야 볼 수 잇는거지?
P1 	: 다 알고있네 뭐!!!!
P1 	: 안해도 볼 수 있을껄?
P1 	: 전체공개로 올리니까
P1 	: 다 보일꺼야 아마
P0 	: 내꺼 위에 떠야 보기 쉽자내 
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ친구들꺼 하나씩 안들어가보거든..
P1 	: 그렇긴 하지
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 귀차나 딩구르딩구르
P1 	: 앗싸 팔로워 늘었당
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ좋은 영입이었다
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋ날 먹을걸 꼬시다니
P0 	: (혼자 꼬셔지기) 
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 낼도 머 올릴거 있음 좋게따
P0 	: 매일은 안올리나보네
P0 	: 그냥 일상적인 사진 올리는 애들도 많든데
P1 	: 웅웅 생각보다 귀찮아서
P0 	: 인스타 갬성 아녀도
P1 	: 옹 마져
P1 	: 그래도 이왕 올리는거
P1 	: 갬성있는거 올리고싶어서
P1 	: 맘에 안들면 패스해,,,
P1 	: ㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋ
P0 	: 이런게 장인정신이지
P0 	: 나는 그냥 사진을 패스해
P1 	: ㅋㄱㅋㄱㅋㄱㅋㄱㅋㅋㅋ
P0 	: 내 감각과 내 손을 안믿어
P0 	: 찍어봐야........
P1 	: 그래도 찍어!!!!
P1 	: 나도 똥손인데
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ내 감상용으로 먹을거만 가끔 :) 
P0 	: 아닌데? 
P0 	: 아닌뒈에? 
P1 	: 아휴
P0 	: 똥손이면 뭐여 
P0 	: 난 손 없는거 아니냐!!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 급발진ㅋㅋㅋ
P1 	: ㅋㅋㅋㅅㅋㅋㄱㅋㄱㅋㅋ너무하네
P0 	: 사진 잘찍었더만ㅋㅋㅋㅋㅋ
P0 	: 그 스맛폰 말구 딴거로도 찍어? 
P1 	: ㅋㅋㄱㅋㄱㅋㄱㅋ고마어,,,,
P1 	: 아닝!
P1 	: 폰으로만 찍오
P1 	: 내꺼 갤럭시
P1 	: 아니면 남친꺼 아이폰으류
P0 	: 오- 
P0 	: 난 딴 카메라도 쓰나했네 
P1 	: 그정도 열정은 없더라구 내가
P1 	: ㅋㅋㄱㅋㄱㅋㄱㅋㄱㅋ
P0 	: 사진에 옛날 카메라? 이런거 본거 같은데
P0 	: 아닌가
P1 	: 아 여행갔을때!
P0 	: 오ㅋㅋㅋㅋ
P0 	: 그때는 들구가? 있긴 하구나 
P1 	: 필름카메라 한번써본거밖에 없오
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ웅
P0 	: 어어 마자 그 단어가 생각이 안났네
P0 	: 필름카메라
P0 	: ㅋㅋㅋㅋ옛날 카메라래ㅋㅋㅋㅋ
P1 	: ㅋㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋ
P1 	: 그럴수있어
P1 	: 근데 역시 사진은 아이폰이더라
P1 	: 그래서 아이폰 13나오면
P1 	: 갈아탈라고
P1 	: ㅎㅎㅎㅎㅎㅎㅎ
P0 	: 오 너 애플도 써봤어?
P0 	: 갤럭시 유저는 앱등이 되기 힘들다던데
P1 	: 나 한번도 안써봤어!!!!
P1 	: 그래도 언제 아이폰 또 써보겠나 싶어서
P0 	: 오 
P1 	: 이번기회에 써볼라고
P0 	: 하긴 익숙만해지면 금방이지
P1 	: 마쟈
P1 	: 금방 적응하지 않을까
P1 	: ㅋㅋㅋㅋㅋ
P0 	: 난 아이패드 익숙해 지고 있는중
P0 	: 그래서 약간 애플에 자신감 붙이고 있지
P1 	: 옹ㅋㅋㅋㅋ아이패드도 사고싶어!!!!!
P0 	: 근데 가격이 자신감이 안붙어.. 아이폰.. 가격아 내려랏!! 
P1 	: 진짜 비싸ㅠ
P1 	: 할부로 사야지 머..
P0 	: ㅋㅋㅋㅋㅋㅋㅋ갤럭시도 할부가 아닌건 아니다만...
P0 	: 심적인 부담
P1 	: ㅋㅋㅋㅋㅋㅋㅋ마쟈
P1 	: 이번껀 그래도 3년 썼으니까
P1 	: 뽕 뽑았다 치자
P0 	: 오 오래썼구나
P1 	: 웅 늦어도 12월에 바꿀꺼야!!!!
P0 	: 오 계획도 있구만
P0 	: 훌륭하다 나도 64G라 맨날 앱 공간 부족하대서
P0 	: 바꾸긴 해야되는데
P0 	: 떼이잉 왜 잘 돌아가는거냐 내 폰아!!
P1 	: 헥 64기가로 어케버텨
P1 	: 바꾸자 핸드폰
P0 	: 못버텨..
P0 	: 간신히
P0 	: 앱하나 지우고 하나깔고 
P0 	: 이러면서
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㄱㅋㄱㅋㄱㅋㄱㅋ아ㅠ
P1 	: 넘 짠한거 아니냐구
P0 	:  ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ근데 폰이 잘 돌아가..
P0 	: 아까워서 바꿀숟가없네..?
P1 	: ㅋㅋㅋㅋㅋㅋㅋ잠들어버렷서
P1 	: 완전 늦잠 푹잤다
P0 	: 나도 바로 잠들었지~ 
P0 	: 근데 피곤해ㅜㅜㅋㅋㅋㅋㅋ
P0 	: 더 자고픈데
P1 	: 일어나자마자 일해서그랭ㅠ
P0 	: 아직 밍기적 거리구 있지~ 
P1 	: ㅋㅋㅋㅋㅋ난 오늘 전시데이트 못가ㅍ
P1 	: ㅠ
P0 	: 왜!
P1 	: 남친 늦게끝난댕 오늘
P0 	: 남친 연락왔어? 
P1 	: 힝구
P0 	: ㅜㅜ 매일 아침에 정해지는거야? 
P1 	: 움 그런 편이야!
P1 	: 그래서 걍 같이 저녁만 먹어야할둣
P0 	: 힝구
P0 	: 먹을거라도 맛있는거 먹어1 
P1 	: 늦게끝난다 ㄹ해놓고 일찍 끝나면 좋겠당
P1 	: 완전 맛있는거 먹어야지
P1 	: 꼬기먹을거랴!!!!!!!
P0 	: ㅋㅋㅋㅋㅋㅋㅋ오? 
P0 	: 궈먹는거여? 
P1 	: 겹살!!!!!!!!!!
P0 	: 고기!!!!!!!!1
P0 	: 꼬기이!!!!!!!!!!1
P0 	: 나도 먹고 싶다 
P1 	: 짱!!!!!!!!!!!!!
P0 	: 이번주에 두번이나 궈먹엇지만
P1 	: 오늘 저녁 고기먹어
P1 	: 오
P0 	: 또 격렬하게 먹고 싶다
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 고기는 매일 먹어도 돼
P0 	: 엄마가 걱정해
P0 	: 너 곧 병걸릴거 같대
P1 	: ㅋㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㅋㄱㅋ
P1 	: 아니 고기먹는게 뭐 어때서요ㅠㅠ
P0 	: 어른들의 시선ㅋㅋㅋㅋㅋ
P0 	: 오디 맛집으로 갈건가 
P0 	: 밖에서는 고기 안묵은지 오래돼따
P1 	: {share:photo}
P1 	: 요기
P1 	: 가볼까 생각중
P0 	: ?
P0 	: ??
P0 	: ????????????????????????????????????????????///
P0 	: 내놔!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!11111111
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 비주얼 무엇!!!
P1 	: 짱맛있어보이지
P1 	: ㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋ
P1 	: 시간 되면 가야지
P1 	: 언제끝날지를 몰라서
P1 	: 어디서 만나야할지도 아직 못정했어
P1 	: ㅋㅋㅋㅋㅋㅋ
P0 	: 언제 만날지 명확해야 준비하고 기다리기도 쉬울 텐데
P0 	: 신경쓰이겠네 힝구
P1 	: 마뎡
P1 	: 이제 그래서 대충 씻구 준비하고 있을라구
P0 	: ㅋㅋㅋㅋ그거도 뭔가 가만히 있어도
P0 	: 용쓰는 기분이야
P0 	: ㅋㅋㅋ쨌든 시간 맞춰야되니까
P1 	: 마져
P1 	: ㅋㄱㅋㅋㄱㅋㄱㅋㅋㄱㅋㄱ
P0 	: 근데 벌써 준비해?
P0 	: 6시 넘어서 퇴근이 아닌가부네
P1 	: 너무 이른가?
P0 	: ㅋㅋㅋㅋ아니 튜ㅣ근 늦다길래
P1 	: 아 남친
P1 	: 빠르면 오전퇴근도 하고
P0 	: 7시 8시 생각했는데
P1 	: 거의 4시 전에 퇴근하거든
P0 	: 앜ㅋㅋㅋㅋ빠른게
P1 	: ㅋㄱㅋㄱㅋㅋㄱㅋㄱㅋㄱㅋㄱㅋ
P0 	: 진심 엄청 빠른거구나ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 웅 완전;
P0 	: ㅋㅋㅋㅋ좋다
P1 	: 늦퇴라고 해봤자 5시?6시일껄?
P0 	: 평일낮에 시간 내는게
P0 	: 제일 좋은거 같아ㅋㅋㅋㅋ :)
P0 	: 사람도 적구
P1 	: 근데 또 현장상황따라 달라져서 늦게끝난다 해놓고 3시에 끝날수도 이썽
P1 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 짱부러어
P0 	: 넌 휴가자나
P0 	: 니가 젤 부러워ㅋㅋ
P1 	: 헤헤
P1 	: 쉬는날엔 시간이 너무 잘가
P0 	: 나는 일하는 날인데 
P0 	: 멍때리니까 잘간다야
P0 	: ㅋㅋㅋ
P0 	: 남은 4시간은 열일이다.. 
P0 	: 끙
P1 	: 홧띵
P1 	: 열일하구
P1 	: 주말에 놀아야지!!!!!!
P0 	: 억ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 마즘ㅋㅋㅋㅋ
P0 	: 주말에도 데이트 하나ㅋㅋㅋ
P0 	: 요샌 친구들 안만나니까
P0 	: 데이트 말고는 할게 업서
P0 	: 뒹굴이랑
P1 	: 마자
P1 	: 맨날 똑같어ㅠ
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 재밌는것두 없구
P0 	: 어디 여행가고 싶다
P0 	: 나도 담주 휴간데
P0 	: 떼잉
P1 	: 이게 다 로나때문이야ㅠㅜㅜㅠㅜ
P1 	: 아 어늘 팬트하우스 하는낳이네
P1 	: 펜하 봐???
P0 	: 로나 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 배로나인줄ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 보지보지
P0 	: 근데 이번에는 다는 못보고 사이사이 봤어 
P0 	: 막장 드라마 세세히 다 뜯어 봐야되는데!
P1 	: ㅋㅋㅋㅋㅋㅋ마져
P1 	: 토스 꽤 많이 눌러야하네
P1 	: 더 눌르께!!!!
P1 	: 앟 끝이구나
P0 	: 다들 바쁘다 바빠ㅋㅋㅋㅋ
P1 	: 휘몰아친다ㅋㅋㅋ
P0 	: ㅋㅋㅋ그니까ㅋㅋㅋ넌 이제 나갈 준비도 해야되자나
P1 	: 헤헤
P1 	: 나 벌써 나왔오
P1 	: ㅎㅎㅎㅎㅎㅎㅎㅎㅎ
P0 	: 오? 출동!
P0 	: 쟈철인감
P1 	: 나 더현대왔오
P1 	: ㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋ
P0 	: 오?
P0 	: 그기서 만나나?
P1 	: 웅 지굼 만나서 컾희마시고잇성
P1 	: 호홍
P1 	: 구경 왕창하다 가야지
P0 	: 오 빠른만남!!!ㅋㅌㅌ
P1 	: 완전 호다닥 왔오ㅋㅋㅋㅋㅋ
P1 	: 난 놀다올게!!!!!
P0 	: 오키 즐데 :)
P1 	: 짜잔
P1 	: 이제 집가고잇서
P0 	: 짜라란~
P0 	: 사진 많이찍어왔어?
P1 	: {share:photo}
P1 	: 사진에 안담겨ㅠ
P0 	: 오 이거는 한강이야?
P1 	: 웅!!!!+!
P1 	: 날씨도 선선하고
P1 	: 하늘도 짱 예쁘도라
P0 	: 오늘 비온다드니 또 그짓부렁이었어
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 배구는 보고 이쓰? 
P1 	: 헤헤 아닝
P1 	: 이따 결과만 볼라구
P1 	: 집에 티비가 업서
P0 	: 옹, 근데 지금 슬퍼ㅜㅜ
P0 	: 브라질이 워낙 세다고는 하지만
P1 	: 헝ㅠ 잘 안되는 중이야ㅡ
P1 	: ?
P0 	: 2세트 내줬어ㅜㅜ
P0 	: 이제 3!
P1 	: 홀
P1 	: 덜덜
P1 	: 어떻게될까
P0 	: 예선도 3:0이었다고 들었는데
P0 	: 아 잘 따라가는데도
P0 	: 앞서지를 못하네 한 세트에서
P1 	: 힝구 이겼으면 좋겠다
P0 	: 와
P0 	: 스파이크가
P0 	: 클라스가 달라ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 졌네
P1 	: 아쉽달
P1 	: ㅠㅠ
P0 	: 내말이
P0 	: 우리 선수들도 충분히 잘하는 선수들인데
P0 	: 도저히
P0 	: 아니 말도 안돼게 안정적으로 리시브하고
P0 	: 공격은 미쳤고ㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 약간
P1 	: 웅웅
P0 	: 어렸을 때 발야구하던거 급 생각났어
P1 	: 아
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 발야구학살
P0 	: ㅋㅋㅋㅋㅋㅋㅋ피구학살
P1 	: 체대준비하는애들 많은 반이랑
P1 	: 미술반이랑 붙는 느낌?
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 내가 체대반 이긴 적 있지롱 
P1 	: 오
P1 	: 쩐다
P0 	: 고등학교 때 :) 피구로
P0 	: 후후
P0 	: 운동에는 또 자부심있지
P1 	: 난 맨날 졌었오
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 운동 개못했어
P0 	: 중학교 때 진짜 웃겼던데
P0 	: 2학년에 피구 반대항 있었거든
P0 	: 나랑 지기 싫어하는 운동러 몇 모여가지고ㅋㅋㅋ
P0 	: 주말에 애들 벽에 세워놓고 피구공 던지면서 공받기 & 피하기ㅋㅋㅋㅋ연습하고ㅋㅋㅋㅋㅋ
P1 	: 오ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 유별났다ㅋㅋㅋㅋㅋ근데 1등 못했던거 같아
P1 	: 귀엽다ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 웃기지
P0 	: 아 학폭은 아닙니다ㅋㅋㅋㅋㅋ
P0 	: 써놓고 보니 폭력적이네ㅋㅋ애들 세워놓고ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㅋ풋풋하자나
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 어릴때니까 그러고 놀고 하는거지머
P0 	: 마자
P0 	: 방금 라면에 김밥 먹었는데
P0 	: 배구 져서 체할거 같아
P0 	: 아쉬워어어엉
P1 	: 엥
P1 	: 핑계대지마
P1 	: 안돼
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 체하기 위한 핑계
P0 	: ㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㄱㅋㄱㅋㄱㅋㅋㄱㅋ
P1 	: 체한거 넘 힘드러
P0 	: 펜트하우스도 안보남
P1 	: 아
P1 	: 놓쳤다
P0 	: 티비없뜨면 
P1 	: 나 어플로 봤었는데
P0 	: 아쉬운데? 
P0 	: 웅웅 무슨 어플ㅋㅋㅋㅋㅋㅋ
P0 	: 펜하 지금 하는데? 
P1 	: 후 이미 시작했나?
P1 	: 스브스 앱!
P0 	: 아니아니 20초 뒤
P1 	: 헥
P0 	: 달려라! 고고
P1 	: 아냐 다운받아서 볼래
P1 	: 배불러서 움직이기 귀찮아
P1 	: ㅋㅋㄱㅋㅋㄱㄱㅋㄱㄱㅋㅋㄱㅋ
P0 	: 껄껄
P0 	: 많이 먹었어? 
P0 	: 삽겹? 
P1 	: 완전
P1 	: 잠수교집 첨 갔는데
P1 	: 맛ㄷ있더랑
P0 	: 아 이름이
P0 	: 잠수교집이야? 아까 보여줬던 사진?
P1 	: 웅웅
P1 	: 맞아
P1 	: 잠수교집!
P0 	: 사람 많아? ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 룸 줘 룸
P1 	: 룸은 없져ㅠ
P0 	: 룸 있으면 얼른 가보고 싶은데
P1 	: 사람 맨날 줄서있어
P0 	: ㅋㅋㅋㅋ헐
P1 	: 우리도 밥먹고 나오려니까 줄서있더라
P0 	: 인기폭발 맛집이구만
P1 	: 웅웅 양은 적다 싶은데 맛있어서 괜찮았ㅇ오
P0 	: 펜하시작이다
P0 	: 냠냠
P0 	: 아 그래? 
P1 	: 헤헹 보고있ㄷ어!!!
P0 	: 양 작은거 인정 :) 
P0 	: 인정이 아니고ㅋㅋㅋㅋㅋㅋ
P0 	: 드라마 본다고 아무말이나 막 쓰고 앉았네
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 양 작아도 맛있으면 인정ㅋㅋㅋ
P1 	: 가본줄알았네
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 왜냐면? 더시키면 되거든!
P1 	: 맞아!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ아니묜 다욧
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 밥도 볶아먹구
P1 	: 완전 배부르게 먹엇당
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 껄껄껄
P1 	: 오늘은 누가 죽을까
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 너도 보고 있어? 
P1 	: ㅋㅋㅋㅋㅋㅋ웅
P0 	: 배부르담서ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 호다닥 켰어
P0 	: 엄마가 옆에서
P0 	: 딸 오빠랑 사귀는거
P0 	: 이상하지 않냐고ㅋㅋㅋㅋㅋㅋ하는데 생각해 보니 딸리 있으면 좀 이상할 수 있겠네
P1 	: 딸 오빠?
P1 	: 누구??>>>
P0 	: 미쳤나봐 끓는물을 참았네
P1 	: 저걸 어떻게참어
P1 	: 으
P0 	: 아니 그 심수련 처음에 있던 딸
P0 	: 알바하던
P0 	: 그 딸 양오빠가 로건이잖아
P1 	: 아
P1 	: 맞네
P1 	: 오;
P1 	: 생각해보니까 그렇네
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 로건ㅋㅋㅋㅋ
P0 	: 역하는 사람 ㅋㅋㅋㅋㅋ
P0 	: 힘들어 보여 엄청 여러역 하네
P1 	: 아 진짜 너무 오글거려
P0 	: 선생할때도 있고 쌍둥이 형
P1 	: 로건 형
P0 	: ㅋㅋㅋ웃겨ㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 떼밋!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 으아우ㅜㅇ으ㅏㅇ아ㅏ앙ㅇ악!!
P0 	: 손아 참아
P0 	: 오그라들지 말구
P0 	: ㅋㅋㅋ
P1 	: 으
P1 	: 대체 어덯게 끝날까
P0 	: 집에 
P0 	: 저런 시설은 어케 갔다놓은겨
P0 	: 그리고 젤 신기한건 다 탔던 우리 로건 머리하며.. 저렇게 멀쩡하다는거
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 진짜
P1 	: 이정도면 안다친거 아니냐며
P0 	: 그니까 
P0 	: 넘 잘생겼자나? ㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 한 화면에 두 얼굴 안넣네
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 귀엽다 귀여워
P0 	: 끽
P0 	: 저거 애기때 센척할 때 하는거자나 
P0 	: 혓바ㄹ닥으로 이상한 소리내기
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아
P1 	: 웃기네
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 센척
P0 	: SC
P0 	: 수련언닌 항상 참 이뿌네
P1 	: 맞아..
P1 	: 어점 저리 고급져
P0 	: 그지
P0 	: 서태지는 이제 잊혀졌어 
P0 	: 처음에 드레스 입고 엘베에서 등장할 땐 그 생각 뿐이었는데
P1 	: ㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 어머
P1 	: 짱엡버
P0 	: 우리 잘큰 석후니
P0 	: 연기력도 크고 있네
P1 	: 오
P0 	: 석경이는 무슨상태야? 
P0 	: 석경이 내용 몰라 
P0 	: 중간에 안봐서
P1 	: 석경이 고아원에 갇혔었어
P1 	: 주단태가 유학보낸다 해놓고 고아원에 버림
P1 	: 석경이 도망쳐서 지금 도망자신세야
P0 	: 오호
P0 	: 도망자? 
P0 	: 정신병자나 죄수는 아니자나
P1 	: 웅웅
P1 	: 도망다니는중
P0 	: 어우
P0 	: 저 옷 좋다 석훈
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 내아들이라
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ대사하나하나 미친놈일세
P0 	: 신난다아
P1 	: 석경이ㅠ
P1 	: 짠해
P0 	: 그니까
P0 	: 짠하다ㅜㅜㅜㅜㅜ
P0 	: 저런 오빠..
P0 	: 어디 없어요....
P1 	: 없어요오오
P0 	: 내 오빠시키고 싶다
P0 	: 돈도 많고 애정도 많고
P1 	: 하지만~없죠~
P1 	: 남자친구한테 집착해야징
P1 	: ㅎㅎㅎㅎㅎㅎㅎ
P0 	: 마자요 그래서 석훈이 나오는 드라마 보면서 설레죠
P0 	: 오
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 나는 글렀어
P0 	: 남친이 저렇지 않거든
P0 	: 하하하하하하하
P0 	: 하하하하하핳
P0 	: 다른 매력을 찾아야지
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 남자친구 넘구여워,,
P0 	: 구래? 
P1 	: 아직 만난지 얼마 안되서 그른가
P1 	: 귀여워,,,
P0 	: 아 그래? ㅋㅋㅋ
P0 	: 만난지 얼마 안됐어? ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 동생이야? 남치니?
P1 	: 연상!
P1 	: 10개월?
P1 	: 11개월?
P0 	: 아 어머 근데도 귀엽구나
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 딱 내가 좋아하는 스타일이야
P1 	: 호호
P0 	: 사진보니까 다정한 느낌이던데
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ><
P1 	: 짱이야
P0 	: 알콩달콩 :) 
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 제니네도 넘 불쌍해ㅠ
P0 	: 서로 사랑하는 법이 달라...
P0 	: 어 근데 저 5만원다발 받구 싶다
P1 	: 완전
P1 	: 행복할것같아
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 어우
P0 	: 여우
P1 	: 아 천서직
P1 	: 천서진
P1 	: 진짜 약오른다
P0 	: 그지
P0 	: 제가요오?
P0 	: 개이덕
P0 	: 하면서
P0 	: 비서도 다 보고 있으면서 얼마나 끔찍할까
P1 	: 환멸나서 같이 일 못할듯
P0 	: 여기에는 환멸나는 인간이 한둘이 아니야
P0 	: 아니 수련언니
P0 	: 짝다리도 너무 이뻐요
P1 	: 앗 백준기 겨땀><
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 그러게 겨터파크 개자앙~
P0 	: 텍힘어웨이!
P1 	: 어디로 가는걸까
P0 	: 그니까
P0 	: 정신병원인가
P0 	: 근데 석훈이 저렇게 통화하면
P0 	: 다 들킬거 같은데?ㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋ내말이
P1 	: 완전 티나는데
P1 	: 아니면 도청어플 깔아뒀을거같아
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 그니까 아들한테만 
P0 	: 아무짓 안하는게 이상, 원래도 자기랑 제일 안맞았는데
P1 	: 저거저거 믿어도 되나 몰라
P0 	: 누구 석훈이한테하는거?
P1 	: 웅
P0 	: 흠
P1 	: 하석진도 그렇고
P0 	: 믿어야지
P0 	: 하박사는 미안하면 그만 좀 해라
P1 	: 하도 뒤통수 많이 맞아서
P1 	: 저러는것도 연기같아
