# FILE DATA
ID : MMRW2100000219
category :  온라인 대화 > 다자 대화(4인)

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210603
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 30대
occupation : 전문가 및 관련 종사자
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 30대
occupation : 전문가 및 관련 종사자
sex : 여성
birthplace : 인천
principal_residence : 제주
current_residence : 제주
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 3
age : 30대
occupation : 전문가 및 관련 종사자
sex : 여성
birthplace : 대전
principal_residence : 대전
current_residence : 대전
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 4
age : 40대 이상
occupation : 전문가 및 관련 종사자
sex : 여성
birthplace : 전남
principal_residence : 전남
current_residence : 경기
device : 스마트폰
keyboard : 천지인

# SETTING
relation  :  직장>동기/동료/동업자, 기타>온라인 커뮤니티
intimacy  :  4
contact_frequency  :  (거의) 매일 연락한다.

P0 	: 뭐하세요??
P3 	: 투썸 커피 쿠폰2개랑 조각 케잌 쿠폰이 있다는 것이 생각남..
	  조만간 투썸 가서 먹어볼게요.
	  스벅도 가야되는데.. ㅋ
P3 	: 2판째.. 미션2, 일반 5남음..ㅎ
P1 	: 크..
P1 	: 저는 올해 스벅 포기요
P3 	: 쿠폰이 없다면 굳이 돈 쓸 필요는 없지 싶어요.
P1 	: 쿠폰... 많죠..ㅋㅋㅋ
P1 	: 나눔중..ㅋㅋㅋㅋ
P3 	: 그럼 파셔요.ㅋ
P1 	: 동생도 먹고.. 아빠도 먹고..
P1 	: 그러더라고여.ㅋㅋㅋㅋ
P3 	: 쿠폰 쓰는 김에 프리퀀시 적립을..
P1 	: 동생이...ㅋㅋㅋㅋ
P3 	: 난 예전에 언니한테 쿠폰줘서 프리퀀시만 뺏었다는요.ㅋ
P1 	: 받아도... 바꾸러 가기 귀찮아서.. 양도했어요..ㅋㅋㅋㅋ
P1 	: 이번껀 동네에서 인기가 없더라고여.ㅋㅋㅋ
P2 	: 애가 안자고 앞구르기 중이네요
P3 	: 울 딸아이는 춤추는 중.
	  치어리더 수준으로 과격하게..;;
P1 	: 저는 2번을 재웠고.
P1 	: 3번을 안고 있고
P1 	: 1번과 대화중입니다.ㅋㅋㅋㅋ
P0 	: 이런아이 키으ㅏ보고시퍼용ㅋㅋㅋ
P0 	: 워매 멀티플레이어  틈틈이 어찌 톡까지 하는지.. 그것도 이톡저톡ㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋ.이제 다 잡니다...
P1 	: 아이 좋아랏{emoji:♡}
P3 	: 좋겠다.
	  내 아이는 아직 쌩쌩함요. ㅋ
P1 	: 놀이터에서 1시간 30분 굴렸죠..
P1 	: ^^
P0 	: 저도 클리어
P0 	: 남은건 빨래더미
P0 	: 개야지
P3 	: 빨래는 빨래대에서 꺼내? 입는
	  것으로요.
	  건조기 없음..ㅎ
P0 	: 건조기 없는게 장점도 있네요??
P0 	: 이미 건조기 안에서 며칠 묵은 빨래..
P1 	: 후... 도비왈라라고 아시나요..
P1 	: 인도에 평생을 빨래만 하는.....
P0 	: 들어봤어요... 저는 손해보는거 싫어하는 성격이라 집안일 할때마다 너무 화가나요
P1 	: 저는 그냥 아무 생각이 없어요..ㅋㅋㅋㅋ
P1 	: 니가 더했니.. 내가 더했니 생각하는 순간 집 개판 확정^^
P0 	: 그쵸 그걸 알면서도 견디기가 힘들어요 나무아미타불 을 마음속으로 계속...
P0 	: 지난주엔가 나혼산보고 목탁하나살까 싶었네요
P1 	: ㅋㅋㅋㅋ
P1 	: 소리가 청아하긴 하죠.ㅋㅋ
P0 	: 도와줘요 아무생각 없어지는 비결 알려줘요
P1 	: 그러게요...?
P1 	: 그냥 정말 아무생각이 없어요..ㅋㅋㅋ
P0 	: 사부님이 집안일 많이 하시는거 아닙니까
P1 	: 쓰레기 버려줍니다..ㅋㅋㅋㅋ
P1 	: 음........ 또 뭐있지....
P0 	: 아이들과 잘 놀아준다?
P1 	: 네네 잘놀아는 주네욬ㅋㅋㅋ
P0 	: 주는데로 잘 먹는다?
P1 	: 첫째 낳았을때만해도.. &name5&이좀 봐줘~~ 하면 눈으로 just see. 하던 사람인데..
P1 	: 저희 남편 아세요??ㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋ그나마 남편들의 할 수 있는 쉬운 것들 순으로 읊는중ㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋ 쉬운건 하네요.ㅋㅋㅋ
P0 	: 뭔가 더 맞추고 싶은데 생각이...
P1 	: 더 하는게 없을꺼에요..ㅋㅋㅋㅋㅋㅋㅋ
P3 	: 넘 졸린데 어쩌죠.ㅎ
	  오늘 모의고사 감독한다고 아침 1시간 초근 달려고 빨랑 갔는데
	  퇴근 때 지문 안찍어서 날렸어요.;
	  멍충이 같이..;;
P1 	: 악.ㅠㅠ아쉬워라.ㅠㅠ
P0 	: 헐..ㅠㅠ 우린 아침엔 안찓는 분위기던데요
P0 	: 아 저는 하루종일 배가 고픈것이 곧 빨간날이 올 때인때인가 봅니다
P3 	: 음. 달려야하는데..ㅎ
P1 	: ㅋㅋ 오늘 아닌가봐요.
P1 	: 내일 얘기 하기로 인가요?
P3 	: 어메니티? 맞나요?
	  그거 뿐만이 아니라
	  샴푸, 린스, 바디, 비누 등
	  전부 다 유통기한을 넘겼다면 버려야하는지 그냥 써도 되는지 궁금함요.
	  유통기한이 지나면 기능적인 면이 떨어지는지
	  아님 상해서 몸에 해로운지..ㅎ
P1 	: 저는 예민해서인지.. 유통기한에서 6개월 더 지나면.. 뽀루지 나더라고요..
P1 	: 알고 발라서 그런걸지도..ㅋㅋㅋㅋㅋ
P3 	: 아끼다 똥된 것도 있고
	  몰라서 그냥 쓴 것도 있고..
P1 	: 모르고 괜찮으면 괜찮은걸로.ㅋㅋㅋ
P3 	: 저는 피부가 둔감한 거 같은데
	  그냥 쓸까 싶기도 하고 그러네요.
	  더 자주 씻어서 빨리 소진해야겠어요.ㅋ
P1 	: 악.ㅋㅋㅋ 화이팅입니다.!
P3 	: 평소 몇시에 주무삼?
P1 	: 저요???
P0 	: 저도 주섬주섬 챙겨온거 다 오래되서...
P1 	: 10시에서 2시이렇게 4시간 잘때도 있고..
P3 	: 여기 그대만? 아니 또 있네요.ㅎ
P0 	: 살짝씩 색 변한건 버렸어요
P1 	: 2시부터... 6시 이렇게 잘때도 있어요.ㅋㅋㅋ
P0 	: 그러다 결국 안써서 모두 버림
P0 	: 이제 안주워오려고요
P3 	: 아. 색과 향을 확인해봐야겠네요. ㅎ
P0 	: &name2&쌤은 잘수있을때 푹 주무셔요
P3 	: 핫딜 때 안쟁여야하는데..ㅋ
P1 	: 훗.... 그런건 없어여..
P1 	: 둘째 셋째 돌아가면서 깨거든요..
P1 	: 어떤때는 그냥 꼬딱 새는게 나은날도...
P1 	: {emoji}
P3 	: &name2&쌤은 폰질하면서 에너지를 비축하고 살아있다는 것을 느끼는.. 
	  육아만 하면 넘 슬프잖아요.
P0 	: &name4&샘은 프사가 왠지...안어울리네요. 이거 세컨폰인가봉가
P1 	: 맞아요.ㅋㅋㅋㅋ
P1 	: 폰질하고... 책읽고....유투브보고...
P3 	: 이것은 남편의 데이터를 갉아먹는 폰임.
	  전화 안됨.ㅋ
P0 	: 둘째도 어리구만요ㅜ
P3 	: 나는 프사 고정이라.. ㅋ
	  아무거나 주워 넣었어요.
P1 	: 둘째..... 지난달에 두돌이였어요.ㅋ
P3 	: &name2&쌤.. 몸이 많이 상했겠어요.
	  여유가 나면 보약 좀 챙겨드세요.
P1 	: 보약은 달고 삽니다.ㅋㅋ
P0 	: 육아 지원군도 없으신거에요?
P1 	: 이미 산후보약 지어먹고...
P0 	: 있죠??설마ㅠㅜ
P1 	: 지금은 흑염소를 먹어요..
P3 	: 난 젊어서 좀 놀았는데
	  그대는 젊어서 애 키운다고..;
P1 	: 음.... 애들 아프면 엄마가 봐주시죠..
	  그러나.... 지금 저는 휴직중이네요?ㅋㅋ
P3 	: 나는 약 챙겨 먹는 게 힘들어서 못먹겠더라구요.
	  영양제도 그렇고
	  감기약도..ㅎ
P1 	: 저의 청춘을 먹고 자라는 아이들입니다.ㅋ
P1 	: 팩은 안해도.... 영양제는 기가막히게 잘 챙겨 먹죠.{emoji:♡}
P3 	: 나중에 아이들이 다 갚아줄 듯
P1 	: 너희들만 믿는다...
P3 	: 팩이 줄어들지를 않음.
	  제이준..ㅋ
	  드럽게 많아서리
	  그때 남편 아이디로도 샀드만
P1 	: ㅋㅋㅋㅋ 저도 남편이라우제 아이디로 사서
P1 	: 부모님 동생이랑 나눴어요ㅡㅋㅋ
P3 	: 나도 여기 저기에 겁나 뿌렸거든요. ㅋ
	  근데도 많아요.
	  썩기 전에 다 소진하려는데 
	  찐득 질퍽거리는 게 싫네요.ㅎ 어째..ㅋ
P1 	: 이게 매일하다보니...
P1 	: 겉돌고... 오히려 뾰루지 올라와서..
P1 	: 몰래..3일에 한 번만 하는 중입니다..
P3 	: 동료쌤 말로는 화학품이 들어있어서..
	  다른 브랜드로 번갈아가면서 해야한다고 하네요.
P0 	: 아 그래요? 전 그래도 제이준 다써가요 ㅋㅋㅋ
P0 	: 그런데 다른 핫딜팩을 또 100장을 샀네....?
P3 	: 저거 끝나면
	  크롱쌤한테 3일 1팩 모임을 만들자고 졸라봐요.ㅋ
	  나도 끼워주고..
P0 	: 저도 2~3일에 한팩이먄.딱 좋은데요 ㅎㅎ
P1 	: 아하하하.. 둘째 열나네요..ㅠ
P1 	: 저는 열보초 서러가요..ㅠ
P0 	: 뭐죠ㅠㅠㅠ 순간이길 바랍니다 {emoji:🙏}
P3 	: 혼자만 사셨데요?
	  반칙임.ㅋ
P0 	: ㅋㅋㅋㅋ공유안해서 다행 아닙니까?
P3 	: 아님. 못산 것이 아까울뿐ㅋ
P0 	: 제이준처럼 무료급도 아니고요 ㅋㅋㅋ 팩더미에 치여 ㅋㅋㅋㅋ
P3 	: 이러니 큰 일임요..
P0 	: ㅋㅋㅋㅋㅋㅋ상자 그대로 있다가 지난번에 시엄니 한박스 드림ㅋㅋㅋㅋ
P3 	: 나는 내일 1356교시 수업이고, 셤문제 편집이지만
	  절대 무임승차 않겠음요. ㅋ
	  듀얼모니터의 힘..ㅋ
P0 	: 아이유치원 샘 드릴까 하고 세박스나 샀다가.. 망
P0 	: ㅋㅋㅋㅋ그학교 참 빠르네요 출제
P3 	: 팩 붙이고 봉지에 남아있는 엑기스는 어따 쓰나요?
P0 	: 몸뚱아리에 챠발쳐발
P3 	: 전신에 바름?
	  끈적끈적..ㅎ
P0 	: 전 건성이라..
P0 	: 팩.위에도 조금 더 발라주고요
P3 	: 나는 무릎 아래에 마구 발랐는데
	  때가 밀리는..ㅡㅡ
	  아.. 씻고 싶다..ㅎ
P0 	: 일단 오늘은 이만 꿈나라로 떠나겠습니다
P0 	: 아니 때가 밀리다니 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P3 	: &name3&쌤은 아이가 아파서 재우다 뻗으셨나봄..
P0 	: 너무 하신 거 아닙니꺼
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P3 	: 넘 덕지 덕지 발랐나봐욬
P0 	: ㅋㅋㅋㅋㅋㅋ 굿밤 충치치료만 아니었어도 1시까지 야식 먹었을텐데요ㅠ
P0 	: 저는 토욜 에버랜드 떠납니다 퍼레이드..
P3 	: 오.. 금요일이 되었음.
	  이따 저녁은 뭘 먹을지
P0 	: 모두 굿밤밤 아침도 패스 점심도 패스입니까?
P3 	: 에버랭에서 사진 많이 찍겠네요.ㅎ
P0 	: 사진은.잘 안찍어요
P3 	: 자주.. 그러고 있어요
	  배가 안고픔.
P0 	: 애가 싫어해서 ㅎㅎㅎㅎ
P3 	: 오후 4~5시경에 살짝 고픔
	  
P0 	: 전 지금도 꼬르륵상태인데.
P3 	: ㅎㅎ 먹는 즐거움이 큰데..
	  저는 먹는 게 짐이라..ㅋ
P0 	: 1일1식이구만요... 진짜 잘거라구요!! 계속 붙잡히고 있음ㅋㅋㅋㅋ 뱌뱌
P3 	: 네네
	  잘자요.
	  근데 이리 일찍 자는 것은 오늘 만이야. ㅎ
	  내일부터는 늦게까지 노라죠용.
P0 	: 흑흑 저 어쩌죠
P3 	: 왜요,
P0 	: 혹시나 해서 블로그 글 태그 확인했는데 몇개 빠졌네요 급히.수정했는데 어찌될런지
P0 	: 요놈의 정신머리야 ㅜㅜㅜㅜㅜ
P3 	: 음. 태그 수정하면 안될 수 있다고 했는데
P3 	: 지들이 그것을 다 어찌 찾아낼까싶고..
P3 	: 글 올린 날짜야 정렬하면 된다지만.
P0 	: 나의 운명은... 띠로리
P0 	: 이거 도대체 어찌 찾아서 주는걸까요?
P0 	: 신기한 세계입니다
P3 	: 네이버가 모든 글을 들여다볼걸요.
P0 	: 인간이 직접??
P3 	: 줄넘기 하다 포기함.
	  숫자를 세다가 까먹음..ㅎ
P0 	: #있는거 모두??
P0 	: 줄넘기 안해도 될것 같아요 ㅎㅎㅎ
P3 	: 일단 #들로 정렬하고 날짜순 작업을 하겠지요.
P0 	: 대단한 사람들
P0 	: 뭔가 자동프로그램으로  될것 같아요
P3 	: 몸무게를 재는데
	  목표치에 아슬아슬하게 도달하지 못하면 속상하잖애요. ;
P3 	: 그러겠죠.
	  엑셀 프로그램처럼..
P0 	: 현재 체중이면 충분해 보여서요 ㅎㅎ
P3 	: 암튼 오늘은 약소했으나
	  내일은 더 창대하리오..ㅋ
P0 	: 저 분명 자러 갔는데 말입니다 으힣 
	  애가 갑자기 깨서 쉬하러 간다고 해서..ㅎㅎㅎ
P0 	: 수리수리 마&name3& 갑니다 뿅
P3 	: ㅎㅎ
	  빨랑 자요.ㅎ
	  난 웹툰볼거임.
	  
	  구&name2&쌤도 잘주무시고..ㅎ
P1 	: 저는 오늘 자긴 글렀...
P1 	: ㅠ
P1 	: 두분은 주무셔요.ㅠ
P3 	: 엥.
	  2,3호가 깼나보네요.
	  좀 자둬야 낼도 육아를 할텐데요.
P2 	: 저는 애 재우다 같이 잠들어서 이제 깻네요 요즘 맨날 이러ㅔ요
P3 	: 다시 잠들려면 힘들텐데요.
	  걍 눈감고 계속 자버리삼.
P2 	: 모두 좋은 아침잉에요
P0 	: &name2&샘 2호는 어때요? 열아직도 나요?
P0 	: 어제 헬로네이처 주문했는데 아직 안왔어요...
	   어쩌란 말인가 출근해야되는데
P3 	: 하이~~ 아.. 씻기도 싫다.ㅎ
P0 	: 샘 학교 멀지 않아요? 몇분걸리시죠
P0 	: 저는 애 데러다주고 가면  토탈 50분
P2 	: 헉 저도 그 정도 걸려요 ㅜ
P2 	: 좀만 가까우면 좋겠어요
P1 	: 하하 열나서 전부 집에있을 예정입니다.ㅠ
P1 	: 후.... 망했어요..
P2 	: 아 오늘 하루 고난이 예상되네요
P0 	: 힝.. 첫째는 그냥 보내면 안되나요.....
P2 	: 저희 애도 오늘 누런코 ㅋㅋ ㅠㅠ 워킹맘은 어쩔 수 없이 보냅니다
P2 	: 노시부 만세
P0 	: 저희 애는  7세인데도 코를 못풀어요..ㅡ 아오 답답쓰
P3 	: 엥..;;
	  &name2&쌤 힘들어서 어째요.
P3 	: 이것은 뭐임?
P1 	: 콧물까진 보내겠는데..
P1 	: 열은...
P2 	: 그래도 애들끼리 잘 노나유
P1 	: 오늘하루...
P1 	: 티비가 열일하는걸로..^^;;
P2 	: 티비 이모님이 최고죠
P1 	: 이모님 부탁해요...ㅠ
P1 	: 일단 아침밥까지는 클리어...
P3 	: 음.. &name2&쌤.. 오늘 살아남길요. 전 일단 수업하러...;;; 다 귀찮애.. ㅋ
P1 	: 화이팅 입니다^^
P1 	: 죽는소리하지만.. 뭐 어떻거든 되겠죠.ㅋㅋㅋㅋㅋㅋ
P3 	: 아.. 버티세요.. 
	  쌤 밥도 챙겨드시고
P1 	: 네네!
P1 	: 제밥은 시켜 먹는걸로!
P3 	: 오늘도.. 다들 힘차게. ^^ 내일이 주말인 게 좋은 것인지.. ㅋㅋ
P2 	: 아 주말,,, 주말이 이렇게 힘든 건줄 
P2 	: 휴직 땐 미처 몰랐어요 ㅋㅋ
P1 	: ㅋㅋㅋ저희 남편도 주말더 힘들다고..
P1 	: 저도.......
P2 	: ㅋㅋㅋㅋ 남편이 왜 회사가는 게 더 편하다고 했는지
P2 	: 십분 이해가 가요 ㅋㅋ
P1 	: 하루종일 생기 스틸러들과 함께하는 하루
P2 	: ㅋㅋㅋㅋㅋ 진짜 내 젊음을 쪽쪽 빨아먹구
P1 	: ㅋㅋㅋ 저는 집이 개 난장판이 되던가 말던가..
P1 	: 눈을 감습니다..ㅋㅋㅋㅋㅋ
P2 	: ㅋㅋㅋㅋ 암요 암요 저는 더러운 걸 잘 참는 성격이더라고요 ㅋㅋ
P1 	: 앗 저도
P1 	: ㅋㅋㅋ
P1 	: {share:photo}
P1 	: 조용할때는 이유가 있다....
P2 	: 얼~마나 재밌게요 ㅋㅋ
P2 	: 얘가 몇째예요>?
P1 	: 둘째요..ㅋㅋㅋ
P1 	: 어제 밤에는 엄마 아파~~ㅠ
P2 	: 뒷모습 넘 귀엽네요 ㅋㅋ 
P1 	: 하더니...ㅠㅠㅠㅠㅠㅠㅠ
P2 	: 아구 ㅜㅜ 그래도 썡쌩해져서 넘 다행
P1 	: 지금은..... 회복하셨네요...
P2 	: 낮까지 아프면 뚁땽
P0 	: zzㅋㅋㅋㅋㅋㅋㅋ뒷모습 너무 귀엽네요
P2 	: 남의 애는 뭘해도 귀엽네요
P1 	: 진리입니다..
P1 	: 내애면... ㅂㄷㅂㄷㅂㄷ......
P2 	: ㅋㅋㅋㅋㅋ 남의 애는 우는 것도 귀엽고 ㅈㅅ 부리는 것도 귀엽고
P1 	: 그래도 둘이 다 안가니....
P1 	: 일단은 둘이 노네요..
P0 	: 일단은... 열도 내린거죠?
P1 	: 네네... 약먹으니 약빨은 기가막히게 받네요.
P1 	: 잔기침이 좀 있는거 보니.. 목감기라고 확신중..
P2 	: 아 저희 애는 잔기침이 코가 뒤로 넘어가면서 나는 거라고 
P2 	: 어제 부비동염이라고 하더라고요 
P1 	: 아 부비동염 괴로운데..
P2 	: 아 그거 괴로운 건가요?
P2 	: 처음 걸린 거 같아요 ㅠ 
P1 	: 코가 안쪽으로만 꽉 차고... 앞으로는 잘 안나오고.. 자꾸 뒤로 넘어가고
P1 	: 저는 부비동염 너무 괴로워요.ㅠㅠ
P2 	: 아 ㅜㅜㅜ 맞아요 전 코가 안나오길래
P2 	: 괜찮은 줄 알고 자꾸 기침해도 냅뒀다가...
P1 	: ㅠㅠ
P2 	: 일요일에 남편이 애 데리고 갯벌 간댔는데,,,, 가지 말라고 해야 겠네요 ㅠㅠ 흑 
P1 	: 아 아이가 아쉬워하겠어요.ㅠㅠ
P1 	: 갯벌 꿀잼인데..ㅠㅠ
P0 	: 엄마도 아쉽고요
P2 	: 애한텐 말 안했어요 ㅋㅋ
P1 	: 엄마도 완전 아쉽...ㅋㅋㅋㅋㅋ
P2 	: 맞아요 엄마가 젤 아쉽
P1 	: 그나마 다행이네요..
P2 	: 제주도는 바다가 일상인가요?!
P1 	: 간다고 했다가 못가면 징징징징..
P1 	: 바다.... 들어가진 못해도 모래놀이 정도는.....
P2 	: 아직 갯벌 가본 적 없는 3세예요 그나마 다해 우
P0 	: &name2&샘은 걸어서 바다갈수있는 거리 사세요?
P2 	: 와우 제주도 라이프 부러워요
P1 	: 아니요..ㅋㅋㅋㅋㅋ
P2 	: 혹시 아파트? ㅋㅋㅋ
P0 	: 어린이집 바깥놀이가 바다더만요... 
P0 	: 지인은 ㅋㅋ
P1 	: 걸어서 바다가긴 좀 멀어요 ㅋㅋ
P2 	: 스케일 장난 아니네요 어린이집
P1 	: 네네 아파트에 살아요..
P2 	: 역시 아파트가 젤 최고죠 ㅋㅋ 
P2 	: 귀차니스트에겐
P1 	: 직선거리로 한 500m 정도 떨어진거 같은데..
P0 	: 곰팡이의 계절이 찾아왔어요...ㅠ
P2 	: 하 왜케 비가 오는지
P0 	: 저희집 화장실은 왜이리 팡이가 잘생기는지...
P2 	: 화장실 팡이는 
P1 	: 저도 어제 곰팡이 전쟁
P2 	: 분홍색 팡이인가요?
P0 	: 어제 씻으며 대충 박박문질렀는데 오늘 아침에 또 붉어진...바닥이여
P0 	: 네 분홍색
P0 	: 여름엔 주로 분홍색
P2 	: 아 그거 전 그냥 일상이엇네여 ㅋㅋ
P0 	: 다른계절엔 덜 생기지만 검정색
P1 	: 전 그냥.... 써요..락스 희석해서..
P0 	: 매일써야할판입니다...
P2 	: (그냥 물때인줄 알았어요ㅕ)
P2 	: 무식
P0 	: 어떤날은 덮어놓은 욕조안에...............
P0 	: 와우..........
P0 	: 환풍기가 성능이 떨어진걸까요... 아니면 다들 창문 열어놓고 사나...?
P1 	: 화장실 저는 문열어둬요
P0 	: 아 덮어놓은 욕조가 아니라 변기
P1 	: 잘때는 닫고
P2 	: 애기 욕조 마개 같은데에 분홍색 생기던데
P1 	: 평소에..
P0 	: 저도화장실은 열어두는데요 
P2 	: 변기 뚜껑은 잘 안 닫는 거 같아요
P0 	: 문을 열어놓기때문에 변기뚜껑도 열어놓으면 뭔가 ㅋㅋㅋ공기 중 변깃물이 퍼질듯하여
P1 	: 그... 결혼하고 충격적이 였던 남편의 발언... 인터넷에서 본거 있는데..
P1 	: "화장실은 원래 깨끗한거 아니야???"
P2 	: 아 ㅋㅋ 변기 물이 그렇게 더러울까요? 
P0 	: ...................
P1 	: 졸라 결혼 잘못한거 같다고....
P2 	: ㅋㅋㅋ 결혼 물러줘
P0 	: 시어머니 리스펙
P1 	: 하소연하는 글을 본 기억이...
P2 	: 환불해줘
P0 	: 화장실은 물쓰니까 항상 꺠끗할거라 생각하신건가요
P0 	: 자취 안해보셨구만
P2 	: 사실 전 제가 집안일은 안하고 남편이 해서 
P0 	: 아 부럽다아......
P1 	: 오...
P2 	: 맘에 안들어도 좀 참고 살고 있어요 
P1 	: 저는 시키느니.....
P2 	: ㅋㅋㅋ 아 맞아요 성격 급한 사람은
P1 	: 제가하는게 빠르니까요^^
P2 	: 못참지요 ㅋㅋ 전 성격 급한데 
P1 	: 애들을 봐라.....
P2 	: 게으름이 더 크네요
P1 	: 내가 한다..
P1 	: 이게 하나였을때는 애보는게 개이득이였거든요??
P1 	: 근데 이제는 3명.....ㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 와우 
P2 	: 근데 하나여도 애보는 게 싫긴 해요
P1 	: 악.ㅋㅋㅋㅋ
P2 	: 남들은 애랑 꽁냥꽁냔 잘만 있떤데
P1 	: 남편도 이제 집안일이 더 쉽다는걸 알지만.....
P2 	: ㅋㅋㅋㅋㅋ 그쵸 남편도 많은 걸 깨달았을 시간
P1 	: 제가하면 5분이면 할꺼 자기가 하면 30분하고... + 빨리 안하냐는 타박이 무서워 결국 계속 애봐야하는 굴레..ㅋㅋㅋ
P2 	: ㅋㅋㅋ 와우 근데 어찌 오분 안에 하세요
P1 	: 대충한다?ㅋㅋㅋㅋ
P2 	: 어릴 떄 맨날 엄마 화장실 청소해서 락스 냄새가 진동했었는데 ㅋㅋ
P2 	: 락스로 먼저 문지르고 물고 헹구면 되나요?
P1 	: 저는 물에 락스 희석해서 써요..
P3 	: 나는 지금 일이 좀 많아서리.. 눈팅만 하다가 불쑥 불쑥 튀어나오겠음욤.. 동문서답해도 이해해주시길 ㅎ
P2 	: 근데 그럼 또 물로 헹구면 물기가 남아서 그 물기를 제거 하는 게 일이고
P1 	: 네네 그럼요
P2 	: 걱정마셔유
P1 	: 아 저는 락스물로 희석해서 막 닦고..
P1 	: 전용걸레???
P1 	: 로 물기제거하고 끝..
P2 	: 아~
P2 	: 좋네요!!
P1 	: 이게 제일 빨라요..ㅋㅋㅋ
P2 	: 전용 걸레는 그럼 어떻게 관리하나요 
P1 	: 이것만 따로 빨아요.
P2 	: 아 아무래도 살림을 어디가서 좀 배워와야겠어요
P3 	: 그냥 적당히 드럽게 살고 있는데 반성함요.. 저는 가끔 유통기한 지난 샴푸 등으로 변기닦음..
P1 	: 락스물만 닦은거라..
P1 	: 대충 물에 헹궈서 널어 말린다.
P2 	: 전 적당히 드러운 정도도 안되는 거 같아요 ㅋㅋ
P2 	: 아하 남편에게 알려줘야지
P1 	: 저도 적당히 드럽게 살아요...
P1 	: 몰아서 하면 일이 커지는 것만 주기적으로 한다.
P2 	: 아 좋은 팁이네요
P1 	: 화장실이 몰아서 하면 일이 커지더라고요..
P2 	: 몰아서 하면 일 커지는 건
P2 	: 아
P1 	: 검은곰팡이....
P2 	: 검은 곰팡이는 실리콘에 생기는 거죠
P1 	: 붉은 곰팡이는 희석한 락스물에도 잘 없어져요
P1 	: 실리콘.... 울퉁불퉁한 타일 사이요..
P2 	: 저희 이년도 안된 새집인데 싱크대 실리콘에 점처럼 곰팡이가 생겨서
P2 	: 안 없어져요
P1 	: 집비우실때..
P1 	: {share:info}
P2 	: 아 이거 들어봤어요
P1 	: 이거 쭉 짜서... 방치하세요..
P1 	: 오래~~
P2 	: 효과 좋은가요/.
P1 	: 저는 괜찮은거 같아요!!
P2 	: 물기 없이 쭉 짜는 거죠
P1 	: 네네
P2 	: 감사해요 꼭 해볼게요
P1 	: 네네 저는 간식 챙겨주러 갑니다!
P0 	: 손세탁?
P2 	: 설마요 ㅎㅎ
P1 	: ....하나라서...
P1 	: 걍 손으로...
P2 	: 헉 사실 깔끔의 기준이 다른 거였을지도
P0 	: 아 전 손목이 너덜너덜해서 못해요...
P0 	: 화장실 청소 후 물기 제거를 해줘야 하는지 몰랐슈
P1 	: 남편???
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ전 고작 하나 낳았으면서 손목 고장나서 수술까지 했어요
P1 	: 안그럼 다시 금방 생기지 않던가요??
P0 	: 남편은.. 게으름의 최고봉... 결혼전에 남편 자취방을 딱 두번인가 가봤는데 그 이유가 더러워서 가기 싫었다는거....... 
P2 	: 헐 수술이라니
P1 	: 이게 몇 명을 낳았나의 문제가 아닌거 같아요..
P0 	: 그 게으름을 알면서도 결혼했다니
P1 	: 아..... 실수하셨네요..
P0 	: 방바닥에 모래알이 굴러다니더라는.,..
P2 	: &name1&샘 남편=저
P0 	: 뭐 하나 시키면 진짜 답답~~~~~~~~~~
P1 	: 집청소는... 사실..
P0 	: 욕만나오고....
P0 	: 그냥 제가 하는게 낫죠.,..ㅠㅠ
P1 	: 누가더 더러움을 견딜 수 있느냐..
P0 	: 애랑은 잘 놀아서 그나마..
P2 	: ㅋㅋㅋㅋㅋㅋㅋ 하지만 전 집안일 외의 모든 걸 해요 ㅠㅠㅠㅠ 
P1 	: 의 영역...ㅋㅋㅋ
P2 	: 가장이에요...
P0 	: 맞아요. 저도 깔끔한 편은 아닌데요
P2 	: 이것저것 사고 알아보고 대출받고 그런 거 
P0 	: 여기 넷다 가장인걸로 추측이 됩니다
P1 	: 이것도 저의 일..ㅋㅋㅋㅋ
P2 	: 하... 진짜 정신노동이 너무 
P0 	: 저도 가장이고요... &name2&샘도 가장이랬고
