# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000026.120
metadata : {}


# id : NWRW1800000026.120.1.1
[Cover Story] 창의적 문제 해결 기법 'TRIZ의 산실'… 러시아 젠스리 연구소 리트빈 박사;늘 시간과 다투는 응급실 F1 정비방식 도입하니 '쌩쌩'

[Cover	[/SS+Cover/SL
"먼저 트리즈를 기업의 한 프로젝트나 세미나에 도입하는 게 아니라 조직문화 깊숙이 적용하는 게 중요합니다.

"먼저	"/SS+먼저/MAG
트리즈를	트리즈/NNG+를/JKO
기업의	기업/NNG+의/JKG
한	한/MMN
프로젝트나	프로젝트/NNG+나/JC
세미나에	세미나/NNG+에/JKB
도입하는	도입/NNG+하/XSV+는/ETM
게	거/NNB+이/JKS
아니라	아니/VCN+라/EC
조직문화	조직/NNG+문화/NNG
깊숙이	깊숙이/MAG
적용하는	적용/NNG+하/XSV+는/ETM
중요합니다.	중요/NNG+하/XSA+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.54.2
아무리 좋은 전문가라도 한두 명 고용해서 이노베이션을 이루는 것은 일시적이고 회사의 문화 전체를 바꿀 수 없습니다.

아무리	아무리/MAG
좋은	좋/VA+은/ETM
전문가라도	전문가/NNG+이/VCP+라도/EC
한두	한두/MMN
명	명/NNB
고용해서	고용/NNG+하/XSV+아서/EC
이노베이션을	이노베이션/NNG+을/JKO
이루는	이루/VV+는/ETM
것은	것/NNB+은/JX
일시적이고	일시/NNG+적/XSN+이/VCP+고/EC
회사의	회사/NNG+의/JKG
문화	문화/NNG
전체를	전체/NNG+를/JKO
바꿀	바꾸/VV+ㄹ/ETM
수	수/NNB
없습니다.	없/VA+습니다/EF+./SF


# id : NWRW1800000026.120.54.3
CEO부터 혁신 기법을 배우려는 의지가 있어야 합니다.

CEO부터	CEO/SL+부터/JX
혁신	혁신/NNG
기법을	기법/NNG+을/JKO
배우려는	배우/VV+려는/ETM
의지가	의지/NNG+가/JKS
있어야	있/VA+어야/EC
합니다.	하/VX+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.54.4
제가 지난달 미국 애틀랜타에 있는 시바비전에 가서 회의를 할 때 일입니다.

제가	제/NP+가/JKS
지난달	지난달/NNG
미국	미국/NNP
애틀랜타에	애틀랜타/NNP+에/JKB
있는	있/VA+는/ETM
시바비전에	시바비전/NNP+에/JKB
가서	가/VV+아서/EC
회의를	회의/NNG+를/JKO
할	하/VV+ㄹ/ETM
때	때/NNG
일입니다.	일/NNG+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.54.5
시바비전의 CEO가 불쑥 찾아와 '그냥 지나가다 잠깐 들렀어'라고 말한 뒤 10분 정도 있다 나가더군요.

시바비전의	시바비전/NNP+의/JKG
CEO가	CEO/SL+가/JKS
불쑥	불쑥/MAG
찾아와	찾아오/VV+아/EC
'그냥	'/SS+그냥/MAG
지나가다	지나가/VV+다/EC
잠깐	잠깐/MAG
들렀어'라고	들르/VV+었/EP+어/EF+'/SS+라고/JKQ
말한	말/NNG+하/XSV+ㄴ/ETM
뒤	뒤/NNG
10분	10/SN+분/NNB
정도	정도/NNG
있다	있/VV+다/EC
나가더군요.	나가/VV+더군/EF+요/JX+./SF


# id : NWRW1800000026.120.54.6
말은 그렇게 했지만 CEO가 혁신에 관심을 보여주니까 임원들도 프로젝트에 적극 참여하게 되는 것입니다."

말은	말/NNG+은/JX
그렇게	그렇/VA+게/EC
했지만	하/VX+았/EP+지만/EC
CEO가	CEO/SL+가/JKS
혁신에	혁신/NNG+에/JKB
관심을	관심/NNG+을/JKO
보여주니까	보이/VV+어/EC+주/VX+니까/EC
임원들도	임원/NNG+들/XSN+도/JX
프로젝트에	프로젝트/NNG+에/JKB
적극	적극/NNG
참여하게	참여/NNG+하/XSV+게/EC
되는	되/VV+는/ETM
것입니다."	것/NNB+이/VCP+ㅂ니다/EF+./SF+"/SS


# id : NWRW1800000026.120.55.1
―전 세계 기업들이 경제 위기 후 인력 감축 등 원가 절감을 위한 구조조정에 본격 나서고 있습니다.

―전	―/SS+전/MMN
세계	세계/NNG
기업들이	기업/NNG+들/XSN+이/JKS
경제	경제/NNG
위기	위기/NNG
후	후/NNG
인력	인력/NNG
감축	감축/NNG
등	등/NNB
원가	원가/NNG
절감을	절감/NNG+을/JKO
위한	위하/VV+ㄴ/ETM
구조조정에	구조/NNG+조정/NNG+에/JKB
본격	본격/NNG
나서고	나서/VV+고/EC
있습니다.	있/VX+습니다/EF+./SF


# id : NWRW1800000026.120.55.2
이 때 트리즈를 비롯한 창의적인 혁신 기법의 역할은 무엇인가요?

이	이/MMD
때	때/NNG
트리즈를	트리즈/NNG+를/JKO
비롯한	비롯하/VV+ㄴ/ETM
창의적인	창의/NNG+적/XSN+이/VCP+ㄴ/ETM
혁신	혁신/NNG
기법의	기법/NNG+의/JKG
역할은	역할/NNG+은/JX
무엇인가요?	무엇/NP+이/VCP+ㄴ가/EF+요/JX+?/SF


# id : NWRW1800000026.120.56.1
"경기 침체와 함께 제품을 고르는 소비자들의 눈높이도 매우 까다로워졌습니다.

"경기	"/SS+경기/NNG
침체와	침체/NNG+와/JKB
함께	함께/MAG
제품을	제품/NNG+을/JKO
고르는	고르/VV+는/ETM
소비자들의	소비자/NNG+들/XSN+의/JKG
눈높이도	눈높이/NNG+도/JX
매우	매우/MAG
까다로워졌습니다.	까다롭/VA+어/EC+지/VX+었/EP+습니다/EF+./SF


# id : NWRW1800000026.120.56.2
그만큼 기업들 간의 경쟁은 더욱 치열해진 것이죠.

그만큼	그만큼/NNG
기업들	기업/NNG+들/XSN
간의	간/NNB+의/JKG
경쟁은	경쟁/NNG+은/JX
더욱	더욱/MAG
치열해진	치열/NNG+하/XSA+아/EC+지/VX+ㄴ/ETM
것이죠.	것/NNB+이/VCP+죠/EF+./SF


# id : NWRW1800000026.120.56.3
이때 가장 쉬운 방법이 사람을 자르거나 생산량을 줄여 비용을 줄이는 것이지만 좋은 방법은 아닙니다.

이때	이때/NNG
가장	가장/MAG
쉬운	쉽/VA+ㄴ/ETM
방법이	방법/NNG+이/JKS
사람을	사람/NNG+을/JKO
자르거나	자르/VV+거나/EC
생산량을	생산량/NNG+을/JKO
줄여	줄이/VV+어/EC
비용을	비용/NNG+을/JKO
줄이는	줄이/VV+는/ETM
것이지만	것/NNB+이/VCP+지만/EC
좋은	좋/VA+은/ETM
방법은	방법/NNG+은/JX
아닙니다.	아니/VCN+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.56.4
회사의 능력을 저하시키는 것이죠.

회사의	회사/NNG+의/JKG
능력을	능력/NNG+을/JKO
저하시키는	저하/NNG+시키/XSV+는/ETM
것이죠.	것/NNB+이/VCP+죠/EF+./SF


# id : NWRW1800000026.120.56.5
비용 절감은 혁신을 통해서 이뤄야 합니다."

비용	비용/NNG
절감은	절감/NNG+은/JX
혁신을	혁신/NNG+을/JKO
통해서	통하/VV+아서/EC
이뤄야	이루/VV+어야/EC
합니다."	하/VX+ㅂ니다/EF+./SF+"/SS


# id : NWRW1800000026.120.57.1
그는 다시 F1(포뮬러원) 경기의 사례를 들었다.

그는	그/NP+는/JX
다시	다시/MAG
F1(포뮬러원)	F/SL+1/SN+(/SS+포뮬러원/NNG+)/SS
경기의	경기/NNG+의/JKG
사례를	사례/NNG+를/JKO
들었다.	듣/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.120.58.1
"F1 경주에서 우승자와 다른 선수와의 차이는 무엇일까요?

"F1	"/SS+F/SL+1/SN
경주에서	경주/NNG+에서/JKB
우승자와	우승자/NNG+와/JKB
다른	다른/MMD
선수와의	선수/NNG+와/JKB+의/JKG
차이는	차이/NNG+는/JX
무엇일까요?	무엇/NP+이/VCP+ㄹ까/EF+요/JX+?/SF


# id : NWRW1800000026.120.58.2
평범한 길에서는 차이가 안납니다.

평범한	평범하/VA+ㄴ/ETM
길에서는	길/NNG+에서/JKB+는/JX
차이가	차이/NNG+가/JKS
안납니다.	안/MAG+나/VV+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.58.3
차이는 곡선 주로이거나 비가 올 때와 같이 여건이 나쁠 때 나타납니다.

차이는	차이/NNG+는/JX
곡선	곡선/NNG
주로이거나	주로/NNG+이/VCP+거나/EC
비가	비/NNG+가/JKS
올	오/VV+ㄹ/ETM
때와	때/NNG+와/JKB
같이	같이/MAG
여건이	여건/NNG+이/JKS
나쁠	나쁘/VA+ㄹ/ETM
때	때/NNG
나타납니다.	나타나/VV+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.58.4
평범한 사람은 그런 위험한 상황에서 본능적으로 속도를 줄이기 마련입니다.

평범한	평범하/VA+ㄴ/ETM
사람은	사람/NNG+은/JX
그런	그런/MMD
위험한	위험/NNG+하/XSA+ㄴ/ETM
상황에서	상황/NNG+에서/JKB
본능적으로	본능/NNG+적/XSN+으로/JKB
속도를	속도/NNG+를/JKO
줄이기	줄이/VV+기/ETN
마련입니다.	마련/NNB+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.58.5
하지만 우승자는 오히려 속도를 높입니다.

하지만	하지만/MAJ
우승자는	우승자/NNG+는/JX
오히려	오히려/MAG
속도를	속도/NNG+를/JKO
높입니다.	높이/VV+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.58.6
기업들도 위기 상황에서 비용을 줄이려 합니다.

기업들도	기업/NNG+들/XSN+도/JX
위기	위기/NNG
상황에서	상황/NNG+에서/JKB
비용을	비용/NNG+을/JKO
줄이려	줄이/VV+려/EC
합니다.	하/VX+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.58.7
하지만 똑똑한 기업은 바로 이 시기에 이노베이션을 시작합니다.

하지만	하지만/MAJ
똑똑한	똑똑하/VA+ㄴ/ETM
기업은	기업/NNG+은/JX
바로	바로/MAG
이	이/MMD
시기에	시기/NNG+에/JKB
이노베이션을	이노베이션/NNG+을/JKO
시작합니다.	시작/NNG+하/XSV+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.58.8
이노베이션 만이 위기 상황에서 경쟁에서 이기도록 해줍니다."

이노베이션	이노베이션/NNG
만이	만/JX+이/JKS
위기	위기/NNG
상황에서	상황/NNG+에서/JKB
경쟁에서	경쟁/NNG+에서/JKB
이기도록	이기/VV+도록/EC
해줍니다."	하/VX+아/EC+주/VX+ㅂ니다/EF+./SF+"/SS


# id : NWRW1800000026.120.59.1
사이먼 리트빈(Litvin) 박사는_창시자 알츠슐러의 수제자… 기계공학 박사

사이먼	사이먼/NNP
리트빈(Litvin)	리트빈/NNP+(/SS+Litvin/SL+)/SS
박사는_창시자	박사/NNG+는/JX+_/SS+창시자/NNG
알츠슐러의	알츠슐러/NNP+의/JKG
수제자…	수제자/NNG+…/SE
기계공학	기계/NNG+공학/NNG
박사	박사/NNG


# id : NWRW1800000026.120.60.1
세계적인 트리즈 컨설팅업체 젠스리(GEN3) 파트너스의 부사장이며, 러시아에 있는 이 회사의 연구소와 글로벌 지식네트워크를 총괄하는 최고과학기술책임자이다.

세계적인	세계/NNG+적/XSN+이/VCP+ㄴ/ETM
트리즈	트리즈/NNG
컨설팅업체	컨설팅/NNG+업체/NNG
젠스리(GEN3)	젠스리/NNP+(/SS+GEN/SL+3/SN+)/SS
파트너스의	파트너스/NNP+의/JKG
부사장이며,	부사장/NNG+이/VCP+며/EC+,/SP
러시아에	러시아/NNP+에/JKB
있는	있/VA+는/ETM
이	이/MMD
회사의	회사/NNG+의/JKG
연구소와	연구소/NNG+와/JC
글로벌	글로벌/NNG
지식네트워크를	지식/NNG+네트워크/NNG+를/JKO
총괄하는	총괄/NNG+하/XSV+는/ETM
최고과학기술책임자이다.	최고/NNG+과학/NNG+기술/NNG+책임자/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.120.60.2
러시아과학원(Russian Academy of Science)에서 기계공학 박사학위를 받았다.

러시아과학원(Russian	러시아과학원/NNP+(/SS+Russian/SL
Academy	Academy/SL
of	of/SL
Science)에서	Science/SL+)/SS+에서/JKB
기계공학	기계/NNG+공학/NNG
박사학위를	박사/NNG+학위/NNG+를/JKO
받았다.	받/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.120.60.3
1980년부터 트리즈 창시자인 겐리히 알츠슐러와 7년간 트리즈 강연을 함께 했고, 트리즈를 현대적으로 재해석했다.

1980년부터	1980/SN+년/NNB+부터/JX
트리즈	트리즈/NNG
창시자인	창시자/NNG+이/VCP+ㄴ/ETM
겐리히	겐리히/NNP
알츠슐러와	알츠슐러/NNP+와/JKB
7년간	7/SN+년/NNB+간/XSN
강연을	강연/NNG+을/JKO
함께	함께/MAG
했고,	하/VV+았/EP+고/EC+,/SP
트리즈를	트리즈/NNG+를/JKO
현대적으로	현대/NNG+적/XSN+으로/JKB
재해석했다.	재/XPN+해석/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.120.60.4
자신이 만든 트리즈 컨설팅 회사가 미국 회사와 합병돼 지금의 젠스리가 됐다.

자신이	자신/NNG+이/JKS
만든	만들/VV+ㄴ/ETM
트리즈	트리즈/NNG
컨설팅	컨설팅/NNG
회사가	회사/NNG+가/JKS
미국	미국/NNP
회사와	회사/NNG+와/JKB
합병돼	합병/NNG+되/XSV+어/EC
지금의	지금/NNG+의/JKG
젠스리가	젠스리/NNP+가/JKC
됐다.	되/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.120.60.5
본사는 미 보스턴에 있다.

본사는	본사/NNG+는/JX
미	미/NNP
보스턴에	보스턴/NNP+에/JKB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000026.120.60.6
트리즈는 1급에서부터 5급(마스터)까지 급수제도가 있는데, 리트빈 박사는 이 제도를 운영하는 인증위원회 의장을 맡고 있다.

트리즈는	트리즈/NNG+는/JX
1급에서부터	1/SN+급/NNG+에서부터/JKB
5급(마스터)까지	5/SN+급/NNG+(/SS+마스터/NNG+)/SS+까지/JX
급수제도가	급수/NNG+제도/NNG+가/JKS
있는데,	있/VA+는데/EC+,/SP
리트빈	리트빈/NNP
박사는	박사/NNG+는/JX
이	이/MMD
제도를	제도/NNG+를/JKO
운영하는	운영/NNG+하/XSV+는/ETM
인증위원회	인증/NNG+위원회/NNG
의장을	의장/NNG+을/JKO
맡고	맡/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000026.120.60.7
지난해 한국을 방문, LG전자와 포스코 임직원들을 대상으로 강연을 하기도 했다.

지난해	지난해/NNG
한국을	한국/NNP+을/JKO
방문,	방문/NNG+,/SP
LG전자와	LG전자/NNP+와/JC
포스코	포스코/NNP
임직원들을	임직원/NNG+들/XSN+을/JKO
대상으로	대상/NNG+으로/JKB
강연을	강연/NNG+을/JKO
하기도	하/VV+기/ETN+도/JX
했다.	하/VX+았/EP+다/EF+./SF


